cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_hogares_;2001_vehículo_automotor_tiene;2001_vehículo_automotor_no_tiene;2001_bicicleta_tiene;2001_bicicleta_no_tiene;2001_motocicleta_o_cuatratrack_tiene;2001_motocicleta_o_cuatratrack_no_tiene;2012_total_hogares;2012_vehículo_automotor_tiene;2012_vehículo_automotor_no_tiene;2012_bicicleta_tiene;2012_bicicleta_no_tiene;2012_motocicleta_o_cuatratrack_tiene;2012_motocicleta_o_cuatratrack_no_tiene;2012_carreta_o_carreton_tiene;2012_carreta_o_carreton_no_tiene;2012_deslizador_balsa_canoa_o_bote_tiene;2012_deslizador_balsa_canoa_o_bote_no_tiene;2024_total_hogares_;2024_vehículo_automotor_tiene;2024_vehículo_automotor_no_tiene;2024_vehículo_automotor_sin_especificar;2024_bicicleta_tiene;2024_bicicleta_no_tiene;2024_bicicleta_sin_especificar;2024_motocicleta_o_cuatratrack_tiene;2024_motocicleta_o_cuatratrack_no_tiene;2024_motocicleta_o_cuatratrack_sin_especificar;2024_carreta_o_carreton_tiene;2024_carreta_o_carreton_no_tiene;2024_carreta_o_carreton_sin_especificar;2024_deslizador_balsa_canoa_o_bote_tiene;2024_deslizador_balsa_canoa_o_bote_no_tiene;2024_deslizador_balsa_canoa_o_bote_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2376;353;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2377;354;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;2,451;18;2,433;729;1,722;4;2,447;2,348;199;2,149;741;1,607;14;2,334;330;2,018;799;1,549;3,188;455;2,588;145;1,020;2,027;141;91;2,954;143;430;2,615;143;790;2,255;143
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;23,550;1,528;22,022;10,233;13,317;255;23,295;31,288;6,155;25,133;15,729;15,559;1,443;29,845;6,943;24,345;153;31,135;42,289;12,602;27,860;1,827;18,735;21,782;1,772;4,258;36,206;1,825;6,937;33,520;1,832;319;40,139;1,831
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;4,946;441;4,505;2,257;2,689;72;4,874;8,433;2,062;6,371;4,349;4,084;510;7,923;2,777;5,656;57;8,376;12,480;4,399;7,591;490;5,544;6,450;486;1,563;10,427;490;2,431;9,559;490;157;11,832;491
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;18,604;1,087;17,517;7,976;10,628;183;18,421;22,855;4,093;18,762;11,380;11,475;933;21,922;4,166;18,689;96;22,759;29,809;8,203;20,269;1,337;13,191;15,332;1,286;2,695;25,779;1,335;4,506;23,961;1,342;162;28,307;1,340
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2381;358;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;7,144;326;6,818;3,098;4,046;70;7,074;9,420;1,331;8,089;4,773;4,647;687;8,733;1,779;7,641;52;9,368;12,627;3,128;8,865;634;5,645;6,363;619;1,377;10,617;633;2,615;9,376;636;105;11,888;634
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2382;359;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;1,795;122;1,673;738;1,057;32;1,763;3,024;556;2,468;1,471;1,553;320;2,704;861;2,163;23;3,001;3,749;1,086;2,463;200;1,625;1,927;197;465;3,084;200;1,035;2,514;200;51;3,499;199
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2383;360;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;5,349;204;5,145;2,360;2,989;38;5,311;6,396;775;5,621;3,302;3,094;367;6,029;918;5,478;29;6,367;8,878;2,042;6,402;434;4,020;4,436;422;912;7,533;433;1,580;6,862;436;54;8,389;435
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2384;361;Municipio/TIOC;La Paz;Aroma;Umala;Umala;2,950;135;2,815;1,450;1,500;47;2,903;3,249;441;2,808;1,609;1,640;344;2,905;493;2,756;15;3,234;3,921;853;2,837;231;1,666;2,046;209;585;3,105;231;728;2,960;233;19;3,669;233
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2385;362;Municipio/TIOC;La Paz;Aroma;Umala;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2386;363;Municipio/TIOC;La Paz;Aroma;Umala;Rural;2,950;135;2,815;1,450;1,500;47;2,903;3,249;441;2,808;1,609;1,640;344;2,905;493;2,756;15;3,234;3,921;853;2,837;231;1,666;2,046;209;585;3,105;231;728;2,960;233;19;3,669;233
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2387;364;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Ayo Ayo;1,973;124;1,849;943;1,030;28;1,945;2,823;679;2,144;1,641;1,182;50;2,773;657;2,166;14;2,809;4,794;1,463;3,169;162;2,106;2,526;162;363;4,269;162;590;4,042;162;30;4,605;159
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2388;365;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2389;366;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Rural;1,973;124;1,849;943;1,030;28;1,945;2,823;679;2,144;1,641;1,182;50;2,773;657;2,166;14;2,809;4,794;1,463;3,169;162;2,106;2,526;162;363;4,269;162;590;4,042;162;30;4,605;159
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2390;367;Municipio/TIOC;La Paz;Aroma;Calamarca;Calamarca;3,042;222;2,820;909;2,133;23;3,019;3,827;947;2,880;1,585;2,242;45;3,782;753;3,074;9;3,818;5,467;1,883;3,361;223;2,323;2,929;215;285;4,960;222;732;4,511;224;21;5,221;225
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2391;368;Municipio/TIOC;La Paz;Aroma;Calamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2392;369;Municipio/TIOC;La Paz;Aroma;Calamarca;Rural;3,042;222;2,820;909;2,133;23;3,019;3,827;947;2,880;1,585;2,242;45;3,782;753;3,074;9;3,818;5,467;1,883;3,361;223;2,323;2,929;215;285;4,960;222;732;4,511;224;21;5,221;225
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2393;370;Municipio/TIOC;La Paz;Aroma;Patacamaya;Patacamaya;5,732;441;5,291;2,709;3,023;47;5,685;7,497;1,686;5,811;3,999;3,498;186;7,311;2,773;4,724;29;7,468;9,347;3,274;5,761;312;4,234;4,805;308;483;8,552;312;1,723;7,312;312;104;8,928;315
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2394;371;Municipio/TIOC;La Paz;Aroma;Patacamaya;Urbana;2,604;244;2,360;1,237;1,367;31;2,573;3,794;966;2,828;2,041;1,753;143;3,651;1,635;2,159;22;3,772;5,100;1,957;2,980;163;2,368;2,570;162;260;4,677;163;1,063;3,874;163;73;4,862;165
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2395;372;Municipio/TIOC;La Paz;Aroma;Patacamaya;Rural;3,128;197;2,931;1,472;1,656;16;3,112;3,703;720;2,983;1,958;1,745;43;3,660;1,138;2,565;7;3,696;4,247;1,317;2,781;149;1,866;2,235;146;223;3,875;149;660;3,438;149;31;4,066;150
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2396;373;Municipio/TIOC;La Paz;Aroma;Colquencha;Colquencha;1,968;176;1,792;850;1,118;27;1,941;3,200;710;2,490;1,521;1,679;68;3,132;331;2,869;24;3,176;4,480;1,496;2,808;176;2,075;2,235;170;832;3,472;176;420;3,884;176;34;4,270;176
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2397;374;Municipio/TIOC;La Paz;Aroma;Colquencha;Urbana;547;75;472;282;265;9;538;892;309;583;506;386;19;873;178;714;8;884;2,627;1,027;1,530;70;1,144;1,413;70;636;1,921;70;248;2,309;70;29;2,528;70
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2398;375;Municipio/TIOC;La Paz;Aroma;Colquencha;Rural;1,421;101;1,320;568;853;18;1,403;2,308;401;1,907;1,015;1,293;49;2,259;153;2,155;16;2,292;1,853;469;1,278;106;931;822;100;196;1,551;106;172;1,575;106;5;1,742;106
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2399;376;Municipio/TIOC;La Paz;Aroma;Collana;Collana;741;104;637;274;467;13;728;1,272;361;911;601;671;63;1,209;157;1,115;10;1,262;1,653;505;1,059;89;686;878;89;333;1,231;89;129;1,435;89;6;1,558;89
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2400;377;Municipio/TIOC;La Paz;Aroma;Collana;Urbana;;;;;;;;723;231;492;331;392;28;695;103;620;4;719;1,004;329;618;57;407;540;57;202;745;57;85;862;57;4;943;57
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2401;378;Municipio/TIOC;La Paz;Aroma;Collana;Rural;741;104;637;274;467;13;728;549;130;419;270;279;35;514;54;495;6;543;649;176;441;32;279;338;32;131;486;32;44;573;32;2;615;32
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2402;379;Provincia;La Paz;Nor Yungas;;Nor Yungas;6,342;293;6,049;824;5,518;482;5,860;12,376;1,675;10,701;1,204;11,172;1,606;10,770;569;11,807;21;12,355;19,289;4,986;13,675;628;2,519;16,156;614;3,183;15,481;625;832;17,829;628;190;18,468;631
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2403;380;Provincia;La Paz;Nor Yungas;;Urbana;1,222;93;1,129;193;1,029;97;1,125;844;157;687;124;720;61;783;10;834;1;843;2,274;616;1,592;66;357;1,851;66;366;1,842;66;102;2,106;66;25;2,183;66
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2404;381;Provincia;La Paz;Nor Yungas;;Rural;5,120;200;4,920;631;4,489;385;4,735;11,532;1,518;10,014;1,080;10,452;1,545;9,987;559;10,973;20;11,512;17,015;4,370;12,083;562;2,162;14,305;548;2,817;13,639;559;730;15,723;562;165;16,285;565
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2405;382;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Coroico;3,306;188;3,118;458;2,848;108;3,198;6,996;953;6,043;663;6,333;441;6,555;280;6,716;12;6,984;10,376;2,801;7,239;336;1,221;8,831;324;1,195;8,847;334;422;9,618;336;96;9,941;339
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2406;383;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Urbana;610;75;535;108;502;26;584;844;157;687;124;720;61;783;10;834;1;843;1,091;334;727;30;164;897;30;119;942;30;40;1,021;30;13;1,048;30
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2407;384;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Rural;2,696;113;2,583;350;2,346;82;2,614;6,152;796;5,356;539;5,613;380;5,772;270;5,882;11;6,141;9,285;2,467;6,512;306;1,057;7,934;294;1,076;7,905;304;382;8,597;306;83;8,893;309
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2408;385;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Coripata;3,036;105;2,931;366;2,670;374;2,662;5,380;722;4,658;541;4,839;1,165;4,215;289;5,091;9;5,371;8,913;2,185;6,436;292;1,298;7,325;290;1,988;6,634;291;410;8,211;292;94;8,527;292
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2409;386;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Urbana;612;18;594;85;527;71;541;;;;;;;;;;;;1,183;282;865;36;193;954;36;247;900;36;62;1,085;36;12;1,135;36
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2410;387;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Rural;2,424;87;2,337;281;2,143;303;2,121;5,380;722;4,658;541;4,839;1,165;4,215;289;5,091;9;5,371;7,730;1,903;5,571;256;1,105;6,371;254;1,741;5,734;255;348;7,126;256;82;7,392;256
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2411;388;Provincia;La Paz;Abel Iturralde;;Abel Iturralde;2,442;99;2,343;790;1,652;163;2,279;4,275;318;3,957;794;3,481;1,744;2,531;242;4,033;605;3,670;6,155;1,014;4,789;352;1,167;4,638;350;3,360;2,442;353;197;5,605;353;539;5,260;356
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2412;389;Provincia;La Paz;Abel Iturralde;;Urbana;433;21;412;126;307;64;369;1,827;155;1,672;406;1,421;939;888;136;1,691;103;1,724;2,499;455;1,908;136;627;1,736;136;1,558;805;136;79;2,284;136;114;2,249;136
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2413;390;Provincia;La Paz;Abel Iturralde;;Rural;2,009;78;1,931;664;1,345;99;1,910;2,448;163;2,285;388;2,060;805;1,643;106;2,342;502;1,946;3,656;559;2,881;216;540;2,902;214;1,802;1,637;217;118;3,321;217;425;3,011;220
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2414;391;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Ixiamas;1,197;60;1,137;500;697;75;1,122;2,270;155;2,115;480;1,790;900;1,370;73;2,197;344;1,926;3,306;526;2,553;227;707;2,374;225;1,854;1,224;228;97;2,981;228;318;2,757;231
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2415;392;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Urbana;;;;;;;;985;86;899;227;758;519;466;39;946;8;977;1,343;246;1,016;81;368;894;81;882;380;81;26;1,236;81;11;1,251;81
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2416;393;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Rural;1,197;60;1,137;500;697;75;1,122;1,285;69;1,216;253;1,032;381;904;34;1,251;336;949;1,963;280;1,537;146;339;1,480;144;972;844;147;71;1,745;147;307;1,506;150
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2417;394;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;San Buenaventura;1,245;39;1,206;290;955;88;1,157;2,005;163;1,842;314;1,691;844;1,161;169;1,836;261;1,744;2,849;488;2,236;125;460;2,264;125;1,506;1,218;125;100;2,624;125;221;2,503;125
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2418;395;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;Urbana;433;21;412;126;307;64;369;842;69;773;179;663;420;422;97;745;95;747;1,156;209;892;55;259;842;55;676;425;55;53;1,048;55;103;998;55
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2419;396;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;Rural;812;18;794;164;648;24;788;1,163;94;1,069;135;1,028;424;739;72;1,091;166;997;1,693;279;1,344;70;201;1,422;70;830;793;70;47;1,576;70;118;1,505;70
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2420;397;Provincia;La Paz;Bautista Saavedra;;Bautista Saavedra;3,122;15;3,107;331;2,791;8;3,114;4,532;151;4,381;679;3,853;181;4,351;73;4,459;16;4,516;6,678;647;5,732;299;889;5,496;293;948;5,433;297;240;6,139;299;23;6,354;301
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2421;398;Provincia;La Paz;Bautista Saavedra;;Urbana;;;;;;;;634;15;619;51;583;9;625;0;634;2;632;759;29;690;40;49;672;38;31;689;39;12;708;39;3;717;39
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2422;399;Provincia;La Paz;Bautista Saavedra;;Rural;3,122;15;3,107;331;2,791;8;3,114;3,898;136;3,762;628;3,270;172;3,726;73;3,825;14;3,884;5,919;618;5,042;259;840;4,824;255;917;4,744;258;228;5,431;260;20;5,637;262
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2423;400;Municipio/TIOC;La Paz;Bautista Saavedra;Charazani;Charazani;2,507;12;2,495;243;2,264;7;2,500;3,550;122;3,428;398;3,152;144;3,406;57;3,493;12;3,538;5,022;485;4,322;215;562;4,251;209;593;4,216;213;195;4,612;215;18;4,788;216
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2424;401;Municipio/TIOC;La Paz;Bautista Saavedra;Charazani;Urbana;;;;;;;;634;15;619;51;583;9;625;0;634;2;632;759;29;690;40;49;672;38;31;689;39;12;708;39;3;717;39
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2425;402;Municipio/TIOC;La Paz;Bautista Saavedra;Charazani;Rural;2,507;12;2,495;243;2,264;7;2,500;2,916;107;2,809;347;2,569;135;2,781;57;2,859;10;2,906;4,263;456;3,632;175;513;3,579;171;562;3,527;174;183;3,904;176;15;4,071;177
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2426;403;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Curva;615;3;612;88;527;1;614;982;29;953;281;701;37;945;16;966;4;978;1,656;162;1,410;84;327;1,245;84;355;1,217;84;45;1,527;84;5;1,566;85
