cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_total_hogares_;numero_de_viviendas_refrigerador_o_congelador_tiene;numero_de_viviendas_refrigerador_o_congelador_no_tiene;numero_de_viviendas_refrigerador_o_congelador_sin_especificar;numero_de_viviendas_microondas_tiene;numero_de_viviendas_microondas_no_tiene;numero_de_viviendas_microondas_sin_especificar;numero_de_viviendas_calefon_o_termotanque_tiene;numero_de_viviendas_calefon_o_termotanque_no_tiene;numero_de_viviendas_calefon_o_termotanque_sin_especificar;numero_de_viviendas_aire_acondicionado_tiene;numero_de_viviendas_aire_acondicionado_no_tiene;numero_de_viviendas_aire_acondicionado_sin_especificar;numero_de_viviendas_lavadora_de_ropa_tiene;numero_de_viviendas_lavadora_de_ropa_no_tiene;numero_de_viviendas_lavadora_de_ropa_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;8,442;1,120;6,975;347;130;7,966;346;79;8,018;345;18;8,078;346;284;7,814;344
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2497;474;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;8,442;1,120;6,975;347;130;7,966;346;79;8,018;345;18;8,078;346;284;7,814;344
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2498;475;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;5,081;280;4,572;229;34;4,818;229;16;4,836;229;10;4,842;229;22;4,829;230
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2499;476;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2500;477;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;5,081;280;4,572;229;34;4,818;229;16;4,836;229;10;4,842;229;22;4,829;230
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2501;478;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;7,511;368;6,767;376;21;7,114;376;34;7,100;377;12;7,122;377;27;7,103;381
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2502;479;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2503;480;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;7,511;368;6,767;376;21;7,114;376;34;7,100;377;12;7,122;377;27;7,103;381
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;20,096;7,085;12,231;780;1,031;18,284;781;411;18,903;782;99;19,214;783;1,323;17,991;782
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;8,824;3,814;4,706;304;613;7,907;304;184;8,336;304;56;8,464;304;714;7,805;305
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;11,272;3,271;7,525;476;418;10,377;477;227;10,567;478;43;10,750;479;609;10,186;477
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2507;484;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;4,030;1,692;2,204;134;290;3,606;134;92;3,804;134;20;3,876;134;427;3,469;134
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2508;485;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Urbana;1,431;992;405;34;226;1,171;34;64;1,333;34;9;1,388;34;323;1,074;34
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2509;486;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Rural;2,599;700;1,799;100;64;2,435;100;28;2,471;100;11;2,488;100;104;2,395;100
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2510;487;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;3,362;414;2,784;164;37;3,161;164;27;3,170;165;2;3,194;166;50;3,148;164
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2511;488;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2512;489;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Rural;3,362;414;2,784;164;37;3,161;164;27;3,170;165;2;3,194;166;50;3,148;164
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2513;490;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Arbieto;10,848;4,824;5,627;397;699;9,752;397;282;10,169;397;75;10,376;397;831;9,619;398
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2514;491;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Urbana;7,393;2,822;4,301;270;387;6,736;270;120;7,003;270;47;7,076;270;391;6,731;271
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2515;492;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Rural;3,455;2,002;1,326;127;312;3,016;127;162;3,166;127;28;3,300;127;440;2,888;127
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2516;493;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Sacabamba;1,856;155;1,616;85;5;1,765;86;10;1,760;86;2;1,768;86;15;1,755;86
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2517;494;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2518;495;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Rural;1,856;155;1,616;85;5;1,765;86;10;1,760;86;2;1,768;86;15;1,755;86
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2519;496;Provincia;Cochabamba;Arani;;Arani;7,847;2,418;5,148;281;344;7,223;280;100;7,465;282;43;7,524;280;444;7,121;282
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2520;497;Provincia;Cochabamba;Arani;;Urbana;1,373;905;432;36;200;1,137;36;36;1,301;36;13;1,324;36;245;1,092;36
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2521;498;Provincia;Cochabamba;Arani;;Rural;6,474;1,513;4,716;245;144;6,086;244;64;6,164;246;30;6,200;244;199;6,029;246
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2522;499;Municipio/TIOC;Cochabamba;Arani;Arani;Arani;4,241;2,055;2,061;125;298;3,818;125;55;4,060;126;23;4,093;125;374;3,742;125
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2523;500;Municipio/TIOC;Cochabamba;Arani;Arani;Urbana;1,373;905;432;36;200;1,137;36;36;1,301;36;13;1,324;36;245;1,092;36
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2524;501;Municipio/TIOC;Cochabamba;Arani;Arani;Rural;2,868;1,150;1,629;89;98;2,681;89;19;2,759;90;10;2,769;89;129;2,650;89
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2525;502;Municipio/TIOC;Cochabamba;Arani;Vacas;Vacas;3,606;363;3,087;156;46;3,405;155;45;3,405;156;20;3,431;155;70;3,379;157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2526;503;Municipio/TIOC;Cochabamba;Arani;Vacas;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2527;504;Municipio/TIOC;Cochabamba;Arani;Vacas;Rural;3,606;363;3,087;156;46;3,405;155;45;3,405;156;20;3,431;155;70;3,379;157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2528;505;Provincia;Cochabamba;Arque;;Arque;8,126;333;7,308;485;30;7,612;484;36;7,603;487;6;7,631;489;54;7,582;490
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2529;506;Provincia;Cochabamba;Arque;;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2530;507;Provincia;Cochabamba;Arque;;Rural;8,126;333;7,308;485;30;7,612;484;36;7,603;487;6;7,631;489;54;7,582;490
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2531;508;Municipio/TIOC;Cochabamba;Arque;Arque;Arque;3,900;265;3,381;254;24;3,622;254;19;3,626;255;3;3,641;256;43;3,600;257
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2532;509;Municipio/TIOC;Cochabamba;Arque;Arque;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2533;510;Municipio/TIOC;Cochabamba;Arque;Arque;Rural;3,900;265;3,381;254;24;3,622;254;19;3,626;255;3;3,641;256;43;3,600;257
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2534;511;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Tacopaya;4,226;68;3,927;231;6;3,990;230;17;3,977;232;3;3,990;233;11;3,982;233
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2535;512;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2536;513;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Rural;4,226;68;3,927;231;6;3,990;230;17;3,977;232;3;3,990;233;11;3,982;233
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2537;514;Provincia;Cochabamba;Capinota;;Capinota;11,318;5,513;5,430;375;960;9,986;372;347;10,600;371;93;10,853;372;1,392;9,554;372
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2538;515;Provincia;Cochabamba;Capinota;;Urbana;2,765;2,118;570;77;513;2,175;77;147;2,542;76;48;2,640;77;760;1,928;77
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2539;516;Provincia;Cochabamba;Capinota;;Rural;8,553;3,395;4,860;298;447;7,811;295;200;8,058;295;45;8,213;295;632;7,626;295
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2540;517;Municipio/TIOC;Cochabamba;Capinota;Capinota;Capinota;6,991;3,529;3,252;210;698;6,085;208;224;6,560;207;67;6,716;208;1,015;5,768;208
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2541;518;Municipio/TIOC;Cochabamba;Capinota;Capinota;Urbana;2,765;2,118;570;77;513;2,175;77;147;2,542;76;48;2,640;77;760;1,928;77
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2542;519;Municipio/TIOC;Cochabamba;Capinota;Capinota;Rural;4,226;1,411;2,682;133;185;3,910;131;77;4,018;131;19;4,076;131;255;3,840;131
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2543;520;Municipio/TIOC;Cochabamba;Capinota;Santiváñez;Santiváñez;3,008;1,554;1,326;128;232;2,649;127;105;2,776;127;21;2,860;127;350;2,530;128
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2544;521;Municipio/TIOC;Cochabamba;Capinota;Santiváñez;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2545;522;Municipio/TIOC;Cochabamba;Capinota;Santiváñez;Rural;3,008;1,554;1,326;128;232;2,649;127;105;2,776;127;21;2,860;127;350;2,530;128
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2546;523;Municipio/TIOC;Cochabamba;Capinota;Sicaya;Sicaya;1,319;430;852;37;30;1,252;37;18;1,264;37;5;1,277;37;27;1,256;36
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2547;524;Municipio/TIOC;Cochabamba;Capinota;Sicaya;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2548;525;Municipio/TIOC;Cochabamba;Capinota;Sicaya;Rural;1,319;430;852;37;30;1,252;37;18;1,264;37;5;1,277;37;27;1,256;36
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2549;526;Provincia;Cochabamba;Germán Jordán;;Germán Jordán;11,426;6,980;4,074;372;1,390;9,666;370;524;10,532;370;132;10,925;369;1,904;9,153;369
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2550;527;Provincia;Cochabamba;Germán Jordán;;Urbana;3,701;2,792;793;116;755;2,830;116;272;3,313;116;59;3,526;116;999;2,586;116
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2551;528;Provincia;Cochabamba;Germán Jordán;;Rural;7,725;4,188;3,281;256;635;6,836;254;252;7,219;254;73;7,399;253;905;6,567;253
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2552;529;Municipio/TIOC;Cochabamba;Germán Jordán;Cliza;Cliza;6,338;4,390;1,735;213;895;5,231;212;342;5,784;212;94;6,032;212;1,336;4,790;212
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2553;530;Municipio/TIOC;Cochabamba;Germán Jordán;Cliza;Urbana;3,096;2,342;647;107;635;2,354;107;231;2,758;107;53;2,936;107;862;2,127;107
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2554;531;Municipio/TIOC;Cochabamba;Germán Jordán;Cliza;Rural;3,242;2,048;1,088;106;260;2,877;105;111;3,026;105;41;3,096;105;474;2,663;105
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2555;532;Municipio/TIOC;Cochabamba;Germán Jordán;Toco;Toco;2,572;1,105;1,369;98;136;2,339;97;41;2,433;98;18;2,457;97;151;2,324;97
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2556;533;Municipio/TIOC;Cochabamba;Germán Jordán;Toco;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2557;534;Municipio/TIOC;Cochabamba;Germán Jordán;Toco;Rural;2,572;1,105;1,369;98;136;2,339;97;41;2,433;98;18;2,457;97;151;2,324;97
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2558;535;Municipio/TIOC;Cochabamba;Germán Jordán;Tolata;Tolata;2,516;1,485;970;61;359;2,096;61;141;2,315;60;20;2,436;60;417;2,039;60
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2559;536;Municipio/TIOC;Cochabamba;Germán Jordán;Tolata;Urbana;605;450;146;9;120;476;9;41;555;9;6;590;9;137;459;9
