cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2269;246;Municipio/TIOC;La Paz;Larecaja;Mapiri;Rural;11,501;11,279;194;28;11,501;11,197;216;59;29;98.3;1.7;98.1;1.9;6,518;6,381;121;16;6,518;6,334;122;44;18;98.1;1.9;98.1;1.9;4,983;4,898;73;12;4,983;4,863;94;15;11;98.5;1.5;98.1;1.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2270;247;Municipio/TIOC;La Paz;Larecaja;Teoponte;Teoponte;13,379;13,058;254;67;13,379;12,975;195;122;87;98.1;1.9;98.5;1.5;7,310;7,092;183;35;7,310;7,046;103;106;55;97.5;2.5;98.6;1.4;6,069;5,966;71;32;6,069;5,929;92;16;32;98.8;1.2;98.5;1.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2271;248;Municipio/TIOC;La Paz;Larecaja;Teoponte;Urbana;2,963;2,902;46;15;2,963;2,878;39;29;17;98.4;1.6;98.7;1.3;1,476;1,438;33;5;1,476;1,424;20;24;8;97.8;2.2;98.6;1.4;1,487;1,464;13;10;1,487;1,454;19;5;9;99.1;0.9;98.7;1.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2272;249;Municipio/TIOC;La Paz;Larecaja;Teoponte;Rural;10,416;10,156;208;52;10,416;10,097;156;93;70;98.0;2.0;98.5;1.5;5,834;5,654;150;30;5,834;5,622;83;82;47;97.4;2.6;98.6;1.4;4,582;4,502;58;22;4,582;4,475;73;11;23;98.7;1.3;98.4;1.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2273;250;Provincia;La Paz;Franz Tamayo;;Franz Tamayo;28,216;27,664;331;221;28,216;27,444;459;63;250;98.8;1.2;98.4;1.6;15,506;15,197;187;122;15,506;15,082;244;43;137;98.8;1.2;98.4;1.6;12,710;12,467;144;99;12,710;12,362;215;20;113;98.9;1.1;98.3;1.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2274;251;Provincia;La Paz;Franz Tamayo;;Urbana;5,657;5,583;36;38;5,657;5,543;61;8;45;99.4;0.6;98.9;1.1;2,898;2,865;17;16;2,898;2,844;28;7;19;99.4;0.6;99.0;1.0;2,759;2,718;19;22;2,759;2,699;33;1;26;99.3;0.7;98.8;1.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2275;252;Provincia;La Paz;Franz Tamayo;;Rural;22,559;22,081;295;183;22,559;21,901;398;55;205;98.7;1.3;98.2;1.8;12,608;12,332;170;106;12,608;12,238;216;36;118;98.6;1.4;98.3;1.7;9,951;9,749;125;77;9,951;9,663;182;19;87;98.7;1.3;98.2;1.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2276;253;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Apolo;19,156;18,810;203;143;19,156;18,643;325;27;161;98.9;1.1;98.3;1.7;10,226;10,049;105;72;10,226;9,961;163;20;82;99.0;1.0;98.4;1.6;8,930;8,761;98;71;8,930;8,682;162;7;79;98.9;1.1;98.2;1.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2277;254;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Urbana;5,657;5,583;36;38;5,657;5,543;61;8;45;99.4;0.6;98.9;1.1;2,898;2,865;17;16;2,898;2,844;28;7;19;99.4;0.6;99.0;1.0;2,759;2,718;19;22;2,759;2,699;33;1;26;99.3;0.7;98.8;1.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2278;255;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Rural;13,499;13,227;167;105;13,499;13,100;264;19;116;98.8;1.2;98.0;2.0;7,328;7,184;88;56;7,328;7,117;135;13;63;98.8;1.2;98.1;1.9;6,171;6,043;79;49;6,171;5,983;129;6;53;98.7;1.3;97.9;2.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2279;256;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;9,060;8,854;128;78;9,060;8,801;134;36;89;98.6;1.4;98.5;1.5;5,280;5,148;82;50;5,280;5,121;81;23;55;98.4;1.6;98.4;1.6;3,780;3,706;46;28;3,780;3,680;53;13;34;98.8;1.2;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2280;257;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2281;258;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Rural;9,060;8,854;128;78;9,060;8,801;134;36;89;98.6;1.4;98.5;1.5;5,280;5,148;82;50;5,280;5,121;81;23;55;98.4;1.6;98.4;1.6;3,780;3,706;46;28;3,780;3,680;53;13;34;98.8;1.2;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2282;259;Provincia;La Paz;Ingavi;;Ingavi;176,183;174,989;611;583;176,183;174,515;770;232;666;99.7;0.3;99.6;0.4;87,245;86,628;335;282;87,245;86,390;395;134;326;99.6;0.4;99.5;0.5;88,938;88,361;276;301;88,938;88,125;375;98;340;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2283;260;Provincia;La Paz;Ingavi;;Urbana;96,105;95,487;382;236;96,105;95,230;432;154;289;99.6;0.4;99.5;0.5;47,656;47,346;203;107;47,656;47,224;214;84;134;99.6;0.4;99.5;0.5;48,449;48,141;179;129;48,449;48,006;218;70;155;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2284;261;Provincia;La Paz;Ingavi;;Rural;80,078;79,502;229;347;80,078;79,285;338;78;377;99.7;0.3;99.6;0.4;39,589;39,282;132;175;39,589;39,166;181;50;192;99.7;0.3;99.5;0.5;40,489;40,220;97;172;40,489;40,119;157;28;185;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2285;262;Municipio/TIOC;La Paz;Ingavi;Viacha;Viacha;113,554;112,924;317;313;113,554;112,624;409;143;378;99.7;0.3;99.6;0.4;56,294;55,963;181;150;56,294;55,819;208;84;183;99.7;0.3;99.6;0.4;57,260;56,961;136;163;57,260;56,805;201;59;195;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2286;263;Municipio/TIOC;La Paz;Ingavi;Viacha;Urbana;91,199;90,717;264;218;91,199;90,485;337;112;265;99.7;0.3;99.6;0.4;45,209;44,967;142;100;45,209;44,854;168;63;124;99.7;0.3;99.6;0.4;45,990;45,750;122;118;45,990;45,631;169;49;141;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2287;264;Municipio/TIOC;La Paz;Ingavi;Viacha;Rural;22,355;22,207;53;95;22,355;22,139;72;31;113;99.8;0.2;99.7;0.3;11,085;10,996;39;50;11,085;10,965;40;21;59;99.6;0.4;99.6;0.4;11,270;11,211;14;45;11,270;11,174;32;10;54;99.9;0.1;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2288;265;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Puerto Mayor de Guaqui;8,592;8,531;35;26;8,592;8,507;45;13;27;99.6;0.4;99.5;0.5;4,311;4,279;22;10;4,311;4,264;29;7;11;99.5;0.5;99.3;0.7;4,281;4,252;13;16;4,281;4,243;16;6;16;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2289;266;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2290;267;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Rural;8,592;8,531;35;26;8,592;8,507;45;13;27;99.6;0.4;99.5;0.5;4,311;4,279;22;10;4,311;4,264;29;7;11;99.5;0.5;99.3;0.7;4,281;4,252;13;16;4,281;4,243;16;6;16;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2291;268;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Tiahuanacu;13,648;13,539;30;79;13,648;13,500;61;5;82;99.8;0.2;99.6;0.4;6,520;6,468;14;38;6,520;6,450;27;3;40;99.8;0.2;99.6;0.4;7,128;7,071;16;41;7,128;7,050;34;2;42;99.8;0.2;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2292;269;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2293;270;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Rural;13,648;13,539;30;79;13,648;13,500;61;5;82;99.8;0.2;99.6;0.4;6,520;6,468;14;38;6,520;6,450;27;3;40;99.8;0.2;99.6;0.4;7,128;7,071;16;41;7,128;7,050;34;2;42;99.8;0.2;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2294;271;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Desaguadero;7,897;7,747;124;26;7,897;7,712;108;44;33;98.4;1.6;98.6;1.4;3,912;3,840;62;10;3,912;3,823;54;21;14;98.4;1.6;98.6;1.4;3,985;3,907;62;16;3,985;3,889;54;23;19;98.4;1.6;98.6;1.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2295;272;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Urbana;4,906;4,770;118;18;4,906;4,745;95;42;24;97.6;2.4;98.1;1.9;2,447;2,379;61;7;2,447;2,370;46;21;10;97.5;2.5;98.1;1.9;2,459;2,391;57;11;2,459;2,375;49;21;14;97.7;2.3;98.0;2.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2296;273;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Rural;2,991;2,977;6;8;2,991;2,967;13;2;9;99.8;0.2;99.6;0.4;1,465;1,461;1;3;1,465;1,453;8;0;4;99.9;0.1;99.5;0.5;1,526;1,516;5;5;1,526;1,514;5;2;5;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2297;274;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;La (Marka) San Andrés de Machaca;7,936;7,802;69;65;7,936;7,788;74;12;62;99.1;0.9;99.1;0.9;4,046;3,975;32;39;4,046;3,967;36;8;35;99.2;0.8;99.1;0.9;3,890;3,827;37;26;3,890;3,821;38;4;27;99.0;1.0;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2298;275;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2299;276;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Rural;7,936;7,802;69;65;7,936;7,788;74;12;62;99.1;0.9;99.1;0.9;4,046;3,975;32;39;4,046;3,967;36;8;35;99.2;0.8;99.1;0.9;3,890;3,827;37;26;3,890;3,821;38;4;27;99.0;1.0;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2300;277;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Jesús de Machaka;17,016;16,927;28;61;17,016;16,878;58;12;68;99.8;0.2;99.7;0.3;8,536;8,489;19;28;8,536;8,459;33;10;34;99.8;0.2;99.6;0.4;8,480;8,438;9;33;8,480;8,419;25;2;34;99.9;0.1;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2301;278;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2302;279;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Rural;17,016;16,927;28;61;17,016;16,878;58;12;68;99.8;0.2;99.7;0.3;8,536;8,489;19;28;8,536;8,459;33;10;34;99.8;0.2;99.6;0.4;8,480;8,438;9;33;8,480;8,419;25;2;34;99.9;0.1;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2303;280;Municipio/TIOC;La Paz;Ingavi;Taraco;Taraco;7,540;7,519;8;13;7,540;7,506;15;3;16;99.9;0.1;99.8;0.2;3,626;3,614;5;7;3,626;3,608;8;1;9;99.9;0.1;99.8;0.2;3,914;3,905;3;6;3,914;3,898;7;2;7;99.9;0.1;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2304;281;Municipio/TIOC;La Paz;Ingavi;Taraco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2305;282;Municipio/TIOC;La Paz;Ingavi;Taraco;Rural;7,540;7,519;8;13;7,540;7,506;15;3;16;99.9;0.1;99.8;0.2;3,626;3,614;5;7;3,626;3,608;8;1;9;99.9;0.1;99.8;0.2;3,914;3,905;3;6;3,914;3,898;7;2;7;99.9;0.1;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2306;283;Provincia;La Paz;Loayza;;Loayza;58,391;57,858;294;239;58,391;57,578;469;76;268;99.5;0.5;99.2;0.8;30,335;30,057;154;124;30,335;29,920;244;32;139;99.5;0.5;99.2;0.8;28,056;27,801;140;115;28,056;27,658;225;44;129;99.5;0.5;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2307;284;Provincia;La Paz;Loayza;;Urbana;2,219;2,199;13;7;2,219;2,187;21;4;7;99.4;0.6;99.1;0.9;1,324;1,314;5;5;1,324;1,307;10;2;5;99.6;0.4;99.2;0.8;895;885;8;2;895;880;11;2;2;99.1;0.9;98.8;1.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2308;285;Provincia;La Paz;Loayza;;Rural;56,172;55,659;281;232;56,172;55,391;448;72;261;99.5;0.5;99.2;0.8;29,011;28,743;149;119;29,011;28,613;234;30;134;99.5;0.5;99.2;0.8;27,161;26,916;132;113;27,161;26,778;214;42;127;99.5;0.5;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2309;286;Municipio/TIOC;La Paz;Loayza;Luribay;Luribay;10,703;10,625;29;49;10,703;10,562;72;10;59;99.7;0.3;99.3;0.7;5,464;5,412;23;29;5,464;5,384;41;5;34;99.6;0.4;99.2;0.8;5,239;5,213;6;20;5,239;5,178;31;5;25;99.9;0.1;99.4;0.6
