cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_cedula_boliviana_de_extranjero;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_cedula_boliviana_de_extranjero;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_cedula_boliviana_de_extranjero;2024_mujeres_sin_especificar
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2351;328;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Irupana;17,276;14,259;3,017;9,330;7,810;1,520;7,946;6,449;1,497;23,279;23,035;126;43;75;12,803;12,680;61;20;42;10,476;10,355;65;23;33
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2352;329;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Urbana;;;;;;;;;;2,748;2,699;25;8;16;1,268;1,244;11;6;7;1,480;1,455;14;2;9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2353;330;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Rural;17,276;14,259;3,017;9,330;7,810;1,520;7,946;6,449;1,497;20,531;20,336;101;35;59;11,535;11,436;50;14;35;8,996;8,900;51;21;24
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2354;331;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Yanacachi;6,420;5,424;996;3,435;2,944;491;2,985;2,480;505;7,615;7,551;33;11;20;3,934;3,894;21;7;12;3,681;3,657;12;4;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2355;332;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2356;333;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Rural;6,420;5,424;996;3,435;2,944;491;2,985;2,480;505;7,615;7,551;33;11;20;3,934;3,894;21;7;12;3,681;3,657;12;4;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2357;334;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Palos Blancos;24,731;20,723;4,008;13,450;11,362;2,088;11,281;9,361;1,920;27,137;26,689;272;26;150;14,341;14,096;143;12;90;12,796;12,593;129;14;60
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2358;335;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Urbana;5,478;4,503;975;2,660;2,180;480;2,818;2,323;495;7,636;7,547;52;9;28;3,753;3,700;30;5;18;3,883;3,847;22;4;10
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2359;336;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Rural;19,253;16,220;3,033;10,790;9,182;1,608;8,463;7,038;1,425;19,501;19,142;220;17;122;10,588;10,396;113;7;72;8,913;8,746;107;10;50
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2360;337;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;La Asunta;40,178;30,911;9,267;21,308;16,585;4,723;18,870;14,326;4,544;45,587;44,862;435;36;254;23,906;23,506;241;21;138;21,681;21,356;194;15;116
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2361;338;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Urbana;2,364;1,966;398;1,196;983;213;1,168;983;185;2,890;2,849;24;1;16;1,413;1,391;12;1;9;1,477;1,458;12;0;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2362;339;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Rural;37,814;28,945;8,869;20,112;15,602;4,510;17,702;13,343;4,359;42,697;42,013;411;35;238;22,493;22,115;229;20;129;20,204;19,898;182;15;109
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2363;340;Provincia;La Paz;Los Andes;;Los Andes;78,579;67,567;11,012;38,410;32,899;5,511;40,169;34,668;5,501;117,009;115,616;721;124;548;56,998;56,292;351;62;293;60,011;59,324;370;62;255
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2364;341;Provincia;La Paz;Los Andes;;Urbana;2,257;2,000;257;1,082;941;141;1,175;1,059;116;29,744;29,370;195;52;127;14,562;14,374;94;29;65;15,182;14,996;101;23;62
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2365;342;Provincia;La Paz;Los Andes;;Rural;76,322;65,567;10,755;37,328;31,958;5,370;38,994;33,609;5,385;87,265;86,246;526;72;421;42,436;41,918;257;33;228;44,829;44,328;269;39;193
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2366;343;Municipio/TIOC;La Paz;Los Andes;Pucarani;Pucarani;30,124;25,511;4,613;14,597;12,276;2,321;15,527;13,235;2,292;49,850;49,289;285;46;230;24,339;24,057;133;26;123;25,511;25,232;152;20;107
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2367;344;Municipio/TIOC;La Paz;Los Andes;Pucarani;Urbana;;;;;;;;;;15,895;15,687;108;28;72;7,823;7,724;47;16;36;8,072;7,963;61;12;36
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2368;345;Municipio/TIOC;La Paz;Los Andes;Pucarani;Rural;30,124;25,511;4,613;14,597;12,276;2,321;15,527;13,235;2,292;33,955;33,602;177;18;158;16,516;16,333;86;10;87;17,439;17,269;91;8;71
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2369;346;Municipio/TIOC;La Paz;Los Andes;Laja;Laja;24,531;20,693;3,838;12,130;10,193;1,937;12,401;10,500;1,901;38,652;38,214;251;33;154;18,939;18,713;126;17;83;19,713;19,501;125;16;71
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2370;347;Municipio/TIOC;La Paz;Los Andes;Laja;Urbana;;;;;;;;;;10,955;10,825;71;14;45;5,372;5,303;38;8;23;5,583;5,522;33;6;22
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2371;348;Municipio/TIOC;La Paz;Los Andes;Laja;Rural;24,531;20,693;3,838;12,130;10,193;1,937;12,401;10,500;1,901;27,697;27,389;180;19;109;13,567;13,410;88;9;60;14,130;13,979;92;10;49
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2372;349;Municipio/TIOC;La Paz;Los Andes;Batallas;Batallas;17,426;15,472;1,954;8,451;7,492;959;8,975;7,980;995;20,607;20,311;128;39;129;9,862;9,713;62;18;69;10,745;10,598;66;21;60
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2373;350;Municipio/TIOC;La Paz;Los Andes;Batallas;Urbana;2,257;2,000;257;1,082;941;141;1,175;1,059;116;2,894;2,858;16;10;10;1,367;1,347;9;5;6;1,527;1,511;7;5;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2374;351;Municipio/TIOC;La Paz;Los Andes;Batallas;Rural;15,169;13,472;1,697;7,369;6,551;818;7,800;6,921;879;17,713;17,453;112;29;119;8,495;8,366;53;13;63;9,218;9,087;59;16;56
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2375;352;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;6,498;5,891;607;3,232;2,938;294;3,266;2,953;313;7,900;7,802;57;6;35;3,858;3,809;30;1;18;4,042;3,993;27;5;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2376;353;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2377;354;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;6,498;5,891;607;3,232;2,938;294;3,266;2,953;313;7,900;7,802;57;6;35;3,858;3,809;30;1;18;4,042;3,993;27;5;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;98,205;83,403;14,802;49,845;42,491;7,354;48,360;40,912;7,448;112,736;111,134;688;168;746;57,178;56,348;358;97;375;55,558;54,786;330;71;371
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;28,274;23,927;4,347;13,910;11,733;2,177;14,364;12,194;2,170;34,269;33,713;294;66;196;16,833;16,544;160;37;92;17,436;17,169;134;29;104
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;69,931;59,476;10,455;35,935;30,758;5,177;33,996;28,718;5,278;78,467;77,421;394;102;550;40,345;39,804;198;60;283;38,122;37,617;196;42;267
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2381;358;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;31,312;26,830;4,482;16,082;13,801;2,281;15,230;13,029;2,201;33,885;33,392;225;39;229;17,417;17,150;117;24;126;16,468;16,242;108;15;103
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2382;359;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;11,098;9,602;1,496;5,522;4,766;756;5,576;4,836;740;9,664;9,480;109;14;61;4,661;4,561;60;8;32;5,003;4,919;49;6;29
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2383;360;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;20,214;17,228;2,986;10,560;9,035;1,525;9,654;8,193;1,461;24,221;23,912;116;25;168;12,756;12,589;57;16;94;11,465;11,323;59;9;74
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2384;361;Municipio/TIOC;La Paz;Aroma;Umala;Umala;8,903;7,526;1,377;4,583;3,909;674;4,320;3,617;703;9,102;8,978;41;16;67;4,634;4,571;22;10;31;4,468;4,407;19;6;36
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2385;362;Municipio/TIOC;La Paz;Aroma;Umala;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2386;363;Municipio/TIOC;La Paz;Aroma;Umala;Rural;8,903;7,526;1,377;4,583;3,909;674;4,320;3,617;703;9,102;8,978;41;16;67;4,634;4,571;22;10;31;4,468;4,407;19;6;36
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2387;364;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Ayo Ayo;7,798;6,635;1,163;3,977;3,401;576;3,821;3,234;587;11,258;11,152;52;11;43;5,778;5,722;27;7;22;5,480;5,430;25;4;21
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2388;365;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2389;366;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Rural;7,798;6,635;1,163;3,977;3,401;576;3,821;3,234;587;11,258;11,152;52;11;43;5,778;5,722;27;7;22;5,480;5,430;25;4;21
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2390;367;Municipio/TIOC;La Paz;Aroma;Calamarca;Calamarca;12,413;10,595;1,818;6,307;5,457;850;6,106;5,138;968;15,327;15,118;72;27;110;7,744;7,641;38;11;54;7,583;7,477;34;16;56
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2391;368;Municipio/TIOC;La Paz;Aroma;Calamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2392;369;Municipio/TIOC;La Paz;Aroma;Calamarca;Rural;12,413;10,595;1,818;6,307;5,457;850;6,106;5,138;968;15,327;15,118;72;27;110;7,744;7,641;38;11;54;7,583;7,477;34;16;56
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2393;370;Municipio/TIOC;La Paz;Aroma;Patacamaya;Patacamaya;22,858;19,090;3,768;11,375;9,486;1,889;11,483;9,604;1,879;25,148;24,853;133;46;116;12,564;12,401;70;32;61;12,584;12,452;63;14;55
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2394;371;Municipio/TIOC;La Paz;Aroma;Patacamaya;Urbana;11,249;9,335;1,914;5,454;4,492;962;5,795;4,843;952;13,440;13,270;85;33;52;6,641;6,546;48;19;28;6,799;6,724;37;14;24
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2395;372;Municipio/TIOC;La Paz;Aroma;Patacamaya;Rural;11,609;9,755;1,854;5,921;4,994;927;5,688;4,761;927;11,708;11,583;48;13;64;5,923;5,855;22;13;33;5,785;5,728;26;0;31
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2396;373;Municipio/TIOC;La Paz;Aroma;Colquencha;Colquencha;9,879;8,336;1,543;5,060;4,292;768;4,819;4,044;775;12,490;12,231;122;25;112;6,312;6,189;62;11;50;6,178;6,042;60;14;62
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2397;374;Municipio/TIOC;La Paz;Aroma;Colquencha;Urbana;3,085;2,529;556;1,559;1,295;264;1,526;1,234;292;7,464;7,333;83;17;31;3,732;3,669;44;9;10;3,732;3,664;39;8;21
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2398;375;Municipio/TIOC;La Paz;Aroma;Colquencha;Rural;6,794;5,807;987;3,501;2,997;504;3,293;2,810;483;5,026;4,898;39;8;81;2,580;2,520;18;2;40;2,446;2,378;21;6;41
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2399;376;Municipio/TIOC;La Paz;Aroma;Collana;Collana;5,042;4,391;651;2,461;2,145;316;2,581;2,246;335;5,526;5,410;43;4;69;2,729;2,674;22;2;31;2,797;2,736;21;2;38
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2400;377;Municipio/TIOC;La Paz;Aroma;Collana;Urbana;2,842;2,461;381;1,375;1,180;195;1,467;1,281;186;3,701;3,630;17;2;52;1,799;1,768;8;1;22;1,902;1,862;9;1;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2401;378;Municipio/TIOC;La Paz;Aroma;Collana;Rural;2,200;1,930;270;1,086;965;121;1,114;965;149;1,825;1,780;26;2;17;930;906;14;1;9;895;874;12;1;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2402;379;Provincia;La Paz;Nor Yungas;;Nor Yungas;36,327;31,037;5,290;18,601;15,918;2,683;17,726;15,119;2,607;51,241;50,573;297;100;271;26,343;25,981;163;53;146;24,898;24,592;134;47;125
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2403;380;Provincia;La Paz;Nor Yungas;;Urbana;2,353;2,111;242;1,140;1,013;127;1,213;1,098;115;5,824;5,726;32;22;44;2,870;2,822;15;13;20;2,954;2,904;17;9;24
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2404;381;Provincia;La Paz;Nor Yungas;;Rural;33,974;28,926;5,048;17,461;14,905;2,556;16,513;14,021;2,492;45,417;44,847;265;78;227;23,473;23,159;148;40;126;21,944;21,688;117;38;101
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2405;382;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Coroico;19,397;16,834;2,563;10,141;8,847;1,294;9,256;7,987;1,269;27,711;27,344;148;73;146;14,271;14,082;75;37;77;13,440;13,262;73;36;69
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2406;383;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Urbana;2,353;2,111;242;1,140;1,013;127;1,213;1,098;115;2,747;2,693;16;16;22;1,334;1,307;7;8;12;1,413;1,386;9;8;10
