cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_total_tiene;2001_total_no_tiene;2001_total_sin_especificar;2001_hombres_total;2001_hombres_tiene;2001_hombres_no_tiene;2001_hombres_sin_especificar;2001_mujeres_total;2001_mujeres_tiene;2001_mujeres_no_tiene;2001_mujeres_sin_especificar;2012_total;2012_total_tiene;2012_total_no_tiene;2012_total_sin_especificar;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_hombres_sin_especificar;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2012_mujeres_sin_especificar;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_sin_especificar
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2488;465;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Rural;4,659;4,102;486;71;2,500;2,210;255;35;2,159;1,892;231;36;3,719;3,651;62;6;2,024;1,984;37;3;1,695;1,667;25;3;3,646;3,612;21;13;2,005;1,986;13;6;1,641;1,626;8;7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2489;466;Municipio/TIOC;Cochabamba;Campero;Omereque;Omereque;6,071;5,590;368;113;3,195;2,951;184;60;2,876;2,639;184;53;5,643;5,425;204;14;2,897;2,784;110;3;2,746;2,641;94;11;6,700;6,643;38;19;3,422;3,391;23;8;3,278;3,252;15;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2490;467;Municipio/TIOC;Cochabamba;Campero;Omereque;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2491;468;Municipio/TIOC;Cochabamba;Campero;Omereque;Rural;6,071;5,590;368;113;3,195;2,951;184;60;2,876;2,639;184;53;5,643;5,425;204;14;2,897;2,784;110;3;2,746;2,641;94;11;6,700;6,643;38;19;3,422;3,391;23;8;3,278;3,252;15;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;60,959;52,425;6,404;2,130;30,636;26,772;2,813;1,051;30,323;25,653;3,591;1,079;54,531;52,085;2,224;222;28,281;27,107;1,078;96;26,250;24,978;1,146;126;56,143;55,664;173;306;29,774;29,533;81;160;26,369;26,131;92;146
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2493;470;Provincia;Cochabamba;Ayopaya;;Urbana;2,014;1,880;88;46;1,034;973;34;27;980;907;54;19;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2494;471;Provincia;Cochabamba;Ayopaya;;Rural;58,945;50,545;6,316;2,084;29,602;25,799;2,779;1,024;29,343;24,746;3,537;1,060;54,531;52,085;2,224;222;28,281;27,107;1,078;96;26,250;24,978;1,146;126;56,143;55,664;173;306;29,774;29,533;81;160;26,369;26,131;92;146
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;26,825;23,202;2,930;693;13,504;11,937;1,228;339;13,321;11,265;1,702;354;23,658;22,797;784;77;12,180;11,779;366;35;11,478;11,018;418;42;21,815;21,669;82;64;11,551;11,479;41;31;10,264;10,190;41;33
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;2,014;1,880;88;46;1,034;973;34;27;980;907;54;19;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2497;474;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;24,811;21,322;2,842;647;12,470;10,964;1,194;312;12,341;10,358;1,648;335;23,658;22,797;784;77;12,180;11,779;366;35;11,478;11,018;418;42;21,815;21,669;82;64;11,551;11,479;41;31;10,264;10,190;41;33
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2498;475;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;17,073;14,383;1,999;691;8,538;7,257;933;348;8,535;7,126;1,066;343;12,797;12,167;563;67;6,505;6,212;262;31;6,292;5,955;301;36;14,720;14,621;29;70;7,552;7,500;16;36;7,168;7,121;13;34
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2499;476;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2500;477;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;17,073;14,383;1,999;691;8,538;7,257;933;348;8,535;7,126;1,066;343;12,797;12,167;563;67;6,505;6,212;262;31;6,292;5,955;301;36;14,720;14,621;29;70;7,552;7,500;16;36;7,168;7,121;13;34
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2501;478;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;17,061;14,840;1,475;746;8,594;7,578;652;364;8,467;7,262;823;382;18,076;17,121;877;78;9,596;9,116;450;30;8,480;8,005;427;48;19,608;19,374;62;172;10,671;10,554;24;93;8,937;8,820;38;79
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2502;479;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2503;480;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;17,061;14,840;1,475;746;8,594;7,578;652;364;8,467;7,262;823;382;18,076;17,121;877;78;9,596;9,116;450;30;8,480;8,005;427;48;19,608;19,374;62;172;10,671;10,554;24;93;8,937;8,820;38;79
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;31,997;29,679;1,456;862;15,571;14,504;665;402;16,426;15,175;791;460;37,245;36,501;618;126;18,226;17,843;312;71;19,019;18,658;306;55;52,970;52,479;279;212;25,923;25,666;142;115;27,047;26,813;137;97
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;3,323;3,138;84;101;1,621;1,529;47;45;1,702;1,609;37;56;7,530;7,439;77;14;3,731;3,684;38;9;3,799;3,755;39;5;24,776;24,585;109;82;12,091;11,980;65;46;12,685;12,605;44;36
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;28,674;26,541;1,372;761;13,950;12,975;618;357;14,724;13,566;754;404;29,715;29,062;541;112;14,495;14,159;274;62;15,220;14,903;267;50;28,194;27,894;170;130;13,832;13,686;77;69;14,362;14,208;93;61
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2507;484;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;8,715;8,047;413;255;4,265;3,948;191;126;4,450;4,099;222;129;8,242;8,121;93;28;4,140;4,075;48;17;4,102;4,046;45;11;11,273;11,171;69;33;5,617;5,568;31;18;5,656;5,603;38;15
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2508;485;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Urbana;3,323;3,138;84;101;1,621;1,529;47;45;1,702;1,609;37;56;3,952;3,924;23;5;2,003;1,991;9;3;1,949;1,933;14;2;4,519;4,485;28;6;2,295;2,276;16;3;2,224;2,209;12;3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2509;486;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Rural;5,392;4,909;329;154;2,644;2,419;144;81;2,748;2,490;185;73;4,290;4,197;70;23;2,137;2,084;39;14;2,153;2,113;31;9;6,754;6,686;41;27;3,322;3,292;15;15;3,432;3,394;26;12
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2510;487;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;9,126;8,420;443;263;4,491;4,162;210;119;4,635;4,258;233;144;7,192;6,992;166;34;3,527;3,428;84;15;3,665;3,564;82;19;7,335;7,264;24;47;3,603;3,565;12;26;3,732;3,699;12;21
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2511;488;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2512;489;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Rural;9,126;8,420;443;263;4,491;4,162;210;119;4,635;4,258;233;144;7,192;6,992;166;34;3,527;3,428;84;15;3,665;3,564;82;19;7,335;7,264;24;47;3,603;3,565;12;26;3,732;3,699;12;21
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2513;490;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Arbieto;9,438;8,852;338;248;4,472;4,214;143;115;4,966;4,638;195;133;17,445;17,119;284;42;8,423;8,253;143;27;9,022;8,866;141;15;29,375;29,091;173;111;14,187;14,030;94;63;15,188;15,061;79;48
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2514;491;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Urbana;;;;;;;;;;;;;3,578;3,515;54;9;1,728;1,693;29;6;1,850;1,822;25;3;20,257;20,100;81;76;9,796;9,704;49;43;10,461;10,396;32;33
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2515;492;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Rural;9,438;8,852;338;248;4,472;4,214;143;115;4,966;4,638;195;133;13,867;13,604;230;33;6,695;6,560;114;21;7,172;7,044;116;12;9,118;8,991;92;35;4,391;4,326;45;20;4,727;4,665;47;15
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2516;493;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Sacabamba;4,718;4,360;262;96;2,343;2,180;121;42;2,375;2,180;141;54;4,366;4,269;75;22;2,136;2,087;37;12;2,230;2,182;38;10;4,987;4,953;13;21;2,516;2,503;5;8;2,471;2,450;8;13
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2517;494;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2518;495;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Rural;4,718;4,360;262;96;2,343;2,180;121;42;2,375;2,180;141;54;4,366;4,269;75;22;2,136;2,087;37;12;2,230;2,182;38;10;4,987;4,953;13;21;2,516;2,503;5;8;2,471;2,450;8;13
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2519;496;Provincia;Cochabamba;Arani;;Arani;24,053;22,444;895;714;11,715;10,956;405;354;12,338;11,488;490;360;18,444;18,208;174;62;8,793;8,660;103;30;9,651;9,548;71;32;19,592;19,469;60;63;9,506;9,448;25;33;10,086;10,021;35;30
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2520;497;Provincia;Cochabamba;Arani;;Urbana;3,512;3,326;115;71;1,699;1,604;60;35;1,813;1,722;55;36;3,542;3,505;28;9;1,691;1,671;16;4;1,851;1,834;12;5;4,251;4,234;11;6;2,077;2,070;3;4;2,174;2,164;8;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2521;498;Provincia;Cochabamba;Arani;;Rural;20,541;19,118;780;643;10,016;9,352;345;319;10,525;9,766;435;324;14,902;14,703;146;53;7,102;6,989;87;26;7,800;7,714;59;27;15,341;15,235;49;57;7,429;7,378;22;29;7,912;7,857;27;28
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2522;499;Municipio/TIOC;Cochabamba;Arani;Arani;Arani;11,542;10,806;427;309;5,580;5,229;192;159;5,962;5,577;235;150;9,504;9,394;78;32;4,532;4,466;49;17;4,972;4,928;29;15;11,183;11,112;43;28;5,392;5,360;17;15;5,791;5,752;26;13
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2523;500;Municipio/TIOC;Cochabamba;Arani;Arani;Urbana;3,512;3,326;115;71;1,699;1,604;60;35;1,813;1,722;55;36;3,542;3,505;28;9;1,691;1,671;16;4;1,851;1,834;12;5;4,251;4,234;11;6;2,077;2,070;3;4;2,174;2,164;8;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2524;501;Municipio/TIOC;Cochabamba;Arani;Arani;Rural;8,030;7,480;312;238;3,881;3,625;132;124;4,149;3,855;180;114;5,962;5,889;50;23;2,841;2,795;33;13;3,121;3,094;17;10;6,932;6,878;32;22;3,315;3,290;14;11;3,617;3,588;18;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2525;502;Municipio/TIOC;Cochabamba;Arani;Vacas;Vacas;12,511;11,638;468;405;6,135;5,727;213;195;6,376;5,911;255;210;8,940;8,814;96;30;4,261;4,194;54;13;4,679;4,620;42;17;8,409;8,357;17;35;4,114;4,088;8;18;4,295;4,269;9;17
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2526;503;Municipio/TIOC;Cochabamba;Arani;Vacas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2527;504;Municipio/TIOC;Cochabamba;Arani;Vacas;Rural;12,511;11,638;468;405;6,135;5,727;213;195;6,376;5,911;255;210;8,940;8,814;96;30;4,261;4,194;54;13;4,679;4,620;42;17;8,409;8,357;17;35;4,114;4,088;8;18;4,295;4,269;9;17
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2528;505;Provincia;Cochabamba;Arque;;Arque;23,464;21,164;1,690;610;11,498;10,591;652;255;11,966;10,573;1,038;355;20,850;20,260;495;95;10,290;10,030;219;41;10,560;10,230;276;54;21,382;21,207;34;141;11,285;11,193;17;75;10,097;10,014;17;66
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2529;506;Provincia;Cochabamba;Arque;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2530;507;Provincia;Cochabamba;Arque;;Rural;23,464;21,164;1,690;610;11,498;10,591;652;255;11,966;10,573;1,038;355;20,850;20,260;495;95;10,290;10,030;219;41;10,560;10,230;276;54;21,382;21,207;34;141;11,285;11,193;17;75;10,097;10,014;17;66
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2531;508;Municipio/TIOC;Cochabamba;Arque;Arque;Arque;11,806;10,470;1,009;327;5,802;5,289;372;141;6,004;5,181;637;186;10,597;10,241;314;42;5,228;5,076;136;16;5,369;5,165;178;26;10,632;10,543;24;65;5,559;5,514;12;33;5,073;5,029;12;32
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2532;509;Municipio/TIOC;Cochabamba;Arque;Arque;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2533;510;Municipio/TIOC;Cochabamba;Arque;Arque;Rural;11,806;10,470;1,009;327;5,802;5,289;372;141;6,004;5,181;637;186;10,597;10,241;314;42;5,228;5,076;136;16;5,369;5,165;178;26;10,632;10,543;24;65;5,559;5,514;12;33;5,073;5,029;12;32
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2534;511;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Tacopaya;11,658;10,694;681;283;5,696;5,302;280;114;5,962;5,392;401;169;10,253;10,019;181;53;5,062;4,954;83;25;5,191;5,065;98;28;10,750;10,664;10;76;5,726;5,679;5;42;5,024;4,985;5;34
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2535;512;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2536;513;Municipio/TIOC;Cochabamba;Arque;Tacopaya;Rural;11,658;10,694;681;283;5,696;5,302;280;114;5,962;5,392;401;169;10,253;10,019;181;53;5,062;4,954;83;25;5,191;5,065;98;28;10,750;10,664;10;76;5,726;5,679;5;42;5,024;4,985;5;34
