cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3545;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;60 o más;45.7;44.0;48.4;;41.7;45.5;36.7;;49.5;50.4;48.5;;43.6;37.4;53.2;;46.1;46.5;45.2;;47.7;41.6;56.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3546;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Sin especificar;2.1;1.9;2.4;;1.9;0.8;3.3;;0.5;0.9;0.0;;2.9;2.7;3.2;;4.1;3.5;5.5;;1.2;1.3;0.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3547;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Entre Ríos;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3548;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;0 a 17;9.2;9.4;8.9;;8.6;7.6;10.3;;9.0;9.5;8.2;;10.6;12.1;7.9;;9.9;10.7;8.9;;8.1;7.5;9.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3549;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;18 a 29;11.5;13.0;8.9;;13.5;13.4;13.8;;9.7;11.2;7.1;;12.2;14.6;7.9;;12.6;14.0;10.9;;9.8;12.3;5.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3550;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;30 a 59;33.5;34.9;31.2;;32.4;31.8;33.3;;35.2;40.2;26.5;;32.9;29.9;38.2;;29.3;26.4;32.7;;36.5;42.2;26.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3551;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;60 o más;42.7;40.2;46.7;;43.9;45.2;41.4;;41.9;34.9;54.1;;41.9;42.0;41.6;;45.5;47.9;42.6;;40.9;34.2;52.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3552;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Sin especificar;3.2;2.5;4.3;;1.6;1.9;1.1;;4.1;4.1;4.1;;2.4;1.3;4.5;;2.7;0.8;5.0;;4.7;3.7;6.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3553;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3554;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;0 a 17;11.9;12.6;10.7;;12.1;11.8;12.8;;11.7;12.2;10.7;;13.8;16.1;9.8;;14.5;17.8;9.8;;8.2;6.9;10.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3555;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;18 a 29;11.3;14.2;6.5;;10.6;14.1;4.3;;9.7;13.3;3.6;;10.9;13.8;5.9;;15.3;16.4;13.7;;10.8;13.9;5.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3556;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;30 a 59;34.1;35.4;32.1;;33.3;32.9;34.0;;36.4;41.8;26.8;;30.4;28.7;33.3;;29.8;23.3;39.2;;39.2;45.5;28.1;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3557;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;60 o más;39.4;35.1;46.6;;40.9;37.6;46.8;;37.7;27.6;55.4;;44.2;41.4;49.0;;37.9;41.1;33.3;;36.7;30.7;47.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3558;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Sin especificar;3.3;2.7;4.2;;3.0;3.5;2.1;;4.5;5.1;3.6;;0.7;0.0;2.0;;2.4;1.4;3.9;;5.1;3.0;8.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3559;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Rural;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3560;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;0 a 17;5.8;5.2;6.8;;4.5;2.8;7.5;;5.3;5.6;4.8;;6.5;7.1;5.3;;4.1;0.0;8.0;;8.0;8.1;7.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3561;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;18 a 29;11.6;11.5;11.7;;17.0;12.5;25.0;;9.7;8.5;11.9;;13.9;15.7;10.5;;9.2;10.4;8.0;;8.7;10.5;5.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3562;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;30 a 59;32.7;34.3;30.2;;31.3;30.6;32.5;;33.6;38.0;26.2;;36.1;31.4;44.7;;28.6;31.3;26.0;;33.3;38.4;25.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3563;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;60 o más;46.7;46.7;46.8;;47.3;54.2;35.0;;47.8;45.1;52.4;;38.9;42.9;31.6;;55.1;58.3;52.0;;45.7;38.4;57.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3564;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Sin especificar;3.2;2.3;4.5;;0.0;0.0;0.0;;3.5;2.8;4.8;;4.6;2.9;7.9;;3.1;0.0;6.0;;4.3;4.7;3.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3565;Provincia;Cochabamba;Mizque;Entre Ríos;Mizque;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3566;Provincia;Cochabamba;Mizque;Entre Ríos;0 a 17;9.6;10.0;9.2;0.0;11.8;13.8;9.5;;5.6;4.4;7.0;;11.8;12.9;10.5;;10.2;10.4;10.0;;8.9;9.0;8.7;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3567;Provincia;Cochabamba;Mizque;Entre Ríos;18 a 29;6.8;8.9;4.2;0.0;7.5;10.3;4.1;;6.8;4.4;9.9;;7.0;10.9;2.3;;5.3;8.7;1.8;;7.3;9.6;4.3;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3568;Provincia;Cochabamba;Mizque;Entre Ríos;30 a 59;27.1;30.6;23.0;0.0;26.7;29.9;23.0;;34.6;39.6;28.2;;28.3;30.7;25.6;;26.2;29.6;22.7;;23.5;27.1;18.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3569;Provincia;Cochabamba;Mizque;Entre Ríos;60 o más;52.4;47.4;58.7;0.0;49.7;42.5;58.1;;48.1;48.4;47.9;;50.3;44.6;57.0;;54.2;47.0;61.8;;56.0;51.1;63.0;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3570;Provincia;Cochabamba;Mizque;Entre Ríos;Sin especificar;4.0;3.1;5.0;100.0;4.3;3.4;5.4;;4.9;3.3;7.0;;2.7;1.0;4.7;;4.0;4.3;3.6;;4.3;3.2;5.1;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3571;Provincia;Cochabamba;Mizque;Entre Ríos;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3572;Provincia;Cochabamba;Mizque;Entre Ríos;0 a 17;5.9;5.0;7.4;;6.7;4.5;12.5;;6.9;0.0;14.3;;5.3;9.1;0.0;;8.3;10.5;5.9;;2.8;0.0;7.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3573;Provincia;Cochabamba;Mizque;Entre Ríos;18 a 29;9.5;10.9;7.4;;10.0;13.6;0.0;;17.2;13.3;21.4;;10.5;13.6;6.3;;0.0;0.0;0.0;;11.1;13.0;7.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3574;Provincia;Cochabamba;Mizque;Entre Ríos;30 a 59;33.7;40.6;23.5;;30.0;40.9;0.0;;37.9;46.7;28.6;;28.9;31.8;25.0;;33.3;42.1;23.5;;38.9;43.5;30.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3575;Provincia;Cochabamba;Mizque;Entre Ríos;60 o más;49.7;43.6;58.8;;53.3;40.9;87.5;;37.9;40.0;35.7;;55.3;45.5;68.8;;58.3;47.4;70.6;;41.7;43.5;38.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3576;Provincia;Cochabamba;Mizque;Entre Ríos;Sin especificar;1.2;0.0;2.9;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;5.6;0.0;15.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3577;Provincia;Cochabamba;Mizque;Entre Ríos;Rural;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3578;Provincia;Cochabamba;Mizque;Entre Ríos;0 a 17;10.3;11.0;9.5;0.0;13.0;16.9;9.1;;5.3;5.3;5.3;;13.4;13.9;12.9;;10.6;10.4;10.8;;9.6;10.3;8.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3579;Provincia;Cochabamba;Mizque;Entre Ríos;18 a 29;6.3;8.5;3.6;0.0;6.9;9.2;4.5;;4.5;2.6;7.0;;6.0;10.1;1.4;;6.3;10.4;2.2;;6.9;9.1;4.0;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3580;Provincia;Cochabamba;Mizque;Entre Ríos;30 a 59;25.9;28.5;22.9;0.0;26.0;26.2;25.8;;33.8;38.2;28.1;;28.2;30.4;25.7;;24.9;27.1;22.6;;21.6;24.8;17.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3581;Provincia;Cochabamba;Mizque;Entre Ríos;60 o más;53.0;48.2;58.6;0.0;48.9;43.1;54.5;;50.4;50.0;50.9;;49.0;44.3;54.3;;53.4;46.9;60.2;;57.7;52.1;65.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3582;Provincia;Cochabamba;Mizque;Entre Ríos;Sin especificar;4.6;3.7;5.4;100.0;5.3;4.6;6.1;;6.0;3.9;8.8;;3.4;1.3;5.7;;4.8;5.2;4.3;;4.1;3.6;4.0;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3583;Municipio/TIOC;Cochabamba;Mizque;Mizque;Mizque;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3584;Municipio/TIOC;Cochabamba;Mizque;Mizque;0 a 17;6.7;6.7;6.7;;5.8;7.3;4.2;;4.2;1.8;7.5;;11.0;12.7;9.1;;8.3;8.1;8.6;;4.5;4.4;4.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3585;Municipio/TIOC;Cochabamba;Mizque;Mizque;18 a 29;7.6;10.4;4.1;;8.7;12.7;4.2;;9.4;7.1;12.5;;8.5;14.3;1.8;;5.0;8.1;1.7;;7.0;9.9;3.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3586;Municipio/TIOC;Cochabamba;Mizque;Mizque;30 a 59;28.8;34.9;21.3;;29.1;38.2;18.8;;33.3;39.3;25.0;;27.1;31.7;21.8;;25.0;30.6;19.0;;29.9;35.2;22.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3587;Municipio/TIOC;Cochabamba;Mizque;Mizque;60 o más;53.4;45.6;62.9;;52.4;40.0;66.7;;49.0;48.2;50.0;;50.0;39.7;61.8;;59.2;50.0;69.0;;54.8;48.4;63.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3588;Municipio/TIOC;Cochabamba;Mizque;Mizque;Sin especificar;3.5;2.4;4.9;;3.9;1.8;6.3;;4.2;3.6;5.0;;3.4;1.6;5.5;;2.5;3.2;1.7;;3.8;2.2;6.1;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3589;Municipio/TIOC;Cochabamba;Mizque;Mizque;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3590;Municipio/TIOC;Cochabamba;Mizque;Mizque;0 a 17;5.9;5.0;7.4;;6.7;4.5;12.5;;6.9;0.0;14.3;;5.3;9.1;0.0;;8.3;10.5;5.9;;2.8;0.0;7.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3591;Municipio/TIOC;Cochabamba;Mizque;Mizque;18 a 29;9.5;10.9;7.4;;10.0;13.6;0.0;;17.2;13.3;21.4;;10.5;13.6;6.3;;0.0;0.0;0.0;;11.1;13.0;7.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3592;Municipio/TIOC;Cochabamba;Mizque;Mizque;30 a 59;33.7;40.6;23.5;;30.0;40.9;0.0;;37.9;46.7;28.6;;28.9;31.8;25.0;;33.3;42.1;23.5;;38.9;43.5;30.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3593;Municipio/TIOC;Cochabamba;Mizque;Mizque;60 o más;49.7;43.6;58.8;;53.3;40.9;87.5;;37.9;40.0;35.7;;55.3;45.5;68.8;;58.3;47.4;70.6;;41.7;43.5;38.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3594;Municipio/TIOC;Cochabamba;Mizque;Mizque;Sin especificar;1.2;0.0;2.9;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;5.6;0.0;15.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3595;Municipio/TIOC;Cochabamba;Mizque;Mizque;Rural;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);3596;Municipio/TIOC;Cochabamba;Mizque;Mizque;0 a 17;7.1;7.5;6.5;;5.5;9.1;2.5;;3.0;2.4;3.8;;13.8;14.6;12.8;;8.3;7.0;9.8;;5.0;5.9;3.8;;;;;;;;;;;
