cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total_total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;2024_total;2024_hombres;2024_mujeres;2024_sin_especificar;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2246;Municipio/TIOC;La Paz;Aroma;Colquencha;0 a 17;12;7;5;0;1;1;0;0;4;3;1;0;4;1;3;0;1;1;0;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2247;Municipio/TIOC;La Paz;Aroma;Colquencha;18 a 29;12;8;4;0;4;2;2;0;2;2;0;0;1;1;0;0;3;2;1;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2248;Municipio/TIOC;La Paz;Aroma;Colquencha;30 a 59;35;19;16;0;12;7;5;0;6;4;2;0;3;1;2;0;5;3;2;0;9;4;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2249;Municipio/TIOC;La Paz;Aroma;Colquencha;60 o más;119;65;54;0;24;15;9;0;34;21;13;0;20;13;7;0;19;6;13;0;22;10;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2250;Municipio/TIOC;La Paz;Aroma;Colquencha;Sin especificar;7;2;5;0;1;1;0;0;2;1;1;0;1;0;1;0;2;0;2;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2251;Municipio/TIOC;La Paz;Aroma;Collana;Collana;242;155;86;1;46;33;13;0;70;45;24;1;41;29;12;0;44;26;18;0;41;22;19;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2252;Municipio/TIOC;La Paz;Aroma;Collana;0 a 17;12;8;4;0;3;2;1;0;3;2;1;0;1;1;0;0;3;3;0;0;2;0;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2253;Municipio/TIOC;La Paz;Aroma;Collana;18 a 29;13;6;7;0;3;2;1;0;4;1;3;0;4;2;2;0;1;1;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2254;Municipio/TIOC;La Paz;Aroma;Collana;30 a 59;40;27;13;0;10;6;4;0;13;8;5;0;7;4;3;0;6;6;0;0;4;3;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2255;Municipio/TIOC;La Paz;Aroma;Collana;60 o más;174;111;62;1;29;22;7;0;49;33;15;1;29;22;7;0;33;15;18;0;34;19;15;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2256;Municipio/TIOC;La Paz;Aroma;Collana;Sin especificar;3;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2257;Municipio/TIOC;La Paz;Aroma;Collana;Urbana;145;93;52;0;28;20;8;0;37;26;11;0;31;21;10;0;27;14;13;0;22;12;10;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2258;Municipio/TIOC;La Paz;Aroma;Collana;0 a 17;7;5;2;0;3;2;1;0;1;1;0;0;0;0;0;0;2;2;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2259;Municipio/TIOC;La Paz;Aroma;Collana;18 a 29;6;1;5;0;0;0;0;0;2;0;2;0;2;0;2;0;1;1;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2260;Municipio/TIOC;La Paz;Aroma;Collana;30 a 59;28;18;10;0;9;5;4;0;8;5;3;0;5;3;2;0;3;3;0;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2261;Municipio/TIOC;La Paz;Aroma;Collana;60 o más;103;68;35;0;16;13;3;0;26;20;6;0;24;18;6;0;20;7;13;0;17;10;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2262;Municipio/TIOC;La Paz;Aroma;Collana;Sin especificar;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2263;Municipio/TIOC;La Paz;Aroma;Collana;Rural;97;62;34;1;18;13;5;0;33;19;13;1;10;8;2;0;17;12;5;0;19;10;9;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2264;Municipio/TIOC;La Paz;Aroma;Collana;0 a 17;5;3;2;0;0;0;0;0;2;1;1;0;1;1;0;0;1;1;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2265;Municipio/TIOC;La Paz;Aroma;Collana;18 a 29;7;5;2;0;3;2;1;0;2;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2266;Municipio/TIOC;La Paz;Aroma;Collana;30 a 59;12;9;3;0;1;1;0;0;5;3;2;0;2;1;1;0;3;3;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2267;Municipio/TIOC;La Paz;Aroma;Collana;60 o más;71;43;27;1;13;9;4;0;23;13;9;1;5;4;1;0;13;8;5;0;17;9;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2268;Municipio/TIOC;La Paz;Aroma;Collana;Sin especificar;2;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2269;Provincia;La Paz;Nor Yungas;Collana;Nor Yungas;1,881;1,036;842;3;335;183;152;0;356;188;167;1;370;206;162;2;383;224;159;0;437;235;202;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2270;Provincia;La Paz;Nor Yungas;Collana;0 a 17;127;70;57;0;21;11;10;0;24;5;19;0;13;12;1;0;36;21;15;0;33;21;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2271;Provincia;La Paz;Nor Yungas;Collana;18 a 29;110;66;44;0;30;16;14;0;21;15;6;0;23;8;15;0;20;15;5;0;16;12;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2272;Provincia;La Paz;Nor Yungas;Collana;30 a 59;447;245;202;0;84;44;40;0;74;36;38;0;98;58;40;0;77;43;34;0;114;64;50;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2273;Provincia;La Paz;Nor Yungas;Collana;60 o más;1,117;609;507;1;190;108;82;0;211;120;91;0;213;110;102;1;240;138;102;0;263;133;130;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2274;Provincia;La Paz;Nor Yungas;Collana;Sin especificar;80;46;32;2;10;4;6;0;26;12;13;1;23;18;4;1;10;7;3;0;11;5;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2275;Provincia;La Paz;Nor Yungas;Collana;Urbana;290;159;131;0;66;37;29;0;45;24;21;0;45;26;19;0;61;37;24;0;73;35;38;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2276;Provincia;La Paz;Nor Yungas;Collana;0 a 17;12;9;3;0;3;2;1;0;0;0;0;0;1;1;0;0;4;3;1;0;4;3;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2277;Provincia;La Paz;Nor Yungas;Collana;18 a 29;14;10;4;0;2;2;0;0;2;1;1;0;1;1;0;0;3;3;0;0;6;3;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2278;Provincia;La Paz;Nor Yungas;Collana;30 a 59;69;32;37;0;15;8;7;0;15;6;9;0;11;8;3;0;13;5;8;0;15;5;10;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2279;Provincia;La Paz;Nor Yungas;Collana;60 o más;185;102;83;0;46;25;21;0;23;15;8;0;30;15;15;0;38;23;15;0;48;24;24;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2280;Provincia;La Paz;Nor Yungas;Collana;Sin especificar;10;6;4;0;0;0;0;0;5;2;3;0;2;1;1;0;3;3;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2281;Provincia;La Paz;Nor Yungas;Collana;Rural;1,591;877;711;3;269;146;123;0;311;164;146;1;325;180;143;2;322;187;135;0;364;200;164;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2282;Provincia;La Paz;Nor Yungas;Collana;0 a 17;115;61;54;0;18;9;9;0;24;5;19;0;12;11;1;0;32;18;14;0;29;18;11;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2283;Provincia;La Paz;Nor Yungas;Collana;18 a 29;96;56;40;0;28;14;14;0;19;14;5;0;22;7;15;0;17;12;5;0;10;9;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2284;Provincia;La Paz;Nor Yungas;Collana;30 a 59;378;213;165;0;69;36;33;0;59;30;29;0;87;50;37;0;64;38;26;0;99;59;40;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2285;Provincia;La Paz;Nor Yungas;Collana;60 o más;932;507;424;1;144;83;61;0;188;105;83;0;183;95;87;1;202;115;87;0;215;109;106;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2286;Provincia;La Paz;Nor Yungas;Collana;Sin especificar;70;40;28;2;10;4;6;0;21;10;10;1;21;17;3;1;7;4;3;0;11;5;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2287;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Coroico;1,081;590;490;1;161;83;78;0;210;118;92;0;237;129;107;1;214;125;89;0;259;135;124;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2288;Municipio/TIOC;La Paz;Nor Yungas;Coroico;0 a 17;72;47;25;0;11;7;4;0;9;3;6;0;12;11;1;0;21;14;7;0;19;12;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2289;Municipio/TIOC;La Paz;Nor Yungas;Coroico;18 a 29;60;32;28;0;16;5;11;0;12;10;2;0;11;1;10;0;13;10;3;0;8;6;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2290;Municipio/TIOC;La Paz;Nor Yungas;Coroico;30 a 59;248;140;108;0;41;24;17;0;40;21;19;0;63;38;25;0;38;24;14;0;66;33;33;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2291;Municipio/TIOC;La Paz;Nor Yungas;Coroico;60 o más;655;344;310;1;91;46;45;0;137;77;60;0;138;70;67;1;133;71;62;0;156;80;76;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2292;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Sin especificar;46;27;19;0;2;1;1;0;12;7;5;0;13;9;4;0;9;6;3;0;10;4;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2293;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Urbana;132;65;67;0;29;12;17;0;16;7;9;0;24;11;13;0;31;19;12;0;32;16;16;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2294;Municipio/TIOC;La Paz;Nor Yungas;Coroico;0 a 17;10;8;2;0;3;2;1;0;0;0;0;0;1;1;0;0;4;3;1;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2295;Municipio/TIOC;La Paz;Nor Yungas;Coroico;18 a 29;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2296;Municipio/TIOC;La Paz;Nor Yungas;Coroico;30 a 59;20;9;11;0;5;2;3;0;4;1;3;0;5;3;2;0;3;2;1;0;3;1;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2297;Municipio/TIOC;La Paz;Nor Yungas;Coroico;60 o más;92;42;50;0;21;8;13;0;10;6;4;0;16;6;10;0;19;9;10;0;26;13;13;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2298;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Sin especificar;7;4;3;0;0;0;0;0;2;0;2;0;2;1;1;0;3;3;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2299;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Rural;949;525;423;1;132;71;61;0;194;111;83;0;213;118;94;1;183;106;77;0;227;119;108;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2300;Municipio/TIOC;La Paz;Nor Yungas;Coroico;0 a 17;62;39;23;0;8;5;3;0;9;3;6;0;11;10;1;0;17;11;6;0;17;10;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2301;Municipio/TIOC;La Paz;Nor Yungas;Coroico;18 a 29;57;30;27;0;16;5;11;0;12;10;2;0;11;1;10;0;11;8;3;0;7;6;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2302;Municipio/TIOC;La Paz;Nor Yungas;Coroico;30 a 59;228;131;97;0;36;22;14;0;36;20;16;0;58;35;23;0;35;22;13;0;63;32;31;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);2303;Municipio/TIOC;La Paz;Nor Yungas;Coroico;60 o más;563;302;260;1;70;38;32;0;127;71;56;0;122;64;57;1;114;62;52;0;130;67;63;0;;;;;;;;;;
