cuarto;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_mujeres;2001_mujeres_sin_informacion;2001_mujeres_sin_hijos;2001_mujeres_con_hijos;2001_hijos_nacidos_vivos;2001_paridez_media;2012_total_mujeres;2012_mujeres_sin_informacion;2012_mujeres_sin_hijos;2012_mujeres_con_hijos;2012_hijos_nacidos_vivos;2012_paridez_media;2024_total_mujeres;2024_mujeres_sin_informacion;2024_mujeres_sin_hijos;2024_mujeres_con_hijos;2024_hijos_nacidos_vivos;2024_paridez_media;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2296;273;Municipio;Chuquisaca;Zudáñez;Presto;Urbana;;;;;;;789;253;102;434;1,182;2.2;585;88;148;349;963;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2297;274;Municipio;Chuquisaca;Zudáñez;Presto;15 a 19;;;;;;;161;106;37;18;22;0.4;100;37;57;6;6;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2298;275;Municipio;Chuquisaca;Zudáñez;Presto;20 a 24;;;;;;;139;54;23;62;106;1.2;90;24;33;33;49;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2299;276;Municipio;Chuquisaca;Zudáñez;Presto;25 a 29;;;;;;;146;38;23;85;182;1.7;106;10;27;69;144;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2300;277;Municipio;Chuquisaca;Zudáñez;Presto;30 a 34;;;;;;;115;23;8;84;225;2.4;71;6;11;54;130;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2301;278;Municipio;Chuquisaca;Zudáñez;Presto;35 a 39;;;;;;;98;17;4;77;241;3.0;77;5;7;65;211;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2302;279;Municipio;Chuquisaca;Zudáñez;Presto;40 a 44;;;;;;;76;12;6;58;216;3.4;92;5;7;80;273;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2303;280;Municipio;Chuquisaca;Zudáñez;Presto;45 a 49;;;;;;;54;3;1;50;190;3.7;49;1;6;42;150;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2304;281;Municipio;Chuquisaca;Zudáñez;Presto;Rural;1,753;218;239;1,296;6,165;4.0;2,068;522;298;1,248;5,027;3.3;2,469;586;493;1,390;4,124;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2305;282;Municipio;Chuquisaca;Zudáñez;Presto;15 a 19;322;115;145;62;90;0.4;455;209;158;88;112;0.5;501;214;213;74;84;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2306;283;Municipio;Chuquisaca;Zudáñez;Presto;20 a 24;277;45;37;195;436;1.9;338;103;54;181;357;1.5;468;121;121;226;353;1.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2307;284;Municipio;Chuquisaca;Zudáñez;Presto;25 a 29;219;9;17;193;664;3.2;331;75;33;223;616;2.4;398;85;67;246;510;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2308;285;Municipio;Chuquisaca;Zudáñez;Presto;30 a 34;262;15;14;233;1,083;4.4;293;52;19;222;895;3.7;350;52;36;262;776;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2309;286;Municipio;Chuquisaca;Zudáñez;Presto;35 a 39;216;11;7;198;1,136;5.5;245;32;17;196;974;4.6;297;46;24;227;769;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2310;287;Municipio;Chuquisaca;Zudáñez;Presto;40 a 44;257;14;10;233;1,505;6.2;207;28;10;169;1,007;5.6;233;39;18;176;744;3.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2311;288;Municipio;Chuquisaca;Zudáñez;Presto;45 a 49;200;9;9;182;1,251;6.5;199;23;7;169;1,066;6.1;222;29;14;179;888;4.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2312;289;Municipio;Chuquisaca;Zudáñez;Mojocoya;Mojocoya;1,525;276;161;1,088;5,316;4.3;1,755;496;284;975;3,697;2.9;2,292;457;586;1,249;3,510;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2313;290;Municipio;Chuquisaca;Zudáñez;Mojocoya;15 a 19;319;162;106;51;64;0.4;401;208;151;42;56;0.3;376;137;203;36;39;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2314;291;Municipio;Chuquisaca;Zudáñez;Mojocoya;20 a 24;239;53;25;161;381;2.0;266;78;50;138;255;1.4;383;89;150;144;224;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2315;292;Municipio;Chuquisaca;Zudáñez;Mojocoya;25 a 29;228;21;13;194;580;2.8;207;47;42;118;302;1.9;415;85;120;210;401;1.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2316;293;Municipio;Chuquisaca;Zudáñez;Mojocoya;30 a 34;203;18;3;182;929;5.0;238;46;9;183;594;3.1;359;67;56;236;612;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2317;294;Municipio;Chuquisaca;Zudáñez;Mojocoya;35 a 39;203;10;7;186;1,081;5.6;244;36;12;196;818;3.9;311;45;24;242;767;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2318;295;Municipio;Chuquisaca;Zudáñez;Mojocoya;40 a 44;166;3;5;158;1,093;6.7;208;41;6;161;874;5.2;235;16;24;195;678;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2319;296;Municipio;Chuquisaca;Zudáñez;Mojocoya;45 a 49;167;9;2;156;1,188;7.5;191;40;14;137;798;5.3;213;18;9;186;789;4.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2320;297;Municipio;Chuquisaca;Zudáñez;Mojocoya;Urbana;;;;;;;;;;;;;698;86;164;448;1,184;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2321;298;Municipio;Chuquisaca;Zudáñez;Mojocoya;15 a 19;;;;;;;;;;;;;116;28;78;10;10;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2322;299;Municipio;Chuquisaca;Zudáñez;Mojocoya;20 a 24;;;;;;;;;;;;;105;17;37;51;76;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2323;300;Municipio;Chuquisaca;Zudáñez;Mojocoya;25 a 29;;;;;;;;;;;;;109;14;22;73;133;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2324;301;Municipio;Chuquisaca;Zudáñez;Mojocoya;30 a 34;;;;;;;;;;;;;119;11;15;93;224;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2325;302;Municipio;Chuquisaca;Zudáñez;Mojocoya;35 a 39;;;;;;;;;;;;;100;7;4;89;273;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2326;303;Municipio;Chuquisaca;Zudáñez;Mojocoya;40 a 44;;;;;;;;;;;;;82;5;7;70;227;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2327;304;Municipio;Chuquisaca;Zudáñez;Mojocoya;45 a 49;;;;;;;;;;;;;67;4;1;62;241;3.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2328;305;Municipio;Chuquisaca;Zudáñez;Mojocoya;Rural;1,525;276;161;1,088;5,316;4.3;1,755;496;284;975;3,697;2.9;1,594;371;422;801;2,326;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2329;306;Municipio;Chuquisaca;Zudáñez;Mojocoya;15 a 19;319;162;106;51;64;0.4;401;208;151;42;56;0.3;260;109;125;26;29;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2330;307;Municipio;Chuquisaca;Zudáñez;Mojocoya;20 a 24;239;53;25;161;381;2.0;266;78;50;138;255;1.4;278;72;113;93;148;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2331;308;Municipio;Chuquisaca;Zudáñez;Mojocoya;25 a 29;228;21;13;194;580;2.8;207;47;42;118;302;1.9;306;71;98;137;268;1.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2332;309;Municipio;Chuquisaca;Zudáñez;Mojocoya;30 a 34;203;18;3;182;929;5.0;238;46;9;183;594;3.1;240;56;41;143;388;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2333;310;Municipio;Chuquisaca;Zudáñez;Mojocoya;35 a 39;203;10;7;186;1,081;5.6;244;36;12;196;818;3.9;211;38;20;153;494;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2334;311;Municipio;Chuquisaca;Zudáñez;Mojocoya;40 a 44;166;3;5;158;1,093;6.7;208;41;6;161;874;5.2;153;11;17;125;451;3.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2335;312;Municipio;Chuquisaca;Zudáñez;Mojocoya;45 a 49;167;9;2;156;1,188;7.5;191;40;14;137;798;5.3;146;14;8;124;548;4.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2336;313;Municipio;Chuquisaca;Zudáñez;Icla;Icla;1,549;269;155;1,125;5,719;4.5;1,535;325;282;928;4,163;3.4;2,251;464;494;1,293;3,643;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2337;314;Municipio;Chuquisaca;Zudáñez;Icla;15 a 19;290;162;81;47;68;0.5;369;152;174;43;50;0.2;461;193;213;55;63;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2338;315;Municipio;Chuquisaca;Zudáñez;Icla;20 a 24;249;48;32;169;379;1.9;210;49;39;122;240;1.5;426;118;127;181;241;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2339;316;Municipio;Chuquisaca;Zudáñez;Icla;25 a 29;226;13;11;202;713;3.3;202;28;32;142;388;2.2;385;66;72;247;424;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2340;317;Municipio;Chuquisaca;Zudáñez;Icla;30 a 34;238;20;8;210;1,023;4.7;206;33;11;162;629;3.6;289;33;34;222;538;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2341;318;Municipio;Chuquisaca;Zudáñez;Icla;35 a 39;177;11;5;161;1,016;6.1;184;21;9;154;810;5.0;246;20;20;206;618;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2342;319;Municipio;Chuquisaca;Zudáñez;Icla;40 a 44;205;10;10;185;1,378;7.1;181;21;8;152;901;5.6;236;21;17;198;861;4.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2343;320;Municipio;Chuquisaca;Zudáñez;Icla;45 a 49;164;5;8;151;1,142;7.2;183;21;9;153;1,145;7.1;208;13;11;184;898;4.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2344;321;Municipio;Chuquisaca;Zudáñez;Icla;Urbana;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2345;322;Municipio;Chuquisaca;Zudáñez;Icla;15 a 19;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2346;323;Municipio;Chuquisaca;Zudáñez;Icla;20 a 24;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2347;324;Municipio;Chuquisaca;Zudáñez;Icla;25 a 29;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2348;325;Municipio;Chuquisaca;Zudáñez;Icla;30 a 34;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2349;326;Municipio;Chuquisaca;Zudáñez;Icla;35 a 39;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2350;327;Municipio;Chuquisaca;Zudáñez;Icla;40 a 44;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2351;328;Municipio;Chuquisaca;Zudáñez;Icla;45 a 49;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2352;329;Municipio;Chuquisaca;Zudáñez;Icla;Rural;1,549;269;155;1,125;5,719;4.5;1,535;325;282;928;4,163;3.4;2,251;464;494;1,293;3,643;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2353;330;Municipio;Chuquisaca;Zudáñez;Icla;15 a 19;290;162;81;47;68;0.5;369;152;174;43;50;0.2;461;193;213;55;63;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2354;331;Municipio;Chuquisaca;Zudáñez;Icla;20 a 24;249;48;32;169;379;1.9;210;49;39;122;240;1.5;426;118;127;181;241;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2355;332;Municipio;Chuquisaca;Zudáñez;Icla;25 a 29;226;13;11;202;713;3.3;202;28;32;142;388;2.2;385;66;72;247;424;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2356;333;Municipio;Chuquisaca;Zudáñez;Icla;30 a 34;238;20;8;210;1,023;4.7;206;33;11;162;629;3.6;289;33;34;222;538;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2357;334;Municipio;Chuquisaca;Zudáñez;Icla;35 a 39;177;11;5;161;1,016;6.1;184;21;9;154;810;5.0;246;20;20;206;618;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2358;335;Municipio;Chuquisaca;Zudáñez;Icla;40 a 44;205;10;10;185;1,378;7.1;181;21;8;152;901;5.6;236;21;17;198;861;4.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2359;336;Municipio;Chuquisaca;Zudáñez;Icla;45 a 49;164;5;8;151;1,142;7.2;183;21;9;153;1,145;7.1;208;13;11;184;898;4.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2360;337;Provincia;Chuquisaca;Tomina;;Tomina;7,306;1,212;871;5,223;25,014;4.1;7,956;1,489;1,484;4,983;18,232;2.8;8,310;992;2,107;5,211;14,157;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2361;338;Provincia;Chuquisaca;Tomina;;15 a 19;1,496;694;531;271;335;0.4;1,672;634;788;250;298;0.3;1,401;381;876;144;160;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2362;339;Provincia;Chuquisaca;Tomina;;20 a 24;1,212;216;148;848;1,816;1.8;1,218;261;327;630;1,054;1.1;1,445;263;531;651;900;0.8;;
