cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_publico_acude;2012_publico_no_acude;2012_caja_de_salud_acude;2012_caja_de_salud_no_acude;2012_privado_acude;2012_privado_no_acude;2012_seguro_salud_privado_acude;2012_seguro_salud_privado_no_acude;2012_medico_tradicional_acude;2012_medico_tradicional_no_acude;2012_farmacia_o_automedica_acude;2012_farmacia_o_automedica_no_acude;2012_soluciones_caseras_acude;2012_soluciones_caseras_no_acude;2024_poblacion_total;2024_publico_acude;2024_publico_no_acude;2024_publico_sin_especificar;2024_caja_de_salud_acude;2024_caja_de_salud_no_acude;2024_caja_de_salud_sin_especificar;2024_privado_acude;2024_privado_no_acude;2024_privado_sin_especificar;2024_atencion_medica_a_domicilio_acude;2024_atencion_medica_a_domicilio_no_acude;2024_atencion_medica_a_domicilio_sin_especificar;2024_medico_tradicional_acude;2024_medico_tradicional_no_acude;2024_medico_tradicional_sin_especificar;2024_farmacia_o_automedica_acude;2024_farmacia_o_automedica_no_acude;2024_farmacia_o_automedica_sin_especificar;2024_soluciones_caseras_acude;2024_soluciones_caseras_no_acude;2024_soluciones_caseras_sin_especificar
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2268;a donde acuden las personas cuando tienen problemas de salud;246;Municipio/TIOC;La Paz;Larecaja;Mapiri;Rural;7,885;6,569;1,316;560;7,325;589;7,296;256;7,629;1,324;6,561;3,703;4,182;3,050;4,835;11,501;9,690;1,727;84;861;10,553;87;2,319;9,095;87;1,299;10,115;87;4,041;7,373;87;7,239;4,175;87;7,732;3,682;87
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2269;a donde acuden las personas cuando tienen problemas de salud;247;Municipio/TIOC;La Paz;Larecaja;Teoponte;Teoponte;9,349;7,336;2,013;727;8,622;547;8,802;344;9,005;2,271;7,078;4,429;4,920;4,489;4,860;13,379;11,212;2,047;120;797;12,458;124;1,726;11,529;124;1,109;12,146;124;3,968;9,287;124;6,453;6,802;124;8,335;4,919;125
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2270;a donde acuden las personas cuando tienen problemas de salud;248;Municipio/TIOC;La Paz;Larecaja;Teoponte;Urbana;;;;;;;;;;;;;;;;2,963;2,369;568;26;174;2,763;26;524;2,413;26;271;2,666;26;769;2,168;26;1,684;1,254;25;1,704;1,233;26
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2271;a donde acuden las personas cuando tienen problemas de salud;249;Municipio/TIOC;La Paz;Larecaja;Teoponte;Rural;9,349;7,336;2,013;727;8,622;547;8,802;344;9,005;2,271;7,078;4,429;4,920;4,489;4,860;10,416;8,843;1,479;94;623;9,695;98;1,202;9,116;98;838;9,480;98;3,199;7,119;98;4,769;5,548;99;6,631;3,686;99
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2272;a donde acuden las personas cuando tienen problemas de salud;250;Provincia;La Paz;Franz Tamayo;;Franz Tamayo;27,088;16,761;10,327;2,076;25,012;1,221;25,867;1,016;26,072;7,604;19,484;10,328;16,760;14,160;12,928;28,216;22,082;5,794;340;2,076;25,787;353;3,179;24,679;358;2,678;25,180;358;12,484;15,373;359;12,413;15,442;361;19,313;8,546;357
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2273;a donde acuden las personas cuando tienen problemas de salud;251;Provincia;La Paz;Franz Tamayo;;Urbana;6,376;4,620;1,756;931;5,445;380;5,996;453;5,923;1,292;5,084;2,830;3,546;2,622;3,754;5,657;4,340;1,238;79;888;4,690;79;959;4,617;81;458;5,117;82;2,115;3,460;82;3,036;2,538;83;3,793;1,782;82
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2274;a donde acuden las personas cuando tienen problemas de salud;252;Provincia;La Paz;Franz Tamayo;;Rural;20,712;12,141;8,571;1,145;19,567;841;19,871;563;20,149;6,312;14,400;7,498;13,214;11,538;9,174;22,559;17,742;4,556;261;1,188;21,097;274;2,220;20,062;277;2,220;20,063;276;10,369;11,913;277;9,377;12,904;278;15,520;6,764;275
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2275;a donde acuden las personas cuando tienen problemas de salud;253;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Apolo;20,308;12,514;7,794;1,597;18,711;817;19,491;808;19,500;5,408;14,900;7,777;12,531;10,966;9,342;19,156;14,410;4,515;231;1,603;17,318;235;2,075;16,842;239;1,749;17,168;239;8,538;10,377;241;9,255;9,659;242;13,979;4,939;238
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2276;a donde acuden las personas cuando tienen problemas de salud;254;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Urbana;6,376;4,620;1,756;931;5,445;380;5,996;453;5,923;1,292;5,084;2,830;3,546;2,622;3,754;5,657;4,340;1,238;79;888;4,690;79;959;4,617;81;458;5,117;82;2,115;3,460;82;3,036;2,538;83;3,793;1,782;82
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2277;a donde acuden las personas cuando tienen problemas de salud;255;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Rural;13,932;7,894;6,038;666;13,266;437;13,495;355;13,577;4,116;9,816;4,947;8,985;8,344;5,588;13,499;10,070;3,277;152;715;12,628;156;1,116;12,225;158;1,291;12,051;157;6,423;6,917;159;6,219;7,121;159;10,186;3,157;156
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2278;a donde acuden las personas cuando tienen problemas de salud;256;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;6,780;4,247;2,533;479;6,301;404;6,376;208;6,572;2,196;4,584;2,551;4,229;3,194;3,586;9,060;7,672;1,279;109;473;8,469;118;1,104;7,837;119;929;8,012;119;3,946;4,996;118;3,158;5,783;119;5,334;3,607;119
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2279;a donde acuden las personas cuando tienen problemas de salud;257;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2280;a donde acuden las personas cuando tienen problemas de salud;258;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Rural;6,780;4,247;2,533;479;6,301;404;6,376;208;6,572;2,196;4,584;2,551;4,229;3,194;3,586;9,060;7,672;1,279;109;473;8,469;118;1,104;7,837;119;929;8,012;119;3,946;4,996;118;3,158;5,783;119;5,334;3,607;119
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2281;a donde acuden las personas cuando tienen problemas de salud;259;Provincia;La Paz;Ingavi;;Ingavi;134,965;72,957;62,008;25,890;109,075;13,131;121,834;11,037;123,928;32,273;102,692;60,256;74,709;64,951;70,014;176,183;126,027;48,978;1,178;29,192;145,721;1,270;35,136;139,761;1,286;12,645;162,244;1,294;67,693;107,193;1,297;89,700;85,185;1,298;122,015;52,876;1,292
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2282;a donde acuden las personas cuando tienen problemas de salud;260;Provincia;La Paz;Ingavi;;Urbana;69,072;35,356;33,716;16,884;52,188;9,008;60,064;6,967;62,105;11,205;57,867;35,862;33,210;32,074;36,998;96,105;64,530;31,086;489;20,154;75,443;508;24,892;70,699;514;6,070;89,516;519;35,476;60,109;520;57,312;38,273;520;68,103;27,481;521
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2283;a donde acuden las personas cuando tienen problemas de salud;261;Provincia;La Paz;Ingavi;;Rural;65,893;37,601;28,292;9,006;56,887;4,123;61,770;4,070;61,823;21,068;44,825;24,394;41,499;32,877;33,016;80,078;61,497;17,892;689;9,038;70,278;762;10,244;69,062;772;6,575;72,728;775;32,217;47,084;777;32,388;46,912;778;53,912;25,395;771
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2284;a donde acuden las personas cuando tienen problemas de salud;262;Municipio/TIOC;La Paz;Ingavi;Viacha;Viacha;80,724;39,237;41,487;19,376;61,348;9,839;70,885;8,130;72,594;14,193;66,531;41,280;39,444;37,563;43,161;113,554;76,863;36,034;657;22,499;90,354;701;27,479;85,365;710;7,260;105,577;717;40,906;71,927;721;64,970;47,865;719;79,309;33,526;719
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2285;a donde acuden las personas cuando tienen problemas de salud;263;Municipio/TIOC;La Paz;Ingavi;Viacha;Urbana;62,979;31,583;31,396;16,389;46,590;8,505;54,474;6,713;56,266;9,594;53,385;33,070;29,909;28,556;34,423;91,199;60,650;30,094;455;19,667;71,058;474;23,829;66,890;480;5,673;85,041;485;33,206;57,507;486;54,506;36,207;486;64,272;26,440;487
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2286;a donde acuden las personas cuando tienen problemas de salud;264;Municipio/TIOC;La Paz;Ingavi;Viacha;Rural;17,745;7,654;10,091;2,987;14,758;1,334;16,411;1,417;16,328;4,599;13,146;8,210;9,535;9,007;8,738;22,355;16,213;5,940;202;2,832;19,296;227;3,650;18,475;230;1,587;20,536;232;7,700;14,420;235;10,464;11,658;233;15,037;7,086;232
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2287;a donde acuden las personas cuando tienen problemas de salud;265;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Puerto Mayor de Guaqui;7,278;4,213;3,065;1,402;5,876;474;6,804;626;6,652;1,615;5,663;2,267;5,011;2,586;4,692;8,592;6,285;2,252;55;1,276;7,247;69;1,331;7,191;70;689;7,833;70;3,558;4,964;70;3,844;4,678;70;6,227;2,295;70
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2288;a donde acuden las personas cuando tienen problemas de salud;266;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2289;a donde acuden las personas cuando tienen problemas de salud;267;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Rural;7,278;4,213;3,065;1,402;5,876;474;6,804;626;6,652;1,615;5,663;2,267;5,011;2,586;4,692;8,592;6,285;2,252;55;1,276;7,247;69;1,331;7,191;70;689;7,833;70;3,558;4,964;70;3,844;4,678;70;6,227;2,295;70
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2290;a donde acuden las personas cuando tienen problemas de salud;268;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Tiahuanacu;12,189;6,907;5,282;1,467;10,722;737;11,452;747;11,442;4,672;7,517;5,190;6,999;7,191;4,998;13,648;10,867;2,658;123;1,382;12,133;133;1,674;11,838;136;1,252;12,260;136;5,865;7,648;135;5,170;8,341;137;9,115;4,399;134
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2291;a donde acuden las personas cuando tienen problemas de salud;269;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Urbana;2,028;916;1,112;98;1,930;43;1,985;33;1,995;648;1,380;652;1,376;1,573;455;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2292;a donde acuden las personas cuando tienen problemas de salud;270;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Rural;10,161;5,991;4,170;1,369;8,792;694;9,467;714;9,447;4,024;6,137;4,538;5,623;5,618;4,543;13,648;10,867;2,658;123;1,382;12,133;133;1,674;11,838;136;1,252;12,260;136;5,865;7,648;135;5,170;8,341;137;9,115;4,399;134
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2293;a donde acuden las personas cuando tienen problemas de salud;271;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Desaguadero;6,987;4,339;2,648;719;6,268;636;6,351;400;6,587;2,100;4,887;3,453;3,534;3,834;3,153;7,897;6,067;1,783;47;839;7,006;52;1,408;6,437;52;697;7,148;52;3,666;4,179;52;4,146;3,699;52;6,059;1,787;51
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2294;a donde acuden las personas cuando tienen problemas de salud;272;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Urbana;4,065;2,857;1,208;397;3,668;460;3,605;221;3,844;963;3,102;2,140;1,925;1,945;2,120;4,906;3,880;992;34;487;4,385;34;1,063;3,809;34;397;4,475;34;2,270;2,602;34;2,806;2,066;34;3,831;1,041;34
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2295;a donde acuden las personas cuando tienen problemas de salud;273;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Rural;2,922;1,482;1,440;322;2,600;176;2,746;179;2,743;1,137;1,785;1,313;1,609;1,889;1,033;2,991;2,187;791;13;352;2,621;18;345;2,628;18;300;2,673;18;1,396;1,577;18;1,340;1,633;18;2,228;746;17
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2296;a donde acuden las personas cuando tienen problemas de salud;274;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;La (Marka) San Andrés de Machaca;6,145;3,614;2,531;721;5,424;407;5,738;320;5,825;1,881;4,264;1,625;4,520;2,719;3,426;7,936;6,277;1,549;110;829;6,993;114;666;7,155;115;710;7,110;116;3,010;4,810;116;2,617;5,203;116;5,179;2,641;116
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2297;a donde acuden las personas cuando tienen problemas de salud;275;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2298;a donde acuden las personas cuando tienen problemas de salud;276;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Rural;6,145;3,614;2,531;721;5,424;407;5,738;320;5,825;1,881;4,264;1,625;4,520;2,719;3,426;7,936;6,277;1,549;110;829;6,993;114;666;7,155;115;710;7,110;116;3,010;4,810;116;2,617;5,203;116;5,179;2,641;116
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2299;a donde acuden las personas cuando tienen problemas de salud;277;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Jesús de Machaka;15,039;10,257;4,782;1,206;13,833;426;14,613;401;14,638;5,653;9,386;3,535;11,504;6,656;8,383;17,016;13,869;2,998;149;1,632;15,228;156;1,392;15,466;158;1,342;15,516;158;7,269;9,589;158;5,327;11,531;158;10,637;6,222;157
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2300;a donde acuden las personas cuando tienen problemas de salud;278;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2301;a donde acuden las personas cuando tienen problemas de salud;279;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Rural;15,039;10,257;4,782;1,206;13,833;426;14,613;401;14,638;5,653;9,386;3,535;11,504;6,656;8,383;17,016;13,869;2,998;149;1,632;15,228;156;1,392;15,466;158;1,342;15,516;158;7,269;9,589;158;5,327;11,531;158;10,637;6,222;157
