cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_total;poblacion_registrado_o_afiliado_o_ninguno;sus;cns_cp_cc_cbp_cossmil_su_otros;privado;ninguno;sin_especificar;hombres_total;hombres_poblacion_registrado_o_afiliado_o_ninguno;hombres_sus;hombres_cns_cp_cc_cbp_cossmil_su_otros;hombres_privado;hombres_ninguno;hombres_sin_especificar;mujeres_total;mujeres_poblacion_registrado_o_afiliado_o_ninguno;mujeres_sus;mujeres_cns_cp_cc_cbp_cossmil_su_otros;mujeres_privado;mujeres_ninguno;mujeres_sin_especificar
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2463;440;Provincia;La Paz;Caranavi;;Urbana;20,690;20,342;15,131;1,614;187;3,410;348;10,446;10,246;7,327;834;93;1,992;200;10,244;10,096;7,804;780;94;1,418;148
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2464;441;Provincia;La Paz;Caranavi;;Rural;48,933;48,001;40,259;1,580;168;5,994;932;26,042;25,544;20,907;863;99;3,675;498;22,891;22,457;19,352;717;69;2,319;434
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2465;442;Municipio;La Paz;Caranavi;Caranavi;Caranavi;59,083;57,959;46,255;2,824;323;8,557;1,124;30,763;30,155;23,390;1,472;174;5,119;608;28,320;27,804;22,865;1,352;149;3,438;516
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2466;443;Municipio;La Paz;Caranavi;Caranavi;Urbana;20,690;20,342;15,131;1,614;187;3,410;348;10,446;10,246;7,327;834;93;1,992;200;10,244;10,096;7,804;780;94;1,418;148
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2467;444;Municipio;La Paz;Caranavi;Caranavi;Rural;38,393;37,617;31,124;1,210;136;5,147;776;20,317;19,909;16,063;638;81;3,127;408;18,076;17,708;15,061;572;55;2,020;368
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2468;445;Municipio;La Paz;Caranavi;Alto Beni;Alto Beni;10,540;10,384;9,135;370;32;847;156;5,725;5,635;4,844;225;18;548;90;4,815;4,749;4,291;145;14;299;66
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2469;446;Municipio;La Paz;Caranavi;Alto Beni;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2470;447;Municipio;La Paz;Caranavi;Alto Beni;Rural;10,540;10,384;9,135;370;32;847;156;5,725;5,635;4,844;225;18;548;90;4,815;4,749;4,291;145;14;299;66
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2471;448;Departamento;Cochabamba;;;Cochabamba;2,002,126;1,980,305;1,382,942;272,626;26,081;298,656;21,821;985,975;974,679;663,475;131,864;13,715;165,625;11,296;1,016,151;1,005,626;719,467;140,762;12,366;133,031;10,525
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2472;449;Departamento;Cochabamba;;;Urbana;1,413,060;1,402,879;894,037;248,527;23,127;237,188;10,181;680,239;675,187;415,189;119,208;12,033;128,757;5,052;732,821;727,692;478,848;129,319;11,094;108,431;5,129
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2473;450;Departamento;Cochabamba;;;Rural;589,066;577,426;488,905;24,099;2,954;61,468;11,640;305,736;299,492;248,286;12,656;1,682;36,868;6,244;283,330;277,934;240,619;11,443;1,272;24,600;5,396
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2474;451;Provincia;Cochabamba;Cercado;;Cercado;661,444;657,171;385,971;128,983;13,258;128,959;4,273;317,311;315,254;178,686;61,317;6,707;68,544;2,057;344,133;341,917;207,285;67,666;6,551;60,415;2,216
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2475;452;Provincia;Cochabamba;Cercado;;Urbana;661,421;657,148;385,954;128,983;13,258;128,953;4,273;317,296;315,239;178,676;61,317;6,707;68,539;2,057;344,125;341,909;207,278;67,666;6,551;60,414;2,216
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2476;453;Provincia;Cochabamba;Cercado;;Rural;23;23;17;0;0;6;0;15;15;10;0;0;5;0;8;8;7;0;0;1;0
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2477;454;Municipio;Cochabamba;Cercado;Cochabamba;Cochabamba;661,444;657,171;385,971;128,983;13,258;128,959;4,273;317,311;315,254;178,686;61,317;6,707;68,544;2,057;344,133;341,917;207,285;67,666;6,551;60,415;2,216
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2478;455;Municipio;Cochabamba;Cercado;Cochabamba;Urbana;661,421;657,148;385,954;128,983;13,258;128,953;4,273;317,296;315,239;178,676;61,317;6,707;68,539;2,057;344,125;341,909;207,278;67,666;6,551;60,414;2,216
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2479;456;Municipio;Cochabamba;Cercado;Cochabamba;Rural;23;23;17;0;0;6;0;15;15;10;0;0;5;0;8;8;7;0;0;1;0
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2480;457;Provincia;Cochabamba;Campero;;Campero;35,938;35,307;28,765;2,374;202;3,966;631;18,276;17,942;14,411;1,132;109;2,290;334;17,662;17,365;14,354;1,242;93;1,676;297
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2481;458;Provincia;Cochabamba;Campero;;Urbana;11,614;11,509;8,536;1,655;101;1,217;105;5,593;5,541;4,042;771;53;675;52;6,021;5,968;4,494;884;48;542;53
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2482;459;Provincia;Cochabamba;Campero;;Rural;24,324;23,798;20,229;719;101;2,749;526;12,683;12,401;10,369;361;56;1,615;282;11,641;11,397;9,860;358;45;1,134;244
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2483;460;Municipio;Cochabamba;Campero;Aiquile;Aiquile;22,859;22,432;18,273;1,682;137;2,340;427;11,392;11,177;9,018;770;81;1,308;215;11,467;11,255;9,255;912;56;1,032;212
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2484;461;Municipio;Cochabamba;Campero;Aiquile;Urbana;8,795;8,728;6,422;1,367;81;858;67;4,098;4,069;2,953;616;42;458;29;4,697;4,659;3,469;751;39;400;38
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2485;462;Municipio;Cochabamba;Campero;Aiquile;Rural;14,064;13,704;11,851;315;56;1,482;360;7,294;7,108;6,065;154;39;850;186;6,770;6,596;5,786;161;17;632;174
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2486;463;Municipio;Cochabamba;Campero;Pasorapa;Pasorapa;6,425;6,312;5,159;406;31;716;113;3,484;3,421;2,758;217;17;429;63;2,941;2,891;2,401;189;14;287;50
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2487;464;Municipio;Cochabamba;Campero;Pasorapa;Urbana;2,819;2,781;2,114;288;20;359;38;1,495;1,472;1,089;155;11;217;23;1,324;1,309;1,025;133;9;142;15
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2488;465;Municipio;Cochabamba;Campero;Pasorapa;Rural;3,606;3,531;3,045;118;11;357;75;1,989;1,949;1,669;62;6;212;40;1,617;1,582;1,376;56;5;145;35
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2489;466;Municipio;Cochabamba;Campero;Omereque;Omereque;6,654;6,563;5,333;286;34;910;91;3,400;3,344;2,635;145;11;553;56;3,254;3,219;2,698;141;23;357;35
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2490;467;Municipio;Cochabamba;Campero;Omereque;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2491;468;Municipio;Cochabamba;Campero;Omereque;Rural;6,654;6,563;5,333;286;34;910;91;3,400;3,344;2,635;145;11;553;56;3,254;3,219;2,698;141;23;357;35
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;55,596;54,188;45,219;3,111;175;5,683;1,408;29,467;28,722;23,525;1,711;88;3,398;745;26,129;25,466;21,694;1,400;87;2,285;663
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2493;470;Provincia;Cochabamba;Ayopaya;;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2494;471;Provincia;Cochabamba;Ayopaya;;Rural;55,596;54,188;45,219;3,111;175;5,683;1,408;29,467;28,722;23,525;1,711;88;3,398;745;26,129;25,466;21,694;1,400;87;2,285;663
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2495;472;Municipio;Cochabamba;Ayopaya;Ayopaya;Ayopaya;21,676;21,212;16,248;2,637;111;2,216;464;11,474;11,218;8,431;1,464;56;1,267;256;10,202;9,994;7,817;1,173;55;949;208
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2496;473;Municipio;Cochabamba;Ayopaya;Ayopaya;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2497;474;Municipio;Cochabamba;Ayopaya;Ayopaya;Rural;21,676;21,212;16,248;2,637;111;2,216;464;11,474;11,218;8,431;1,464;56;1,267;256;10,202;9,994;7,817;1,173;55;949;208
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2498;475;Municipio;Cochabamba;Ayopaya;Morochata;Morochata;14,625;14,223;12,531;256;31;1,405;402;7,502;7,280;6,298;133;16;833;222;7,123;6,943;6,233;123;15;572;180
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2499;476;Municipio;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2500;477;Municipio;Cochabamba;Ayopaya;Morochata;Rural;14,625;14,223;12,531;256;31;1,405;402;7,502;7,280;6,298;133;16;833;222;7,123;6,943;6,233;123;15;572;180
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2501;478;Municipio;Cochabamba;Ayopaya;Cocapata;Cocapata;19,295;18,753;16,440;218;33;2,062;542;10,491;10,224;8,796;114;16;1,298;267;8,804;8,529;7,644;104;17;764;275
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2502;479;Municipio;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2503;480;Municipio;Cochabamba;Ayopaya;Cocapata;Rural;19,295;18,753;16,440;218;33;2,062;542;10,491;10,224;8,796;114;16;1,298;267;8,804;8,529;7,644;104;17;764;275
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;52,512;51,659;41,633;3,117;699;6,210;853;25,687;25,268;19,726;1,582;495;3,465;419;26,825;26,391;21,907;1,535;204;2,745;434
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;24,620;24,308;18,885;1,870;587;2,966;312;12,004;11,852;8,779;943;449;1,681;152;12,616;12,456;10,106;927;138;1,285;160
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;27,892;27,351;22,748;1,247;112;3,244;541;13,683;13,416;10,947;639;46;1,784;267;14,209;13,935;11,801;608;66;1,460;274
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2507;484;Municipio;Cochabamba;Esteban Arze;Tarata;Tarata;11,172;10,979;8,289;1,012;461;1,217;193;5,570;5,465;3,907;513;371;674;105;5,602;5,514;4,382;499;90;543;88
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2508;485;Municipio;Cochabamba;Esteban Arze;Tarata;Urbana;4,490;4,454;2,743;762;444;505;36;2,278;2,258;1,242;386;366;264;20;2,212;2,196;1,501;376;78;241;16
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2509;486;Municipio;Cochabamba;Esteban Arze;Tarata;Rural;6,682;6,525;5,546;250;17;712;157;3,292;3,207;2,665;127;5;410;85;3,390;3,318;2,881;123;12;302;72
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2510;487;Municipio;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;7,268;7,097;6,016;262;33;786;171;3,570;3,485;2,920;139;14;412;85;3,698;3,612;3,096;123;19;374;86
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2511;488;Municipio;Cochabamba;Esteban Arze;Anzaldo;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2512;489;Municipio;Cochabamba;Esteban Arze;Anzaldo;Rural;7,268;7,097;6,016;262;33;786;171;3,570;3,485;2,920;139;14;412;85;3,698;3,612;3,096;123;19;374;86
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2513;490;Municipio;Cochabamba;Esteban Arze;Arbieto;Arbieto;29,113;28,738;23,161;1,704;198;3,675;375;14,043;13,862;10,817;859;107;2,079;181;15,070;14,876;12,344;845;91;1,596;194
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2514;491;Municipio;Cochabamba;Esteban Arze;Arbieto;Urbana;20,130;19,854;16,142;1,108;143;2,461;276;9,726;9,594;7,537;557;83;1,417;132;10,404;10,260;8,605;551;60;1,044;144
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2515;492;Municipio;Cochabamba;Esteban Arze;Arbieto;Rural;8,983;8,884;7,019;596;55;1,214;99;4,317;4,268;3,280;302;24;662;49;4,666;4,616;3,739;294;31;552;50
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2516;493;Municipio;Cochabamba;Esteban Arze;Sacabamba;Sacabamba;4,959;4,845;4,167;139;7;532;114;2,504;2,456;2,082;71;3;300;48;2,455;2,389;2,085;68;4;232;66
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2517;494;Municipio;Cochabamba;Esteban Arze;Sacabamba;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2518;495;Municipio;Cochabamba;Esteban Arze;Sacabamba;Rural;4,959;4,845;4,167;139;7;532;114;2,504;2,456;2,082;71;3;300;48;2,455;2,389;2,085;68;4;232;66
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2519;496;Provincia;Cochabamba;Arani;;Arani;19,450;19,135;15,434;1,542;129;2,030;315;9,438;9,286;7,297;766;72;1,151;152;10,012;9,849;8,137;776;57;879;163
