cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo_y_grupo_de_edad;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3650;1627;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;0 a 17;7.00;2.00;;2.00;;;;;11.00;11.00;9.00;1.00;2.00;;;3.00;1.00;27.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3651;1628;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;18 a 29;;;;;;;;;;3.00;;1.00;1.00;;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3652;1629;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;30 a 59;2.00;1.00;4.00;;;;1.00;;8.00;1.00;;3.00;;;;3.00;;7.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3653;1630;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;60 o más;;;;;;;1.00;;1.00;;;2.00;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3654;1631;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Mujeres;6.00;4.00;8.00;3.00;1.00;;8.00;1.00;31.00;14.00;21.00;4.00;5.00;1.00;;4.00;;49.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3655;1632;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;0 a 17;5.00;3.00;2.00;2.00;;;2.00;;14.00;13.00;18.00;2.00;4.00;;;1.00;;38.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3656;1633;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;18 a 29;1.00;1.00;3.00;1.00;;;;1.00;7.00;;1.00;1.00;1.00;;;;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3657;1634;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;30 a 59;;;;;1.00;;3.00;;4.00;1.00;1.00;1.00;;1.00;;1.00;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3658;1635;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;60 o más;;;3.00;;;;3.00;;6.00;;1.00;;;;;2.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3659;1636;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Irupana;12.00;11.00;6.00;5.00;;1.00;15.00;;50.00;61.00;54.00;23.00;2.00;6.00;1.00;22.00;9.00;178.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3660;1637;Municipio/TIOC;La Paz;Sur Yungas;Irupana;0 a 17;7.00;10.00;1.00;4.00;;;5.00;;27.00;44.00;51.00;3.00;2.00;5.00;1.00;8.00;7.00;121.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3661;1638;Municipio/TIOC;La Paz;Sur Yungas;Irupana;18 a 29;4.00;1.00;1.00;1.00;;;2.00;;9.00;10.00;2.00;8.00;;1.00;;8.00;1.00;30.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3662;1639;Municipio/TIOC;La Paz;Sur Yungas;Irupana;30 a 59;1.00;;3.00;;;1.00;6.00;;11.00;7.00;1.00;10.00;;;;5.00;1.00;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3663;1640;Municipio/TIOC;La Paz;Sur Yungas;Irupana;60 o más;;;1.00;;;;2.00;;3.00;;;2.00;;;;1.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3664;1641;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Hombres;6.00;7.00;3.00;3.00;;;9.00;;28.00;31.00;28.00;10.00;2.00;4.00;;8.00;4.00;87.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3665;1642;Municipio/TIOC;La Paz;Sur Yungas;Irupana;0 a 17;4.00;6.00;1.00;3.00;;;2.00;;16.00;19.00;25.00;1.00;2.00;3.00;;3.00;2.00;55.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3666;1643;Municipio/TIOC;La Paz;Sur Yungas;Irupana;18 a 29;2.00;1.00;1.00;;;;2.00;;6.00;8.00;2.00;3.00;;1.00;;2.00;1.00;17.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3667;1644;Municipio/TIOC;La Paz;Sur Yungas;Irupana;30 a 59;;;1.00;;;;3.00;;4.00;4.00;1.00;6.00;;;;2.00;1.00;14.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3668;1645;Municipio/TIOC;La Paz;Sur Yungas;Irupana;60 o más;;;;;;;2.00;;2.00;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3669;1646;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Mujeres;6.00;4.00;3.00;2.00;;1.00;6.00;;22.00;30.00;26.00;13.00;;2.00;1.00;14.00;5.00;91.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3670;1647;Municipio/TIOC;La Paz;Sur Yungas;Irupana;0 a 17;3.00;4.00;;1.00;;;3.00;;11.00;25.00;26.00;2.00;;2.00;1.00;5.00;5.00;66.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3671;1648;Municipio/TIOC;La Paz;Sur Yungas;Irupana;18 a 29;2.00;;;1.00;;;;;3.00;2.00;;5.00;;;;6.00;;13.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3672;1649;Municipio/TIOC;La Paz;Sur Yungas;Irupana;30 a 59;1.00;;2.00;;;1.00;3.00;;7.00;3.00;;4.00;;;;3.00;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3673;1650;Municipio/TIOC;La Paz;Sur Yungas;Irupana;60 o más;;;1.00;;;;;;1.00;;;2.00;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3674;1651;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Yanacachi;3.00;2.00;;1.00;1.00;;3.00;;10.00;9.00;11.00;5.00;3.00;1.00;2.00;6.00;2.00;39.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3675;1652;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;0 a 17;3.00;2.00;;1.00;1.00;;;;7.00;7.00;11.00;1.00;2.00;1.00;1.00;2.00;;25.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3676;1653;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;18 a 29;;;;;;;2.00;;2.00;;;1.00;;;1.00;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3677;1654;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;30 a 59;;;;;;;1.00;;1.00;2.00;;3.00;1.00;;;2.00;2.00;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3678;1655;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;60 o más;;;;;;;;;;;;;;;;2.00;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3679;1656;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Hombres;2.00;2.00;;;;;2.00;;6.00;2.00;4.00;3.00;2.00;1.00;2.00;4.00;2.00;20.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3680;1657;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;0 a 17;2.00;2.00;;;;;;;4.00;2.00;4.00;;1.00;1.00;1.00;1.00;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3681;1658;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;18 a 29;;;;;;;1.00;;1.00;;;1.00;;;1.00;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3682;1659;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;30 a 59;;;;;;;1.00;;1.00;;;2.00;1.00;;;1.00;2.00;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3683;1660;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;60 o más;;;;;;;;;;;;;;;;2.00;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3684;1661;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Mujeres;1.00;;;1.00;1.00;;1.00;;4.00;7.00;7.00;2.00;1.00;;;2.00;;19.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3685;1662;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;0 a 17;1.00;;;1.00;1.00;;;;3.00;5.00;7.00;1.00;1.00;;;1.00;;15.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3686;1663;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;18 a 29;;;;;;;1.00;;1.00;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3687;1664;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;30 a 59;;;;;;;;;;2.00;;1.00;;;;1.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3688;1665;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3689;1666;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Palos Blancos;7.00;9.00;12.00;4.00;1.00;;6.00;;39.00;27.00;37.00;11.00;;16.00;;21.00;2.00;114.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3690;1667;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;0 a 17;6.00;6.00;3.00;1.00;;;2.00;;18.00;23.00;34.00;2.00;;12.00;;1.00;2.00;74.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3691;1668;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;18 a 29;1.00;;4.00;;;;1.00;;6.00;2.00;1.00;2.00;;1.00;;5.00;;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3692;1669;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;30 a 59;;2.00;3.00;3.00;1.00;;3.00;;12.00;2.00;2.00;7.00;;3.00;;11.00;;25.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3693;1670;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;60 o más;;1.00;2.00;;;;;;3.00;;;;;;;4.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3694;1671;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Hombres;3.00;2.00;8.00;3.00;1.00;;3.00;;20.00;16.00;18.00;7.00;;8.00;;16.00;;65.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3695;1672;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;0 a 17;2.00;2.00;2.00;1.00;;;;;7.00;12.00;16.00;1.00;;5.00;;1.00;;35.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3696;1673;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;18 a 29;1.00;;3.00;;;;1.00;;5.00;2.00;1.00;1.00;;;;4.00;;8.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3697;1674;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;30 a 59;;;2.00;2.00;1.00;;2.00;;7.00;2.00;1.00;5.00;;3.00;;7.00;;18.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3698;1675;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;60 o más;;;1.00;;;;;;1.00;;;;;;;4.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3699;1676;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Mujeres;4.00;7.00;4.00;1.00;;;3.00;;19.00;11.00;19.00;4.00;;8.00;;5.00;2.00;49.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3700;1677;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;0 a 17;4.00;4.00;1.00;;;;2.00;;11.00;11.00;18.00;1.00;;7.00;;;2.00;39.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3701;1678;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;18 a 29;;;1.00;;;;;;1.00;;;1.00;;1.00;;1.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3702;1679;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;30 a 59;;2.00;1.00;1.00;;;1.00;;5.00;;1.00;2.00;;;;4.00;;7.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3703;1680;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;60 o más;;1.00;1.00;;;;;;2.00;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3704;1681;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;La Asunta;13.00;15.00;5.00;2.00;4.00;;5.00;11.00;55.00;59.00;44.00;16.00;2.00;5.00;;16.00;6.00;148.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3705;1682;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;0 a 17;10.00;14.00;2.00;2.00;2.00;;;3.00;33.00;54.00;41.00;1.00;2.00;4.00;;4.00;2.00;108.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3706;1683;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;18 a 29;1.00;;2.00;;;;1.00;3.00;7.00;4.00;;7.00;;;;3.00;2.00;16.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3707;1684;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;30 a 59;2.00;1.00;1.00;;1.00;;3.00;5.00;13.00;1.00;3.00;8.00;;1.00;;6.00;2.00;21.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3708;1685;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;60 o más;;;;;1.00;;1.00;;2.00;;;;;;;3.00;;3.00
