cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;area;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3241;1219;Municipio/TIOC;La Paz;Larecaja;Mapiri;30 a 59;Mapiri;1;1;;;1;;4;;7;6;3;34;;23;;49;1;116
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3242;1220;Municipio/TIOC;La Paz;Larecaja;Mapiri;60 o más;Mapiri;;;;;;;;1;1;;1;9;;;;1;;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3243;1221;Municipio/TIOC;La Paz;Larecaja;Mapiri;Urbana;Urbana;2;3;1;2;;;4;1;13;19;11;20;8;11;;44;1;114
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3244;1222;Municipio/TIOC;La Paz;Larecaja;Mapiri;0 a 17;Urbana;2;2;;2;;;1;;7;17;8;1;8;11;;11;;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3245;1223;Municipio/TIOC;La Paz;Larecaja;Mapiri;18 a 29;Urbana;;1;1;;;;;;2;1;;3;;;;15;;19
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3246;1224;Municipio/TIOC;La Paz;Larecaja;Mapiri;30 a 59;Urbana;;;;;;;3;;3;1;2;10;;;;17;1;31
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3247;1225;Municipio/TIOC;La Paz;Larecaja;Mapiri;60 o más;Urbana;;;;;;;;1;1;;1;6;;;;1;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3248;1226;Municipio/TIOC;La Paz;Larecaja;Mapiri;Rural;Rural;9;4;1;;3;;3;;20;18;21;48;1;37;;43;;168
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3249;1227;Municipio/TIOC;La Paz;Larecaja;Mapiri;0 a 17;Rural;8;1;;;2;;1;;12;13;20;;1;3;;2;;39
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3250;1228;Municipio/TIOC;La Paz;Larecaja;Mapiri;18 a 29;Rural;;2;1;;;;1;;4;;;21;;11;;9;;41
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3251;1229;Municipio/TIOC;La Paz;Larecaja;Mapiri;30 a 59;Rural;1;1;;;1;;1;;4;5;1;24;;23;;32;;85
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3252;1230;Municipio/TIOC;La Paz;Larecaja;Mapiri;60 o más;Rural;;;;;;;;;;;;3;;;;;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3253;1231;Municipio/TIOC;La Paz;Larecaja;Teoponte;Teoponte;Teoponte;1;5;6;;;;6;;18;8;12;28;4;5;1;180;3;241
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3254;1232;Municipio/TIOC;La Paz;Larecaja;Teoponte;0 a 17;Teoponte;1;3;;;;;;;4;6;10;2;3;5;;8;;34
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3255;1233;Municipio/TIOC;La Paz;Larecaja;Teoponte;18 a 29;Teoponte;;1;2;;;;;;3;1;;8;1;;1;32;2;45
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3256;1234;Municipio/TIOC;La Paz;Larecaja;Teoponte;30 a 59;Teoponte;;1;4;;;;6;;11;1;2;16;;;;132;1;152
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3257;1235;Municipio/TIOC;La Paz;Larecaja;Teoponte;60 o más;Teoponte;;;;;;;;;;;;2;;;;8;;10
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3258;1236;Municipio/TIOC;La Paz;Larecaja;Teoponte;Urbana;Urbana;;;;;;;;;;2;1;5;;1;;44;2;55
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3259;1237;Municipio/TIOC;La Paz;Larecaja;Teoponte;0 a 17;Urbana;;;;;;;;;;1;1;1;;1;;6;;10
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3260;1238;Municipio/TIOC;La Paz;Larecaja;Teoponte;18 a 29;Urbana;;;;;;;;;;;;2;;;;4;1;7
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3261;1239;Municipio/TIOC;La Paz;Larecaja;Teoponte;30 a 59;Urbana;;;;;;;;;;1;;2;;;;33;1;37
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3262;1240;Municipio/TIOC;La Paz;Larecaja;Teoponte;60 o más;Urbana;;;;;;;;;;;;;;;;1;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3263;1241;Municipio/TIOC;La Paz;Larecaja;Teoponte;Rural;Rural;1;5;6;;;;6;;18;6;11;23;4;4;1;136;1;186
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3264;1242;Municipio/TIOC;La Paz;Larecaja;Teoponte;0 a 17;Rural;1;3;;;;;;;4;5;9;1;3;4;;2;;24
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3265;1243;Municipio/TIOC;La Paz;Larecaja;Teoponte;18 a 29;Rural;;1;2;;;;;;3;1;;6;1;;1;28;1;38
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3266;1244;Municipio/TIOC;La Paz;Larecaja;Teoponte;30 a 59;Rural;;1;4;;;;6;;11;;2;14;;;;99;;115
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3267;1245;Municipio/TIOC;La Paz;Larecaja;Teoponte;60 o más;Rural;;;;;;;;;;;;2;;;;7;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3268;1246;Provincia;La Paz;Franz Tamayo;;Franz Tamayo;Franz Tamayo;12;7;37;;;;9;;65;22;45;160;2;8;;21;8;266
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3269;1247;Provincia;La Paz;Franz Tamayo;;0 a 17;Franz Tamayo;11;5;3;;;;3;;22;18;44;23;1;7;;4;2;99
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3270;1248;Provincia;La Paz;Franz Tamayo;;18 a 29;Franz Tamayo;1;;14;;;;;;15;4;1;36;1;;;4;3;49
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3271;1249;Provincia;La Paz;Franz Tamayo;;30 a 59;Franz Tamayo;;2;17;;;;5;;24;;;91;;1;;13;2;107
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3272;1250;Provincia;La Paz;Franz Tamayo;;60 o más;Franz Tamayo;;;3;;;;1;;4;;;10;;;;;1;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3273;1251;Provincia;La Paz;Franz Tamayo;;Urbana;Urbana;1;2;1;;;;7;;11;8;11;1;2;3;;12;3;40
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3274;1252;Provincia;La Paz;Franz Tamayo;;0 a 17;Urbana;1;2;;;;;2;;5;6;10;1;1;3;;3;1;25
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3275;1253;Provincia;La Paz;Franz Tamayo;;18 a 29;Urbana;;;;;;;;;;2;1;;1;;;1;1;6
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3276;1254;Provincia;La Paz;Franz Tamayo;;30 a 59;Urbana;;;;;;;4;;4;;;;;;;8;1;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3277;1255;Provincia;La Paz;Franz Tamayo;;60 o más;Urbana;;;1;;;;1;;2;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3278;1256;Provincia;La Paz;Franz Tamayo;;Rural;Rural;11;5;36;;;;2;;54;14;34;159;;5;;9;5;226
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3279;1257;Provincia;La Paz;Franz Tamayo;;0 a 17;Rural;10;3;3;;;;1;;17;12;34;22;;4;;1;1;74
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3280;1258;Provincia;La Paz;Franz Tamayo;;18 a 29;Rural;1;;14;;;;;;15;2;;36;;;;3;2;43
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3281;1259;Provincia;La Paz;Franz Tamayo;;30 a 59;Rural;;2;17;;;;1;;20;;;91;;1;;5;1;98
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3282;1260;Provincia;La Paz;Franz Tamayo;;60 o más;Rural;;;2;;;;;;2;;;10;;;;;1;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3283;1261;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Apolo;Apolo;8;6;9;;;;9;;32;18;33;26;2;6;;21;6;112
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3284;1262;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;0 a 17;Apolo;7;5;1;;;;3;;16;14;32;10;1;6;;4;2;69
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3285;1263;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;18 a 29;Apolo;1;;1;;;;;;2;4;1;6;1;;;4;2;18
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3286;1264;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;30 a 59;Apolo;;1;6;;;;5;;12;;;9;;;;13;1;23
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3287;1265;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;60 o más;Apolo;;;1;;;;1;;2;;;1;;;;;1;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3288;1266;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Urbana;Urbana;1;2;1;;;;7;;11;8;11;1;2;3;;12;3;40
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3289;1267;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;0 a 17;Urbana;1;2;;;;;2;;5;6;10;1;1;3;;3;1;25
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3290;1268;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;18 a 29;Urbana;;;;;;;;;;2;1;;1;;;1;1;6
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3291;1269;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;30 a 59;Urbana;;;;;;;4;;4;;;;;;;8;1;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3292;1270;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;60 o más;Urbana;;;1;;;;1;;2;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3293;1271;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Rural;Rural;7;4;8;;;;2;;21;10;22;25;;3;;9;3;72
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3294;1272;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;0 a 17;Rural;6;3;1;;;;1;;11;8;22;9;;3;;1;1;44
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3295;1273;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;18 a 29;Rural;1;;1;;;;;;2;2;;6;;;;3;1;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3296;1274;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;30 a 59;Rural;;1;6;;;;1;;8;;;9;;;;5;;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3297;1275;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;60 o más;Rural;;;;;;;;;;;;1;;;;;1;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3298;1276;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;Pelechuco;4;1;28;;;;;;33;4;12;134;;2;;;2;154
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3299;1277;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;0 a 17;Pelechuco;4;;2;;;;;;6;4;12;13;;1;;;;30
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3300;1278;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;18 a 29;Pelechuco;;;13;;;;;;13;;;30;;;;;1;31
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3301;1279;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;30 a 59;Pelechuco;;1;11;;;;;;12;;;82;;1;;;1;84
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3302;1280;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;60 o más;Pelechuco;;;2;;;;;;2;;;9;;;;;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3303;1281;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Urbana;Urbana;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD , CENSOS 2012 Y 3304;1282;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;0 a 17;Urbana;;;;;;;;;;;;;;;;;;
