cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3749;1726;Municipio/TIOC;La Paz;Los Andes;Laja;Laja;Laja;10;4;5;2;;1;4;1;27;69;72;31;;7;2;7;5;193
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3750;1727;Municipio/TIOC;La Paz;Los Andes;Laja;0 a 17;Laja;8;3;;2;;;;;13;59;66;4;;3;;1;3;136
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3751;1728;Municipio/TIOC;La Paz;Los Andes;Laja;18 a 29;Laja;;;2;;;;;1;3;8;5;;;;;2;2;17
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3752;1729;Municipio/TIOC;La Paz;Los Andes;Laja;30 a 59;Laja;2;1;3;;;1;4;;11;2;1;22;;4;2;4;;35
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3753;1730;Municipio/TIOC;La Paz;Los Andes;Laja;60 o más;Laja;;;;;;;;;;;;5;;;;;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3754;1731;Municipio/TIOC;La Paz;Los Andes;Laja;Hombres;Hombres;6;;3;;;;3;;12;45;35;20;;2;1;5;2;110
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3755;1732;Municipio/TIOC;La Paz;Los Andes;Laja;0 a 17;Hombres;5;;;;;;;;5;39;32;4;;2;;;1;78
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3756;1733;Municipio/TIOC;La Paz;Los Andes;Laja;18 a 29;Hombres;;;1;;;;;;1;4;2;;;;;2;1;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3757;1734;Municipio/TIOC;La Paz;Los Andes;Laja;30 a 59;Hombres;1;;2;;;;3;;6;2;1;12;;;1;3;;19
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3758;1735;Municipio/TIOC;La Paz;Los Andes;Laja;60 o más;Hombres;;;;;;;;;;;;4;;;;;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3759;1736;Municipio/TIOC;La Paz;Los Andes;Laja;Mujeres;Mujeres;4;4;2;2;;1;1;1;15;24;37;11;;5;1;2;3;83
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3760;1737;Municipio/TIOC;La Paz;Los Andes;Laja;0 a 17;Mujeres;3;3;;2;;;;;8;20;34;;;1;;1;2;58
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3761;1738;Municipio/TIOC;La Paz;Los Andes;Laja;18 a 29;Mujeres;;;1;;;;;1;2;4;3;;;;;;1;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3762;1739;Municipio/TIOC;La Paz;Los Andes;Laja;30 a 59;Mujeres;1;1;1;;;1;1;;5;;;10;;4;1;1;;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3763;1740;Municipio/TIOC;La Paz;Los Andes;Laja;60 o más;Mujeres;;;;;;;;;;;;1;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3764;1741;Municipio/TIOC;La Paz;Los Andes;Batallas;Batallas;Batallas;13;6;1;;;;1;;21;73;46;14;1;2;1;20;3;160
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3765;1742;Municipio/TIOC;La Paz;Los Andes;Batallas;0 a 17;Batallas;12;5;;;;;;;17;66;39;3;1;1;;2;3;115
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3766;1743;Municipio/TIOC;La Paz;Los Andes;Batallas;18 a 29;Batallas;1;1;;;;;1;;3;7;6;4;;;;10;;27
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3767;1744;Municipio/TIOC;La Paz;Los Andes;Batallas;30 a 59;Batallas;;;1;;;;;;1;;1;6;;;1;8;;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3768;1745;Municipio/TIOC;La Paz;Los Andes;Batallas;60 o más;Batallas;;;;;;;;;;;;1;;1;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3769;1746;Municipio/TIOC;La Paz;Los Andes;Batallas;Hombres;Hombres;5;4;;;;;1;;10;34;21;6;;1;;8;3;73
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3770;1747;Municipio/TIOC;La Paz;Los Andes;Batallas;0 a 17;Hombres;5;4;;;;;;;9;33;18;;;1;;;3;55
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3771;1748;Municipio/TIOC;La Paz;Los Andes;Batallas;18 a 29;Hombres;;;;;;;1;;1;1;3;2;;;;4;;10
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3772;1749;Municipio/TIOC;La Paz;Los Andes;Batallas;30 a 59;Hombres;;;;;;;;;;;;4;;;;4;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3773;1750;Municipio/TIOC;La Paz;Los Andes;Batallas;60 o más;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3774;1751;Municipio/TIOC;La Paz;Los Andes;Batallas;Mujeres;Mujeres;8;2;1;;;;;;11;39;25;8;1;1;1;12;;87
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3775;1752;Municipio/TIOC;La Paz;Los Andes;Batallas;0 a 17;Mujeres;7;1;;;;;;;8;33;21;3;1;;;2;;60
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3776;1753;Municipio/TIOC;La Paz;Los Andes;Batallas;18 a 29;Mujeres;1;1;;;;;;;2;6;3;2;;;;6;;17
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3777;1754;Municipio/TIOC;La Paz;Los Andes;Batallas;30 a 59;Mujeres;;;1;;;;;;1;;1;2;;;1;4;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3778;1755;Municipio/TIOC;La Paz;Los Andes;Batallas;60 o más;Mujeres;;;;;;;;;;;;1;;1;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3779;1756;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;Puerto Pérez;3;3;2;;;;;;8;17;10;5;;;;;;32
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3780;1757;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;0 a 17;Puerto Pérez;3;3;;;;;;;6;16;10;;;;;;;26
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3781;1758;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;18 a 29;Puerto Pérez;;;1;;;;;;1;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3782;1759;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;30 a 59;Puerto Pérez;;;1;;;;;;1;;;4;;;;;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3783;1760;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;60 o más;Puerto Pérez;;;;;;;;;;;;1;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3784;1761;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Hombres;Hombres;1;1;;;;;;;2;8;4;;;;;;;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3785;1762;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;0 a 17;Hombres;1;1;;;;;;;2;8;4;;;;;;;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3786;1763;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;18 a 29;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3787;1764;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;30 a 59;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3788;1765;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;60 o más;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3789;1766;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Mujeres;Mujeres;2;2;2;;;;;;6;9;6;5;;;;;;20
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3790;1767;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;0 a 17;Mujeres;2;2;;;;;;;4;8;6;;;;;;;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3791;1768;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;18 a 29;Mujeres;;;1;;;;;;1;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3792;1769;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;30 a 59;Mujeres;;;1;;;;;;1;;;4;;;;;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3793;1770;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;60 o más;Mujeres;;;;;;;;;;;;1;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3794;1771;Provincia;La Paz;Aroma;;Aroma;Aroma;58;65;42;2;12;;15;1;195;211;383;41;9;53;1;14;16;728
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3795;1772;Provincia;La Paz;Aroma;;0 a 17;Aroma;51;61;3;2;8;;;;125;183;351;4;9;42;;4;12;605
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3796;1773;Provincia;La Paz;Aroma;;18 a 29;Aroma;3;2;15;;;;6;1;27;20;28;9;;5;;3;2;67
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3797;1774;Provincia;La Paz;Aroma;;30 a 59;Aroma;4;2;23;;4;;7;;40;8;4;27;;4;1;6;2;52
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3798;1775;Provincia;La Paz;Aroma;;60 o más;Aroma;;;1;;;;2;;3;;;1;;2;;1;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3799;1776;Provincia;La Paz;Aroma;;Hombres;Hombres;32;36;36;;7;;4;1;116;109;210;30;2;31;;8;10;400
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3800;1777;Provincia;La Paz;Aroma;;0 a 17;Hombres;29;35;3;;5;;;;72;94;190;1;2;26;;3;7;323
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3801;1778;Provincia;La Paz;Aroma;;18 a 29;Hombres;;;13;;;;1;1;15;11;17;4;;1;;2;1;36
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3802;1779;Provincia;La Paz;Aroma;;30 a 59;Hombres;3;1;19;;2;;2;;27;4;3;24;;3;;3;2;39
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3803;1780;Provincia;La Paz;Aroma;;60 o más;Hombres;;;1;;;;1;;2;;;1;;1;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3804;1781;Provincia;La Paz;Aroma;;Mujeres;Mujeres;26;29;6;2;5;;11;;79;102;173;11;7;22;1;6;6;328
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3805;1782;Provincia;La Paz;Aroma;;0 a 17;Mujeres;22;26;;2;3;;;;53;89;161;3;7;16;;1;5;282
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3806;1783;Provincia;La Paz;Aroma;;18 a 29;Mujeres;3;2;2;;;;5;;12;9;11;5;;4;;1;1;31
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3807;1784;Provincia;La Paz;Aroma;;30 a 59;Mujeres;1;1;4;;2;;5;;13;4;1;3;;1;1;3;;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3808;1785;Provincia;La Paz;Aroma;;60 o más;Mujeres;;;;;;;1;;1;;;;;1;;1;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3809;1786;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;Sicasica;28;11;1;1;3;;1;;45;68;65;6;7;20;;6;2;174
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3810;1787;Municipio/TIOC;La Paz;Aroma;Sicasica;0 a 17;Sicasica;26;10;;1;2;;;;39;56;63;;7;18;;2;1;147
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3811;1788;Municipio/TIOC;La Paz;Aroma;Sicasica;18 a 29;Sicasica;1;1;1;;;;;;3;7;;3;;1;;2;;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3812;1789;Municipio/TIOC;La Paz;Aroma;Sicasica;30 a 59;Sicasica;1;;;;1;;;;2;5;2;3;;1;;2;1;14
