cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria;;
;233;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Hombres;2890.00;3097.00;2622.00;0.10;268.00;0.10;475.00;0.10;-207.00;743.00;17.90;31.70;-13.80;-0.30;3949.00;3750.00;3553.00;0.10;396.00;0.10;197.00;0.10;199.00;593.00;20.60;10.20;10.30;0.30;4306.00;4055.00;3861.00;0.10;445.00;0.10;194.00;0.10;251.00;639.00;21.30;9.30;12.00;0.40;;
;234;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Mujeres;2434.00;2713.00;2289.00;0.10;145.00;0.00;424.00;0.10;-279.00;569.00;11.30;33.00;-21.70;-0.50;3245.00;3145.00;2982.00;0.10;263.00;0.10;163.00;0.10;100.00;426.00;16.50;10.20;6.30;0.20;3794.00;3633.00;3456.00;0.10;338.00;0.10;177.00;0.10;161.00;515.00;18.20;9.50;8.70;0.30;;
;235;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Quiabaya;2172.00;2274.00;2041.00;0.00;131.00;0.00;233.00;0.00;-102.00;364.00;11.80;21.00;-9.20;-0.30;2309.00;2309.00;2141.00;0.00;168.00;0.00;168.00;0.00;0.00;336.00;14.60;14.60;0.00;0.00;3507.00;3460.00;3351.00;0.00;156.00;0.00;109.00;0.00;47.00;265.00;9.00;6.30;2.70;0.20;;
;236;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Hombres;1154.00;1199.00;1075.00;0.00;79.00;0.00;124.00;0.00;-45.00;203.00;13.40;21.10;-7.60;-0.20;1194.00;1214.00;1118.00;0.00;76.00;0.00;96.00;0.00;-20.00;172.00;12.60;15.90;-3.30;-0.10;1814.00;1811.00;1751.00;0.00;63.00;0.00;60.00;0.00;3.00;123.00;7.00;6.60;0.30;0.00;;
;237;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Mujeres;1018.00;1075.00;966.00;0.00;52.00;0.00;109.00;0.00;-57.00;161.00;9.90;20.80;-10.90;-0.40;1115.00;1095.00;1023.00;0.00;92.00;0.00;72.00;0.00;20.00;164.00;16.70;13.00;3.60;0.10;1693.00;1649.00;1600.00;0.00;93.00;0.00;49.00;0.00;44.00;142.00;11.10;5.90;5.30;0.30;;
;238;Municipio/TIOC;La Paz;Larecaja;Combaya;Combaya;2394.00;2569.00;2328.00;0.00;66.00;0.00;241.00;0.00;-175.00;307.00;5.30;19.40;-14.10;-0.60;3508.00;3555.00;3434.00;0.00;74.00;0.00;121.00;0.00;-47.00;195.00;4.20;6.90;-2.70;-0.20;2965.00;2931.00;2870.00;0.00;95.00;0.00;61.00;0.00;34.00;156.00;6.40;4.10;2.30;0.20;;
;239;Municipio/TIOC;La Paz;Larecaja;Combaya;Hombres;1234.00;1322.00;1194.00;0.00;40.00;0.00;128.00;0.00;-88.00;168.00;6.30;20.00;-13.80;-0.50;1818.00;1846.00;1779.00;0.00;39.00;0.00;67.00;0.00;-28.00;106.00;4.30;7.30;-3.10;-0.30;1568.00;1562.00;1525.00;0.00;43.00;0.00;37.00;0.00;6.00;80.00;5.50;4.70;0.80;0.10;;
;240;Municipio/TIOC;La Paz;Larecaja;Combaya;Mujeres;1160.00;1247.00;1134.00;0.00;26.00;0.00;113.00;0.00;-87.00;139.00;4.30;18.80;-14.50;-0.60;1690.00;1709.00;1655.00;0.00;35.00;0.00;54.00;0.00;-19.00;89.00;4.10;6.40;-2.20;-0.20;1397.00;1369.00;1345.00;0.00;52.00;0.00;24.00;0.00;28.00;76.00;7.50;3.50;4.00;0.40;;
;241;Municipio/TIOC;La Paz;Larecaja;Tipuani;Tipuani;7755.00;9452.00;6675.00;0.10;1080.00;0.10;2777.00;0.40;-1697.00;3857.00;25.10;64.60;-39.40;-0.40;8615.00;7892.00;7195.00;0.10;1420.00;0.20;697.00;0.10;723.00;2117.00;34.40;16.90;17.50;0.30;6396.00;6343.00;5507.00;0.10;889.00;0.10;836.00;0.10;53.00;1725.00;27.90;26.30;1.70;0.00;;
;242;Municipio/TIOC;La Paz;Larecaja;Tipuani;Hombres;4170.00;5068.00;3603.00;0.10;567.00;0.10;1465.00;0.40;-898.00;2032.00;24.60;63.40;-38.90;-0.40;4582.00;4190.00;3816.00;0.10;766.00;0.20;374.00;0.10;392.00;1140.00;34.90;17.10;17.90;0.30;3550.00;3467.00;3031.00;0.10;519.00;0.20;436.00;0.10;83.00;955.00;29.60;24.90;4.70;0.10;;
;243;Municipio/TIOC;La Paz;Larecaja;Tipuani;Mujeres;3585.00;4384.00;3072.00;0.10;513.00;0.10;1312.00;0.40;-799.00;1825.00;25.70;65.90;-40.10;-0.40;4033.00;3702.00;3379.00;0.10;654.00;0.20;323.00;0.10;331.00;977.00;33.80;16.70;17.10;0.30;2846.00;2876.00;2476.00;0.10;370.00;0.10;400.00;0.10;-30.00;770.00;25.90;28.00;-2.10;0.00;;
;244;Municipio/TIOC;La Paz;Larecaja;Mapiri;Mapiri;7592.00;6262.00;6183.00;0.10;1409.00;0.20;79.00;0.00;1330.00;1488.00;40.70;2.30;38.40;0.90;11693.00;10253.00;9658.00;0.10;2035.00;0.30;595.00;0.10;1440.00;2630.00;37.10;10.80;26.20;0.50;17158.00;15744.00;14297.00;0.20;2861.00;0.40;1447.00;0.20;1414.00;4308.00;34.80;17.60;17.20;0.30;;
;245;Municipio/TIOC;La Paz;Larecaja;Mapiri;Hombres;4059.00;3348.00;3305.00;0.10;754.00;0.20;43.00;0.00;711.00;797.00;40.70;2.30;38.40;0.90;6360.00;5474.00;5169.00;0.10;1191.00;0.30;305.00;0.10;886.00;1496.00;40.30;10.30;29.90;0.60;9329.00;8514.00;7702.00;0.20;1627.00;0.50;812.00;0.20;815.00;2439.00;36.50;18.20;18.30;0.30;;
;246;Municipio/TIOC;La Paz;Larecaja;Mapiri;Mujeres;3533.00;2914.00;2878.00;0.10;655.00;0.20;36.00;0.00;619.00;691.00;40.60;2.20;38.40;0.90;5333.00;4779.00;4489.00;0.10;844.00;0.30;290.00;0.10;554.00;1134.00;33.40;11.50;21.90;0.50;7829.00;7230.00;6595.00;0.10;1234.00;0.40;635.00;0.20;599.00;1869.00;32.80;16.90;15.90;0.30;;
;247;Municipio/TIOC;La Paz;Larecaja;Teoponte;Teoponte;5891.00;5117.00;5083.00;0.10;808.00;0.10;34.00;0.00;774.00;842.00;29.40;1.20;28.10;0.90;8162.00;7604.00;7141.00;0.10;1021.00;0.20;463.00;0.10;558.00;1484.00;25.90;11.70;14.20;0.40;10894.00;9954.00;9301.00;0.10;1593.00;0.20;653.00;0.10;940.00;2246.00;30.60;12.50;18.00;0.40;;
;248;Municipio/TIOC;La Paz;Larecaja;Teoponte;Hombres;3342.00;2875.00;2854.00;0.10;488.00;0.10;21.00;0.00;467.00;509.00;31.40;1.40;30.00;0.90;4530.00;4173.00;3913.00;0.10;617.00;0.20;260.00;0.10;357.00;877.00;28.40;11.90;16.40;0.40;5916.00;5345.00;4997.00;0.10;919.00;0.30;348.00;0.10;571.00;1267.00;32.60;12.40;20.30;0.50;;
;249;Municipio/TIOC;La Paz;Larecaja;Teoponte;Mujeres;2549.00;2242.00;2229.00;0.10;320.00;0.10;13.00;0.00;307.00;333.00;26.70;1.10;25.60;0.90;3632.00;3431.00;3228.00;0.10;404.00;0.10;203.00;0.10;201.00;607.00;22.90;11.50;11.40;0.30;4978.00;4609.00;4304.00;0.10;674.00;0.20;305.00;0.10;369.00;979.00;28.10;12.70;15.40;0.40;;
;250;Provincia;La Paz;Franz Tamayo;;Franz Tamayo;15333.00;16102.00;14551.00;0.20;782.00;0.10;1551.00;0.20;-769.00;2333.00;10.00;19.70;-9.80;-0.30;23265.00;23099.00;21887.00;0.30;1378.00;0.20;1212.00;0.20;166.00;2590.00;11.90;10.50;1.40;0.10;22958.00;22349.00;20816.00;0.20;2142.00;0.40;1533.00;0.30;609.00;3675.00;18.90;13.50;5.40;0.20;;
;251;Provincia;La Paz;Franz Tamayo;;Hombres;8033.00;8354.00;7590.00;0.20;443.00;0.10;764.00;0.20;-321.00;1207.00;10.80;18.60;-7.80;-0.30;12761.00;12567.00;11934.00;0.30;827.00;0.30;633.00;0.20;194.00;1460.00;13.10;10.00;3.10;0.10;12484.00;12053.00;11252.00;0.20;1232.00;0.40;801.00;0.30;431.00;2033.00;20.10;13.10;7.00;0.20;;
;252;Provincia;La Paz;Franz Tamayo;;Mujeres;7300.00;7748.00;6961.00;0.20;339.00;0.10;787.00;0.20;-448.00;1126.00;9.00;20.90;-11.90;-0.40;10504.00;10532.00;9953.00;0.20;551.00;0.20;579.00;0.20;-28.00;1130.00;10.50;11.00;-0.50;0.00;10474.00;10296.00;9564.00;0.20;910.00;0.30;732.00;0.30;178.00;1642.00;17.50;14.10;3.40;0.10;;
;253;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Apolo;10966.00;11511.00;10380.00;0.20;586.00;0.10;1131.00;0.20;-545.00;1717.00;10.40;20.10;-9.70;-0.30;17681.00;17658.00;16700.00;0.20;981.00;0.10;958.00;0.10;23.00;1939.00;11.10;10.80;0.30;0.00;15591.00;15294.00;13969.00;0.20;1622.00;0.20;1325.00;0.20;297.00;2947.00;21.00;17.20;3.80;0.10;;
;254;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Hombres;5733.00;5955.00;5416.00;0.20;317.00;0.10;539.00;0.10;-222.00;856.00;10.80;18.40;-7.60;-0.30;9633.00;9548.00;9057.00;0.20;576.00;0.20;491.00;0.10;85.00;1067.00;12.00;10.20;1.80;0.10;8250.00;8044.00;7345.00;0.20;905.00;0.30;699.00;0.20;206.00;1604.00;22.20;17.20;5.10;0.10;;
;255;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Mujeres;5233.00;5556.00;4964.00;0.20;269.00;0.10;592.00;0.20;-323.00;861.00;10.00;21.90;-12.00;-0.40;8048.00;8110.00;7643.00;0.20;405.00;0.10;467.00;0.10;-62.00;872.00;10.00;11.60;-1.50;-0.10;7341.00;7250.00;6624.00;0.10;717.00;0.20;626.00;0.20;91.00;1343.00;19.70;17.20;2.50;0.10;;
;256;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;4319.00;4498.00;4138.00;0.10;181.00;0.00;360.00;0.00;-179.00;541.00;8.20;16.30;-8.10;-0.30;5584.00;5441.00;5160.00;0.10;424.00;0.10;281.00;0.00;143.00;705.00;15.40;10.20;5.20;0.20;7367.00;7055.00;6806.00;0.10;561.00;0.10;249.00;0.00;312.00;810.00;15.60;6.90;8.70;0.40;;
;257;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Hombres;2272.00;2351.00;2154.00;0.10;118.00;0.00;197.00;0.10;-79.00;315.00;10.20;17.00;-6.80;-0.30;3128.00;3019.00;2858.00;0.10;270.00;0.10;161.00;0.00;109.00;431.00;17.60;10.50;7.10;0.30;4234.00;4009.00;3884.00;0.10;350.00;0.10;125.00;0.00;225.00;475.00;17.00;6.10;10.90;0.50;;
;258;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Mujeres;2047.00;2147.00;1984.00;0.10;63.00;0.00;163.00;0.00;-100.00;226.00;6.00;15.50;-9.50;-0.40;2456.00;2422.00;2302.00;0.10;154.00;0.00;120.00;0.00;34.00;274.00;12.60;9.80;2.80;0.10;3133.00;3046.00;2922.00;0.10;211.00;0.10;124.00;0.00;87.00;335.00;13.70;8.00;5.60;0.30;;
;259;Provincia;La Paz;Ingavi;;Ingavi;84908.00;86552.00;77960.00;1.20;6948.00;1.00;8592.00;1.20;-1644.00;15540.00;16.20;20.00;-3.80;-0.10;120501.00;115295.00;111307.00;1.40;9194.00;1.50;3988.00;0.70;5206.00;13182.00;15.60;6.80;8.80;0.40;146700.00;136327.00;130293.00;1.40;16407.00;3.00;6034.00;1.10;10373.00;22441.00;23.20;8.50;14.70;0.50;;
;260;Provincia;La Paz;Ingavi;;Hombres;41807.00;41860.00;37663.00;1.20;4144.00;1.10;4197.00;1.10;-53.00;8341.00;19.80;20.10;-0.30;0.00;59169.00;56426.00;54385.00;1.30;4784.00;1.50;2041.00;0.60;2743.00;6825.00;16.60;7.10;9.50;0.40;72095.00;66763.00;63629.00;1.40;8466.00;2.90;3134.00;1.10;5332.00;11600.00;24.40;9.00;15.40;0.50;;
;261;Provincia;La Paz;Ingavi;;Mujeres;43101.00;44692.00;40297.00;1.20;2804.00;0.80;4395.00;1.30;-1591.00;7199.00;12.80;20.00;-7.20;-0.20;61332.00;58869.00;56922.00;1.40;4410.00;1.50;1947.00;0.70;2463.00;6357.00;14.70;6.50;8.20;0.40;74605.00;69564.00;66664.00;1.40;7941.00;3.00;2900.00;1.10;5041.00;10841.00;22.00;8.00;14.00;0.50;;
;262;Municipio/TIOC;La Paz;Ingavi;Viacha;Viacha;40775.00;41289.00;35962.00;0.60;4813.00;0.70;5327.00;0.70;-514.00;10140.00;23.50;26.00;-2.50;-0.10;70903.00;64888.00;63087.00;0.80;7816.00;1.20;1801.00;0.30;6015.00;9617.00;23.00;5.30;17.70;0.60;94328.00;84839.00;80597.00;0.90;13731.00;2.10;4242.00;0.70;9489.00;17973.00;30.70;9.50;21.20;0.50;;
;263;Municipio/TIOC;La Paz;Ingavi;Viacha;Hombres;20341.00;20121.00;17488.00;0.60;2853.00;0.70;2633.00;0.70;220.00;5486.00;28.20;26.00;2.20;0.00;34609.00;31513.00;30581.00;0.80;4028.00;1.20;932.00;0.30;3096.00;4960.00;24.40;5.60;18.70;0.60;46289.00;41497.00;39285.00;0.90;7004.00;2.10;2212.00;0.70;4792.00;9216.00;31.90;10.10;21.80;0.50;;
;264;Municipio/TIOC;La Paz;Ingavi;Viacha;Mujeres;20434.00;21168.00;18474.00;0.60;1960.00;0.60;2694.00;0.80;-734.00;4654.00;18.80;25.90;-7.10;-0.20;36294.00;33375.00;32506.00;0.80;3788.00;1.20;869.00;0.30;2919.00;4657.00;21.70;5.00;16.80;0.60;48039.00;43342.00;41312.00;0.90;6727.00;2.10;2030.00;0.60;4697.00;8757.00;29.40;8.90;20.60;0.50;;
;265;Municipio/TIOC;La Paz;Ingavi;Guaqui;Guaqui;6758.00;6969.00;6060.00;0.10;698.00;0.10;909.00;0.10;-211.00;1607.00;20.30;26.50;-6.10;-0.10;6683.00;6608.00;6333.00;0.10;350.00;0.10;275.00;0.00;75.00;625.00;10.50;8.30;2.30;0.10;6865.00;6624.00;6141.00;0.10;724.00;0.10;483.00;0.10;241.00;1207.00;21.50;14.30;7.10;0.20;;
;266;Municipio/TIOC;La Paz;Ingavi;Guaqui;Hombres;3341.00;3266.00;2847.00;0.10;494.00;0.10;419.00;0.10;75.00;913.00;29.90;25.40;4.50;0.10;3285.00;3199.00;3068.00;0.10;217.00;0.10;131.00;0.00;86.00;348.00;13.40;8.10;5.30;0.20;3400.00;3180.00;2933.00;0.10;467.00;0.10;247.00;0.10;220.00;714.00;28.40;15.00;13.40;0.30;;
;267;Municipio/TIOC;La Paz;Ingavi;Guaqui;Mujeres;3417.00;3703.00;3213.00;0.10;204.00;0.10;490.00;0.10;-286.00;694.00;11.50;27.50;-16.10;-0.40;3398.00;3409.00;3265.00;0.10;133.00;0.00;144.00;0.00;-11.00;277.00;7.80;8.50;-0.60;0.00;3465.00;3444.00;3208.00;0.10;257.00;0.10;236.00;0.10;21.00;493.00;14.90;13.70;1.20;0.00;;
;268;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Tiahuanacu;10079.00;11140.00;9689.00;0.20;390.00;0.10;1451.00;0.20;-1061.00;1841.00;7.40;27.40;-20.00;-0.60;11291.00;11592.00;11004.00;0.10;287.00;0.00;588.00;0.10;-301.00;875.00;5.00;10.30;-5.30;-0.30;11553.00;11522.00;11071.00;0.10;482.00;0.10;451.00;0.10;31.00;933.00;8.40;7.80;0.50;0.00;;
;269;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Hombres;4896.00;5389.00;4678.00;0.20;218.00;0.10;711.00;0.20;-493.00;929.00;8.50;27.70;-19.20;-0.50;5589.00;5736.00;5440.00;0.10;149.00;0.00;296.00;0.10;-147.00;445.00;5.30;10.50;-5.20;-0.30;5526.00;5512.00;5279.00;0.10;247.00;0.10;233.00;0.10;14.00;480.00;9.00;8.40;0.50;0.00;;
;270;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Mujeres;5183.00;5751.00;5011.00;0.20;172.00;0.00;740.00;0.20;-568.00;912.00;6.30;27.10;-20.80;-0.60;5702.00;5856.00;5564.00;0.10;138.00;0.00;292.00;0.10;-154.00;430.00;4.80;10.10;-5.30;-0.40;6027.00;6010.00;5792.00;0.10;235.00;0.10;218.00;0.10;17.00;453.00;7.80;7.20;0.60;0.00;;
;271;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Desaguadero;4306.00;4396.00;3993.00;0.10;313.00;0.00;403.00;0.10;-90.00;716.00;14.40;18.50;-4.10;-0.10;6152.00;6160.00;5892.00;0.10;260.00;0.00;268.00;0.00;-8.00;528.00;8.40;8.70;-0.30;0.00;6722.00;6613.00;6363.00;0.10;359.00;0.10;250.00;0.00;109.00;609.00;10.80;7.50;3.30;0.20;;
;272;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Hombres;2076.00;2117.00;1911.00;0.10;165.00;0.00;206.00;0.10;-41.00;371.00;15.70;19.70;-3.90;-0.10;3019.00;3036.00;2891.00;0.10;128.00;0.00;145.00;0.00;-17.00;273.00;8.50;9.60;-1.10;-0.10;3331.00;3293.00;3154.00;0.10;177.00;0.10;139.00;0.00;38.00;316.00;10.70;8.40;2.30;0.10;;
;273;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Mujeres;2230.00;2279.00;2082.00;0.10;148.00;0.00;197.00;0.10;-49.00;345.00;13.10;17.50;-4.30;-0.10;3133.00;3124.00;3001.00;0.10;132.00;0.00;123.00;0.00;9.00;255.00;8.40;7.90;0.60;0.00;3391.00;3320.00;3209.00;0.10;182.00;0.10;111.00;0.00;71.00;293.00;10.80;6.60;4.20;0.20;;
;274;Municipio/TIOC;La Paz;Ingavi;San Andrés de Machaca;San Andrés de Machaca;5587.00;5413.00;5348.00;0.10;239.00;0.00;65.00;0.00;174.00;304.00;8.70;2.40;6.30;0.60;5630.00;5729.00;5503.00;0.10;127.00;0.00;226.00;0.00;-99.00;353.00;4.50;8.00;-3.50;-0.30;6737.00;6512.00;6365.00;0.10;372.00;0.10;147.00;0.00;225.00;519.00;11.20;4.40;6.80;0.40;;
;275;Municipio/TIOC;La Paz;Ingavi;San Andrés de Machaca;Hombres;2751.00;2644.00;2615.00;0.10;136.00;0.00;29.00;0.00;107.00;165.00;10.10;2.20;7.90;0.60;2817.00;2858.00;2744.00;0.10;73.00;0.00;114.00;0.00;-41.00;187.00;5.10;8.00;-2.90;-0.20;3420.00;3287.00;3220.00;0.10;200.00;0.10;67.00;0.00;133.00;267.00;11.90;4.00;7.90;0.50;;
;276;Municipio/TIOC;La Paz;Ingavi;San Andrés de Machaca;Mujeres;2836.00;2769.00;2733.00;0.10;103.00;0.00;36.00;0.00;67.00;139.00;7.40;2.60;4.80;0.50;2813.00;2871.00;2759.00;0.10;54.00;0.00;112.00;0.00;-58.00;166.00;3.80;7.90;-4.10;-0.30;3317.00;3225.00;3145.00;0.10;172.00;0.10;80.00;0.00;92.00;252.00;10.50;4.90;5.60;0.40;;
;277;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaca;Jesús de Machaca;11664.00;11366.00;11318.00;0.20;346.00;0.00;48.00;0.00;298.00;394.00;6.00;0.80;5.20;0.80;13830.00;14327.00;13548.00;0.20;282.00;0.00;779.00;0.10;-497.00;1061.00;4.00;11.10;-7.10;-0.50;14397.00;14344.00;13796.00;0.20;601.00;0.10;548.00;0.10;53.00;1149.00;8.40;7.60;0.70;0.00;;
;278;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaca;Hombres;5560.00;5403.00;5374.00;0.20;186.00;0.00;29.00;0.00;157.00;215.00;6.80;1.10;5.70;0.70;6843.00;7113.00;6699.00;0.20;144.00;0.00;414.00;0.10;-270.00;558.00;4.10;11.90;-7.70;-0.50;7183.00;7158.00;6870.00;0.20;313.00;0.10;288.00;0.10;25.00;601.00;8.70;8.00;0.70;0.00;;
;279;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaca;Mujeres;6104.00;5963.00;5944.00;0.20;160.00;0.00;19.00;0.00;141.00;179.00;5.30;0.60;4.70;0.80;6987.00;7214.00;6849.00;0.20;138.00;0.00;365.00;0.10;-227.00;503.00;3.90;10.30;-6.40;-0.50;7214.00;7186.00;6926.00;0.20;288.00;0.10;260.00;0.10;28.00;548.00;8.00;7.20;0.80;0.10;;
;280;Municipio/TIOC;La Paz;Ingavi;Taraco;Taraco;5289.00;5226.00;5215.00;0.10;74.00;0.00;11.00;0.00;63.00;85.00;2.80;0.40;2.40;0.70;6012.00;5991.00;5698.00;0.10;314.00;0.00;293.00;0.00;21.00;607.00;10.50;9.80;0.70;0.00;6098.00;5873.00;5647.00;0.10;451.00;0.10;226.00;0.00;225.00;677.00;15.10;7.60;7.50;0.30;;
;281;Municipio/TIOC;La Paz;Ingavi;Taraco;Hombres;2589.00;2562.00;2553.00;0.10;36.00;0.00;9.00;0.00;27.00;45.00;2.80;0.70;2.10;0.60;3007.00;2971.00;2840.00;0.10;167.00;0.00;131.00;0.00;36.00;298.00;11.20;8.80;2.40;0.10;2946.00;2836.00;2736.00;0.10;210.00;0.10;100.00;0.00;110.00;310.00;14.50;6.90;7.60;0.40;;
;282;Municipio/TIOC;La Paz;Ingavi;Taraco;Mujeres;2700.00;2664.00;2662.00;0.10;38.00;0.00;2.00;0.00;36.00;40.00;2.80;0.10;2.70;0.90;3005.00;3020.00;2858.00;0.10;147.00;0.00;162.00;0.10;-15.00;309.00;9.80;10.80;-1.00;0.00;3152.00;3037.00;2911.00;0.10;241.00;0.10;126.00;0.00;115.00;367.00;15.60;8.10;7.40;0.30;;
;283;Provincia;La Paz;Loayza;;Loayza;38233.00;41014.00;36656.00;0.60;1577.00;0.20;4358.00;0.60;-2781.00;5935.00;8.00;22.00;-14.00;-0.50;42620.00;43927.00;41225.00;0.50;1395.00;0.20;2702.00;0.40;-1307.00;4097.00;6.40;12.50;-6.00;-0.30;48990.00;48574.00;46997.00;0.50;1993.00;0.40;1577.00;0.30;416.00;3570.00;8.20;6.50;1.70;0.10;;
;284;Provincia;La Paz;Loayza;;Hombres;19467.00;20726.00;18597.00;0.60;870.00;0.20;2129.00;0.60;-1259.00;2999.00;8.70;21.20;-12.50;-0.40;21926.00;22478.00;21161.00;0.50;765.00;0.20;1317.00;0.40;-552.00;2082.00;6.90;11.90;-5.00;-0.30;25494.00;25273.00;24460.00;0.50;1034.00;0.40;813.00;0.30;221.00;1847.00;8.10;6.40;1.70;0.10;;
;285;Provincia;La Paz;Loayza;;Mujeres;18766.00;20288.00;18059.00;0.60;707.00;0.20;2229.00;0.70;-1522.00;2936.00;7.20;22.80;-15.60;-0.50;20694.00;21449.00;20064.00;0.50;630.00;0.20;1385.00;0.50;-755.00;2015.00;6.00;13.10;-7.20;-0.40;23496.00;23301.00;22537.00;0.50;959.00;0.40;764.00;0.30;195.00;1723.00;8.20;6.50;1.70;0.10;;
;286;Municipio/TIOC;La Paz;Loayza;Luribay;Luribay;7896.00;8554.00;7564.00;0.10;332.00;0.00;990.00;0.10;-658.00;1322.00;8.10;24.10;-16.00;-0.50;10119.00;10378.00;9808.00;0.10;311.00;0.00;570.00;0.10;-259.00;881.00;6.10;11.10;-5.10;-0.30;9106.00;9129.00;8741.00;0.10;365.00;0.10;388.00;0.10;-23.00;753.00;8.00;8.50;-0.50;0.00;;
;287;Municipio/TIOC;La Paz;Loayza;Luribay;Hombres;4016.00;4320.00;3835.00;0.10;181.00;0.00;485.00;0.10;-304.00;666.00;8.70;23.30;-14.60;-0.50;5154.00;5261.00;4995.00;0.10;159.00;0.00;266.00;0.10;-107.00;425.00;6.10;10.20;-4.10;-0.30;4662.00;4694.00;4492.00;0.10;170.00;0.10;202.00;0.10;-32.00;372.00;7.30;8.60;-1.40;-0.10;;
;288;Municipio/TIOC;La Paz;Loayza;Luribay;Mujeres;3880.00;4234.00;3729.00;0.10;151.00;0.00;505.00;0.10;-354.00;656.00;7.40;24.90;-17.50;-0.50;4965.00;5117.00;4813.00;0.10;152.00;0.00;304.00;0.10;-152.00;456.00;6.00;12.10;-6.00;-0.30;4444.00;4435.00;4249.00;0.10;195.00;0.10;186.00;0.10;9.00;381.00;8.80;8.40;0.40;0.00;;
;289;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Sapahaqui;10394.00;11076.00;9984.00;0.20;410.00;0.10;1092.00;0.10;-682.00;1502.00;7.60;20.30;-12.70;-0.50;11345.00;11870.00;10992.00;0.10;353.00;0.10;878.00;0.10;-525.00;1231.00;6.10;15.10;-9.00;-0.40;14085.00;14052.00;13519.00;0.10;566.00;0.10;533.00;0.10;33.00;1099.00;8.00;7.60;0.50;0.00;;
;290;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Hombres;5245.00;5542.00;5014.00;0.20;231.00;0.10;528.00;0.10;-297.00;759.00;8.60;19.60;-11.00;-0.40;5740.00;5988.00;5540.00;0.10;200.00;0.10;448.00;0.10;-248.00;648.00;6.80;15.30;-8.50;-0.40;7093.00;7053.00;6792.00;0.20;301.00;0.10;261.00;0.10;40.00;562.00;8.50;7.40;1.10;0.10;;
;291;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Mujeres;5149.00;5534.00;4970.00;0.20;179.00;0.10;564.00;0.20;-385.00;743.00;6.70;21.10;-14.40;-0.50;5605.00;5882.00;5452.00;0.10;153.00;0.00;430.00;0.10;-277.00;583.00;5.30;15.00;-9.60;-0.50;6992.00;6999.00;6727.00;0.10;265.00;0.10;272.00;0.10;-7.00;537.00;7.60;7.80;-0.20;0.00;;
;292;Municipio/TIOC;La Paz;Loayza;Yaco;Yaco;6913.00;7314.00;6585.00;0.10;328.00;0.00;729.00;0.10;-401.00;1057.00;9.20;20.50;-11.30;-0.40;6470.00;6881.00;6239.00;0.10;231.00;0.00;642.00;0.10;-411.00;873.00;6.90;19.20;-12.30;-0.50;10050.00;9996.00;9710.00;0.10;340.00;0.10;286.00;0.00;54.00;626.00;6.80;5.70;1.10;0.10;;
