cuadro;pregunta;fuente;nivel;departamento;provincia;municipio;sexo;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jacha_carangas;jalq_a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojeno_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;Mas_de_una_descripcion;Otras_declaraciones;Otros_pueblos_indigenas_extranjeros
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2914;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Sur Chichas;;Mujeres;14,832;13;0;190;0;0;0;0;0;0;6;8,916;3;0;0;17;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;4,293;0;0;0;0;0;0;0;1;1;0;0;1;0;0;4;1;1,374;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2915;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Tupiza;Tupiza;24,681;36;0;300;0;0;0;0;0;0;11;16,918;2;0;0;16;0;0;1;2;0;0;0;2;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;5,135;0;0;0;0;0;0;0;2;1;0;0;5;0;0;5;3;2,227;2
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2916;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Tupiza;Hombres;12,056;27;0;184;0;0;0;0;0;0;6;8,266;1;0;0;9;0;0;1;2;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;2,413;0;0;0;0;0;0;0;1;0;0;0;4;0;0;4;2;1,130;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2917;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Tupiza;Mujeres;12,625;9;0;116;0;0;0;0;0;0;5;8,652;1;0;0;7;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2,722;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1,097;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2918;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Atocha;Atocha;4,565;9;0;168;0;0;0;0;0;0;1;579;5;0;0;13;0;0;0;0;0;0;0;2;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;3,144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;632;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2919;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Atocha;Hombres;2,358;5;0;94;0;0;0;0;0;0;0;315;3;0;0;3;0;0;0;0;0;0;0;2;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1,573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;355;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2920;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Chichas;Atocha;Mujeres;2,207;4;0;74;0;0;0;0;0;0;1;264;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1,571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;277;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2921;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Nor Lípez;;Nor Lípez;9,297;41;1;418;0;0;1;0;0;0;3;29;3;0;0;30;0;0;0;0;0;0;0;2;0;1,099;0;0;0;1;0;1;0;0;0;0;0;0;0;6,634;0;0;0;0;1;0;0;0;0;0;0;0;0;2;14;2;1,013;2
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2922;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Nor Lípez;;Hombres;4,978;24;1;298;0;0;1;0;0;0;3;21;3;0;0;17;0;0;0;0;0;0;0;2;0;564;0;0;0;1;0;1;0;0;0;0;0;0;0;3,476;0;0;0;0;1;0;0;0;0;0;0;0;0;2;8;1;552;2
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2923;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Nor Lípez;;Mujeres;4,319;17;0;120;0;0;0;0;0;0;0;8;0;0;0;13;0;0;0;0;0;0;0;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0;0;3,158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;461;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2924;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;"Colcha ""K""";"Colcha ""K""";8,205;39;1;372;0;0;1;0;0;0;2;29;3;0;0;28;0;0;0;0;0;0;0;2;0;874;0;0;0;1;0;1;0;0;0;0;0;0;0;5,910;0;0;0;0;1;0;0;0;0;0;0;0;0;2;8;2;927;2
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2925;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;"Colcha ""K""";Hombres;4,380;22;1;267;0;0;1;0;0;0;2;21;3;0;0;15;0;0;0;0;0;0;0;2;0;434;0;0;0;1;0;1;0;0;0;0;0;0;0;3,097;0;0;0;0;1;0;0;0;0;0;0;0;0;2;5;1;502;2
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2926;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;"Colcha ""K""";Mujeres;3,825;17;0;105;0;0;0;0;0;0;0;8;0;0;0;13;0;0;0;0;0;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;2,813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;425;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2927;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;San pedro de Quemes;San pedro de Quemes;1,092;2;0;46;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;86;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2928;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;San pedro de Quemes;Hombres;598;2;0;31;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;50;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2929;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Nor Lípez;San pedro de Quemes;Mujeres;494;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;36;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2930;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Sur Lípez;;Sur Lípez;4,833;2;0;61;0;0;0;0;0;0;1;34;0;0;0;1;0;0;0;0;0;0;0;1;0;1,597;0;0;0;0;0;0;0;0;0;0;0;0;0;2,191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;655
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2931;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Sur Lípez;;Hombres;2,486;2;0;48;0;0;0;0;0;0;1;12;0;0;0;1;0;0;0;0;0;0;0;1;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;1,114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;329
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2932;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;Sur Lípez;;Mujeres;2,347;0;0;13;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;760;0;0;0;0;0;0;0;0;0;0;0;0;0;1,077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;326
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2933;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San pablo;San pablo;2,406;1;0;43;0;0;0;0;0;0;1;24;0;0;0;1;0;0;0;0;0;0;0;1;0;343;0;0;0;0;0;0;0;0;0;0;0;0;0;1,174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;655
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2934;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San pablo;Hombres;1,270;1;0;35;0;0;0;0;0;0;1;7;0;0;0;1;0;0;0;0;0;0;0;1;0;197;0;0;0;0;0;0;0;0;0;0;0;0;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;329
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2935;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San pablo;Mujeres;1,136;0;0;8;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;326
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2936;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;Mojinete;Mojinete;824;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2937;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;Mojinete;Hombres;406;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2938;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;Mojinete;Mujeres;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2939;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San Antonio de Esmoruco;San Antonio de Esmoruco;1,603;1;0;16;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1,113;0;0;0;0;0;0;0;0;0;0;0;0;0;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2940;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San Antonio de Esmoruco;Hombres;810;1;0;11;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2941;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;Sur Lípez;San Antonio de Esmoruco;Mujeres;793;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;555;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2942;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;José María Linares;;José María Linares;34,737;56;0;86;0;0;0;0;0;0;120;4;2;0;0;13;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;29,643;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;10;4,770;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2943;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;José María Linares;;Hombres;17,220;33;0;47;0;0;0;0;0;0;67;3;0;0;0;5;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,683;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;6;2,357;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2944;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; potosí;José María Linares;;Mujeres;17,517;23;0;39;0;0;0;0;0;0;53;1;2;0;0;8;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14,960;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;2,413;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2945;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;José María Linares;puna;puna;12,928;14;0;17;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;2,116;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2946;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;José María Linares;puna;Hombres;6,223;8;0;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;1,022;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2947;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; potosí;José María Linares;puna;Mujeres;6,705;6;0;8;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1,094;0
