Cuadro;pregunta;nivel;departamento;provincia;tioc/municipio;area;total;si_total;si_hombres;si_mujeres;no_total;no_hombres;no_mujeres;no_sabe_total;no_sabe_hombres;no_sabe_mujeres
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Ayo Ayo;Rural;11,258;9,390;4,791;4,599;1,725;904;821;143;83;60
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Calamarca;Calamarca;15,327;12,798;6,467;6,331;2,224;1,128;1,096;305;149;156
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Calamarca;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Calamarca;Rural;15,327;12,798;6,467;6,331;2,224;1,128;1,096;305;149;156
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Patacamaya;Patacamaya;25,148;19,100;9,488;9,612;5,657;2,893;2,764;391;183;208
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Patacamaya;Urbana;13,440;9,077;4,418;4,659;4,147;2,121;2,026;216;102;114
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Patacamaya;Rural;11,708;10,023;5,070;4,953;1,510;772;738;175;81;94
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Colquencha;Colquencha;12,490;10,712;5,378;5,334;1,519;810;709;259;124;135
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Colquencha;Urbana;7,464;6,341;3,142;3,199;1,024;549;475;99;41;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Colquencha;Rural;5,026;4,371;2,236;2,135;495;261;234;160;83;77
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Collana;Collana;5,526;3,740;1,811;1,929;1,620;838;782;166;80;86
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Collana;Urbana;3,701;2,457;1,174;1,283;1,132;571;561;112;54;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Aroma;Collana;Rural;1,825;1,283;637;646;488;267;221;54;26;28
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Nor Yungas;;Nor Yungas;51,241;35,048;17,894;17,154;15,223;7,932;7,291;970;517;453
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Nor Yungas;;Urbana;5,824;3,284;1,587;1,697;2,439;1,231;1,208;101;52;49
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Nor Yungas;;Rural;45,417;31,764;16,307;15,457;12,784;6,701;6,083;869;465;404
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coroico;Coroico;27,711;18,355;9,394;8,961;8,873;4,636;4,237;483;241;242
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coroico;Urbana;2,747;1,408;678;730;1,292;637;655;47;19;28
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coroico;Rural;24,964;16,947;8,716;8,231;7,581;3,999;3,582;436;222;214
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coripata;Coripata;23,530;16,693;8,500;8,193;6,350;3,296;3,054;487;276;211
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coripata;Urbana;3,077;1,876;909;967;1,147;594;553;54;33;21
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Nor Yungas;Coripata;Rural;20,453;14,817;7,591;7,226;5,203;2,702;2,501;433;243;190
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Abel Iturralde;;Abel Iturralde;22,700;13,084;7,246;5,838;8,985;4,763;4,222;631;316;315
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Abel Iturralde;;Urbana;9,226;4,117;2,226;1,891;4,893;2,491;2,402;216;99;117
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Abel Iturralde;;Rural;13,474;8,967;5,020;3,947;4,092;2,272;1,820;415;217;198
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;Ixiamas;Ixiamas;12,595;6,833;3,977;2,856;5,294;2,871;2,423;468;242;226
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;Ixiamas;Urbana;4,791;2,265;1,277;988;2,393;1,257;1,136;133;61;72
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;Ixiamas;Rural;7,804;4,568;2,700;1,868;2,901;1,614;1,287;335;181;154
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;San Buenaventura;San Buenaventura;10,105;6,251;3,269;2,982;3,691;1,892;1,799;163;74;89
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;San Buenaventura;Urbana;4,435;1,852;949;903;2,500;1,234;1,266;83;38;45
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Abel Iturralde;San Buenaventura;Rural;5,670;4,399;2,320;2,079;1,191;658;533;80;36;44
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Bautista Saavedra;;Bautista Saavedra;22,374;19,430;10,300;9,130;2,538;1,377;1,161;406;214;192
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Bautista Saavedra;;Urbana;2,753;2,650;1,415;1,235;65;34;31;38;23;15
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Bautista Saavedra;;Rural;19,621;16,780;8,885;7,895;2,473;1,343;1,130;368;191;177
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Charazani;Charazani;15,763;13,876;7,346;6,530;1,640;864;776;247;128;119
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Charazani;Urbana;2,753;2,650;1,415;1,235;65;34;31;38;23;15
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Charazani;Rural;13,010;11,226;5,931;5,295;1,575;830;745;209;105;104
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Curva;Curva;6,611;5,554;2,954;2,600;898;513;385;159;86;73
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Curva;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Bautista Saavedra;Curva;Rural;6,611;5,554;2,954;2,600;898;513;385;159;86;73
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Manco Kapac;;Manco Kapac;34,152;27,337;13,577;13,760;6,442;3,326;3,116;373;189;184
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Manco Kapac;;Urbana;9,713;6,199;3,101;3,098;3,360;1,723;1,637;154;72;82
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Manco Kapac;;Rural;24,439;21,138;10,476;10,662;3,082;1,603;1,479;219;117;102
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Copacabana;Copacabana;17,463;13,866;6,702;7,164;3,451;1,716;1,735;146;63;83
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Copacabana;Urbana;6,078;3,734;1,807;1,927;2,273;1,135;1,138;71;23;48
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Copacabana;Rural;11,385;10,132;4,895;5,237;1,178;581;597;75;40;35
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;San Pedro de Tiquina;San Pedro de Tiquina;9,164;7,736;3,861;3,875;1,327;706;621;101;58;43
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;San Pedro de Tiquina;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;San Pedro de Tiquina;Rural;9,164;7,736;3,861;3,875;1,327;706;621;101;58;43
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Tito Yupanqui;Tito Yupanqui;7,525;5,735;3,014;2,721;1,664;904;760;126;68;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Tito Yupanqui;Urbana;3,635;2,465;1,294;1,171;1,087;588;499;83;49;34
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; La Paz;Manco Kapac;Tito Yupanqui;Rural;3,890;3,270;1,720;1,550;577;316;261;43;19;24
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Gualberto Villarroel;;Gualberto Villarroel;17,918;15,612;8,297;7,315;1,962;1,076;886;344;171;173
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; La Paz;Gualberto Villarroel;;Urbana;;;;;;;;;;
