cuadro;pregunta;no.;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_de_alfabetismo_total;2001_tasa_de_alfabetismo_hombres;2001_tasa_de_alfabetismo_mujeres;2001_brecha_hombres-mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_de_alfabetismo_total;2012_tasa_de_alfabetismo_hombres;2012_tasa_de_alfabetismo_mujeres;2012_brecha_hombres-mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_de_alfabetismo_total;2024_tasa_de_alfabetismo_hombres;2024_tasa_de_alfabetismo_mujeres;2024_brecha_hombres-mujeres
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3506;tasa de alfabetismo;1483;Municipio/TIOC;La Paz;Loayza;Malla;25 a 39 ;627;333;294;94.3;96.4;91.8;4.6;1,059;580;479;98.4;98.8;97.9;0.9;1,290;694;596;98.9;99.0;98.8;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3507;tasa de alfabetismo;1484;Municipio/TIOC;La Paz;Loayza;Malla;40 a 59 ;496;261;235;72.2;92.3;49.8;42.5;969;533;436;93.8;97.0;89.9;7.1;901;499;402;96.9;98.4;95.0;3.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3508;tasa de alfabetismo;1485;Municipio/TIOC;La Paz;Loayza;Malla;60 o más ;417;197;220;28.3;53.3;5.9;47.4;570;272;298;65.6;80.9;51.7;29.2;481;262;219;69.0;82.8;52.5;30.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3509;tasa de alfabetismo;1486;Municipio/TIOC;La Paz;Loayza;Cairoma;Cairoma;6,583;3,395;3,188;81.8;90.2;72.8;17.4;7,618;4,055;3,563;92.7;96.3;88.5;7.7;9,624;5,086;4,538;95.1;97.7;92.2;5.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3510;tasa de alfabetismo;1487;Municipio/TIOC;La Paz;Loayza;Cairoma;15 a 24 ;1,808;909;899;97.6;98.3;96.8;1.6;2,058;1,064;994;99.4;99.5;99.2;0.3;2,223;1,147;1,076;99.7;99.8;99.5;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3511;tasa de alfabetismo;1488;Municipio/TIOC;La Paz;Loayza;Cairoma;25 a 39 ;2,027;1,038;989;94.9;97.9;91.7;6.2;2,134;1,138;996;98.0;98.4;97.5;0.9;3,046;1,620;1,426;99.4;99.6;99.2;0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3512;tasa de alfabetismo;1489;Municipio/TIOC;La Paz;Loayza;Cairoma;40 a 59 ;1,819;983;836;77.2;92.3;59.4;32.8;2,176;1,192;984;94.5;97.6;90.8;6.8;2,716;1,422;1,294;96.8;98.0;95.5;2.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3513;tasa de alfabetismo;1490;Municipio/TIOC;La Paz;Loayza;Cairoma;60 o más ;929;465;464;31.5;52.9;10.1;42.8;1,250;661;589;69.4;85.0;51.8;33.2;1,639;897;742;78.0;90.9;62.5;28.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3514;tasa de alfabetismo;1491;Municipio/TIOC;La Paz;Loayza;Cairoma;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3515;tasa de alfabetismo;1492;Municipio/TIOC;La Paz;Loayza;Cairoma;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3516;tasa de alfabetismo;1493;Municipio/TIOC;La Paz;Loayza;Cairoma;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3517;tasa de alfabetismo;1494;Municipio/TIOC;La Paz;Loayza;Cairoma;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3518;tasa de alfabetismo;1495;Municipio/TIOC;La Paz;Loayza;Cairoma;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3519;tasa de alfabetismo;1496;Municipio/TIOC;La Paz;Loayza;Cairoma;Rural;6,583;3,395;3,188;81.8;90.2;72.8;17.4;7,618;4,055;3,563;92.7;96.3;88.5;7.7;9,624;5,086;4,538;95.1;97.7;92.2;5.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3520;tasa de alfabetismo;1497;Municipio/TIOC;La Paz;Loayza;Cairoma;15 a 24 ;1,808;909;899;97.6;98.3;96.8;1.6;2,058;1,064;994;99.4;99.5;99.2;0.3;2,223;1,147;1,076;99.7;99.8;99.5;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3521;tasa de alfabetismo;1498;Municipio/TIOC;La Paz;Loayza;Cairoma;25 a 39 ;2,027;1,038;989;94.9;97.9;91.7;6.2;2,134;1,138;996;98.0;98.4;97.5;0.9;3,046;1,620;1,426;99.4;99.6;99.2;0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3522;tasa de alfabetismo;1499;Municipio/TIOC;La Paz;Loayza;Cairoma;40 a 59 ;1,819;983;836;77.2;92.3;59.4;32.8;2,176;1,192;984;94.5;97.6;90.8;6.8;2,716;1,422;1,294;96.8;98.0;95.5;2.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3523;tasa de alfabetismo;1500;Municipio/TIOC;La Paz;Loayza;Cairoma;60 o más ;929;465;464;31.5;52.9;10.1;42.8;1,250;661;589;69.4;85.0;51.8;33.2;1,639;897;742;78.0;90.9;62.5;28.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3524;tasa de alfabetismo;1501;Provincia;La Paz;Inquisivi;;Inquisivi;33,930;17,763;16,167;80.3;90.1;69.5;20.6;44,724;24,269;20,455;92.8;96.9;87.9;9.1;60,537;32,590;27,947;95.1;98.1;91.6;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3525;tasa de alfabetismo;1502;Provincia;La Paz;Inquisivi;;15 a 24 ;8,794;4,559;4,235;97.9;98.5;97.2;1.3;12,043;6,510;5,533;99.3;99.5;99.1;0.3;14,234;7,396;6,838;99.6;99.6;99.6;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3526;tasa de alfabetismo;1503;Provincia;La Paz;Inquisivi;;25 a 39 ;9,883;5,035;4,848;93.4;97.8;88.8;9.0;12,709;7,064;5,645;98.3;98.8;97.6;1.2;19,294;10,596;8,698;99.4;99.5;99.3;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3527;tasa de alfabetismo;1504;Provincia;La Paz;Inquisivi;;40 a 59 ;9,819;5,358;4,461;74.5;91.5;54.2;37.4;12,345;6,695;5,650;93.6;98.0;88.5;9.5;16,969;9,319;7,650;96.4;98.6;93.8;4.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3528;tasa de alfabetismo;1505;Provincia;La Paz;Inquisivi;;60 o más ;5,434;2,811;2,623;38.2;60.0;14.9;45.1;7,627;4,000;3,627;72.0;87.8;54.6;33.2;10,040;5,279;4,761;78.3;92.6;62.4;30.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3529;tasa de alfabetismo;1506;Provincia;La Paz;Inquisivi;;Urbana;3,654;1,752;1,902;88.3;96.7;80.5;16.2;7,424;3,804;3,620;95.4;98.3;92.3;6.0;12,648;6,366;6,282;96.5;98.6;94.5;4.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3530;tasa de alfabetismo;1507;Provincia;La Paz;Inquisivi;;15 a 24 ;1,150;559;591;99.1;99.5;98.8;0.6;2,341;1,199;1,142;99.4;99.5;99.4;0.1;3,542;1,785;1,757;99.6;99.7;99.6;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3531;tasa de alfabetismo;1508;Provincia;La Paz;Inquisivi;;25 a 39 ;1,217;558;659;96.7;99.6;94.2;5.4;2,543;1,342;1,201;98.9;99.3;98.4;0.9;4,471;2,210;2,261;99.3;99.5;99.0;0.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3532;tasa de alfabetismo;1509;Provincia;La Paz;Inquisivi;;40 a 59 ;911;464;447;82.0;97.8;65.5;32.3;1,746;903;843;95.1;98.2;91.8;6.4;3,157;1,659;1,498;96.9;98.6;94.9;3.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3533;tasa de alfabetismo;1510;Provincia;La Paz;Inquisivi;;60 o más ;376;171;205;43.4;75.4;16.6;58.9;794;360;434;72.4;90.6;57.4;33.2;1,478;712;766;80.2;92.6;68.7;23.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3534;tasa de alfabetismo;1511;Provincia;La Paz;Inquisivi;;Rural;30,276;16,011;14,265;79.3;89.4;68.0;21.4;37,300;20,465;16,835;92.3;96.7;86.9;9.8;47,889;26,224;21,665;94.7;98.0;90.7;7.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3535;tasa de alfabetismo;1512;Provincia;La Paz;Inquisivi;;15 a 24 ;7,644;4,000;3,644;97.7;98.3;96.9;1.4;9,702;5,311;4,391;99.3;99.5;99.1;0.4;10,692;5,611;5,081;99.6;99.6;99.5;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3536;tasa de alfabetismo;1513;Provincia;La Paz;Inquisivi;;25 a 39 ;8,666;4,477;4,189;93.0;97.6;88.0;9.6;10,166;5,722;4,444;98.2;98.7;97.4;1.3;14,823;8,386;6,437;99.4;99.5;99.3;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3537;tasa de alfabetismo;1514;Provincia;La Paz;Inquisivi;;40 a 59 ;8,908;4,894;4,014;73.8;90.9;52.9;38.0;10,599;5,792;4,807;93.4;97.9;87.9;10.1;13,812;7,660;6,152;96.3;98.6;93.5;5.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3538;tasa de alfabetismo;1515;Provincia;La Paz;Inquisivi;;60 o más ;5,058;2,640;2,418;37.8;59.0;14.8;44.2;6,833;3,640;3,193;72.0;87.5;54.2;33.3;8,562;4,567;3,995;77.9;92.6;61.2;31.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3539;tasa de alfabetismo;1516;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Inquisivi;8,883;4,682;4,201;81.0;90.3;70.6;19.7;9,794;5,364;4,430;93.6;97.6;88.9;8.7;13,247;7,291;5,956;94.9;97.8;91.3;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3540;tasa de alfabetismo;1517;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;15 a 24 ;2,163;1,158;1,005;97.6;97.9;97.2;0.7;2,468;1,383;1,085;99.5;99.6;99.4;0.2;3,005;1,568;1,437;99.6;99.5;99.7;-0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3541;tasa de alfabetismo;1518;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;25 a 39 ;2,557;1,303;1,254;93.2;97.8;88.4;9.3;2,380;1,311;1,069;98.7;99.1;98.3;0.8;3,856;2,215;1,641;99.2;99.2;99.2;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3542;tasa de alfabetismo;1519;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;40 a 59 ;2,665;1,446;1,219;78.3;92.4;61.5;30.9;2,952;1,586;1,366;95.2;98.7;91.1;7.6;3,737;2,088;1,649;96.8;98.5;94.7;3.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3543;tasa de alfabetismo;1520;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;60 o más ;1,498;775;723;41.1;62.6;18.1;44.5;1,994;1,084;910;77.9;91.4;61.9;29.6;2,649;1,420;1,229;80.6;93.0;66.3;26.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3544;tasa de alfabetismo;1521;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3545;tasa de alfabetismo;1522;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3546;tasa de alfabetismo;1523;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3547;tasa de alfabetismo;1524;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3548;tasa de alfabetismo;1525;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3549;tasa de alfabetismo;1526;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Rural;8,883;4,682;4,201;81.0;90.3;70.6;19.7;9,794;5,364;4,430;93.6;97.6;88.9;8.7;13,247;7,291;5,956;94.9;97.8;91.3;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3550;tasa de alfabetismo;1527;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;15 a 24 ;2,163;1,158;1,005;97.6;97.9;97.2;0.7;2,468;1,383;1,085;99.5;99.6;99.4;0.2;3,005;1,568;1,437;99.6;99.5;99.7;-0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3551;tasa de alfabetismo;1528;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;25 a 39 ;2,557;1,303;1,254;93.2;97.8;88.4;9.3;2,380;1,311;1,069;98.7;99.1;98.3;0.8;3,856;2,215;1,641;99.2;99.2;99.2;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3552;tasa de alfabetismo;1529;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;40 a 59 ;2,665;1,446;1,219;78.3;92.4;61.5;30.9;2,952;1,586;1,366;95.2;98.7;91.1;7.6;3,737;2,088;1,649;96.8;98.5;94.7;3.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3553;tasa de alfabetismo;1530;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;60 o más ;1,498;775;723;41.1;62.6;18.1;44.5;1,994;1,084;910;77.9;91.4;61.9;29.6;2,649;1,420;1,229;80.6;93.0;66.3;26.6
