cuadro;no;nivel;departamento;provincio;municipio_tioc;area;2001_total_poblacion;2001_total_hombres;2001_total_mujeres;2001_ninguno_total;2001_ninguno_hombres;2001_ninguno_mujeres;2001_primaria_total;2001_primaria_hombres;2001_primaria_mujeres;2001_secundaria_total;2001_secundaria_hombres;2001_secundaria_mujeres;2001_superior_total;2001_superior_hombres;2001_superior_mujeres;2001_otros_total;2001_otros_hombres;2001_otros_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_ninguno_total;2012_ninguno_hombres;2012_ninguno_mujeres;2012_primaria_total;2012_primaria_hombres;2012_primaria_mujeres;2012_secundaria_total;2012_secundaria_hombres;2012_secundaria_mujeres;2012_superior_total;2012_superior_hombres;2012_superior_mujeres;2012_otros_total;2012_otros_hombres;2012_otros_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_ninguno_total;2024_ninguno_hombres;2024_ninguno_mujeres;2024_primaria_total;2024_primaria_hombres;2024_primaria_mujeres;2024_secundaria_total;2024_secundaria_hombres;2024_secundaria_mujeres;2024_superior_total;2024_superior_hombres;2024_superior_mujeres
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2472;449;Departamento;Cochabamba;;;Urbana;474,730;220,030;254,700;31,551;5,768;25,783;121,453;46,663;74,790;178,950;94,998;83,952;135,192;68,991;66,201;7,584;3,610;3,974;727,448;342,088;385,360;34,879;7,070;27,809;153,886;59,347;94,539;282,507;150,141;132,366;251,324;123,307;128,017;4,852;2,223;2,629;943,721;442,883;500,838;30,181;5,738;24,443;140,114;51,346;88,768;351,849;187,746;164,103;421,577;198,053;223,524
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2473;450;Departamento;Cochabamba;;;Rural;294,098;148,147;145,951;78,136;22,026;56,110;163,031;90,492;72,539;41,533;28,962;12,571;10,800;6,325;4,475;598;342;256;310,448;159,475;150,973;56,777;16,398;40,379;155,556;83,329;72,227;77,043;47,998;29,045;20,393;11,419;8,974;679;331;348;374,383;195,478;178,905;40,565;10,524;30,041;152,322;78,846;73,476;134,772;81,862;52,910;46,724;24,246;22,478
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2474;451;Provincia;Cochabamba;Cercado;;Cercado;296,218;136,715;159,503;15,944;2,806;13,138;66,543;24,095;42,448;113,246;58,814;54,432;95,271;48,522;46,749;5,214;2,478;2,736;395,165;185,511;209,654;15,373;3,140;12,233;71,460;26,332;45,128;152,730;79,973;72,757;152,700;74,754;77,946;2,902;1,312;1,590;455,887;213,306;242,581;11,644;2,214;9,430;54,592;18,644;35,948;163,858;86,121;77,737;225,793;106,327;119,466
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2475;452;Provincia;Cochabamba;Cercado;;Urbana;296,032;136,626;159,406;15,901;2,798;13,103;66,442;24,043;42,399;113,213;58,793;54,420;95,262;48,514;46,748;5,214;2,478;2,736;395,165;185,511;209,654;15,373;3,140;12,233;71,460;26,332;45,128;152,730;79,973;72,757;152,700;74,754;77,946;2,902;1,312;1,590;455,868;213,294;242,574;11,642;2,214;9,428;54,581;18,637;35,944;163,854;86,118;77,736;225,791;106,325;119,466
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2476;453;Provincia;Cochabamba;Cercado;;Rural;186;89;97;43;8;35;101;52;49;33;21;12;9;8;1;0;0;0;;;;;;;;;;;;;;;;;;;19;12;7;2;0;2;11;7;4;4;3;1;2;2;0
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2477;454;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Cochabamba;296,218;136,715;159,503;15,944;2,806;13,138;66,543;24,095;42,448;113,246;58,814;54,432;95,271;48,522;46,749;5,214;2,478;2,736;395,165;185,511;209,654;15,373;3,140;12,233;71,460;26,332;45,128;152,730;79,973;72,757;152,700;74,754;77,946;2,902;1,312;1,590;455,887;213,306;242,581;11,644;2,214;9,430;54,592;18,644;35,948;163,858;86,121;77,737;225,793;106,327;119,466
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2478;455;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Urbana;296,032;136,626;159,406;15,901;2,798;13,103;66,442;24,043;42,399;113,213;58,793;54,420;95,262;48,514;46,748;5,214;2,478;2,736;395,165;185,511;209,654;15,373;3,140;12,233;71,460;26,332;45,128;152,730;79,973;72,757;152,700;74,754;77,946;2,902;1,312;1,590;455,868;213,294;242,574;11,642;2,214;9,428;54,581;18,637;35,944;163,854;86,118;77,736;225,791;106,325;119,466
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2479;456;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Rural;186;89;97;43;8;35;101;52;49;33;21;12;9;8;1;0;0;0;;;;;;;;;;;;;;;;;;;19;12;7;2;0;2;11;7;4;4;3;1;2;2;0
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2480;457;Provincia;Cochabamba;Campero;;Campero;16,955;8,426;8,529;4,263;1,322;2,941;9,406;5,146;4,260;2,550;1,539;1,011;696;392;304;40;27;13;19,388;9,806;9,582;3,128;1,017;2,111;8,890;4,772;4,118;5,209;2,902;2,307;2,108;1,095;1,013;53;20;33;23,521;11,933;11,588;1,966;532;1,434;8,430;4,405;4,025;8,381;4,703;3,678;4,744;2,293;2,451
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2481;458;Provincia;Cochabamba;Campero;;Urbana;3,307;1,505;1,802;536;134;402;1,297;588;709;964;499;465;479;262;217;31;22;9;6,143;2,857;3,286;544;141;403;1,725;752;973;2,254;1,143;1,111;1,586;808;778;34;13;21;7,531;3,518;4,013;404;84;320;1,585;680;905;2,733;1,444;1,289;2,809;1,310;1,499
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2482;459;Provincia;Cochabamba;Campero;;Rural;13,648;6,921;6,727;3,727;1,188;2,539;8,109;4,558;3,551;1,586;1,040;546;217;130;87;9;5;4;13,245;6,949;6,296;2,584;876;1,708;7,165;4,020;3,145;2,955;1,759;1,196;522;287;235;19;7;12;15,990;8,415;7,575;1,562;448;1,114;6,845;3,725;3,120;5,648;3,259;2,389;1,935;983;952
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2483;460;Municipio/TIOC;Cochabamba;Campero;Aiquile;Aiquile;11,842;5,755;6,087;3,238;1,016;2,222;6,371;3,417;2,954;1,649;987;662;550;312;238;34;23;11;12,264;6,074;6,190;2,241;707;1,534;5,937;3,123;2,814;2,757;1,548;1,209;1,302;686;616;27;10;17;14,568;7,202;7,366;1,422;369;1,053;5,573;2,827;2,746;4,554;2,578;1,976;3,019;1,428;1,591
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2484;461;Municipio/TIOC;Cochabamba;Campero;Aiquile;Urbana;3,307;1,505;1,802;536;134;402;1,297;588;709;964;499;465;479;262;217;31;22;9;4,265;1,930;2,335;388;86;302;1,326;546;780;1,405;712;693;1,124;578;546;22;8;14;5,535;2,466;3,069;326;62;264;1,252;501;751;1,822;944;878;2,135;959;1,176
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2485;462;Municipio/TIOC;Cochabamba;Campero;Aiquile;Rural;8,535;4,250;4,285;2,702;882;1,820;5,074;2,829;2,245;685;488;197;71;50;21;3;1;2;7,999;4,144;3,855;1,853;621;1,232;4,611;2,577;2,034;1,352;836;516;178;108;70;5;2;3;9,033;4,736;4,297;1,096;307;789;4,321;2,326;1,995;2,732;1,634;1,098;884;469;415
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2486;463;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Pasorapa;2,243;1,156;1,087;462;126;336;1,326;762;564;379;228;151;74;39;35;2;1;1;4,098;2,154;1,944;454;169;285;1,475;835;640;1,563;848;715;588;296;292;18;6;12;4,549;2,475;2,074;231;77;154;1,201;702;499;2,101;1,172;929;1,016;524;492
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2487;464;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Urbana;;;;;;;;;;;;;;;;;;;1,878;927;951;156;55;101;399;206;193;849;431;418;462;230;232;12;5;7;1,996;1,052;944;78;22;56;333;179;154;911;500;411;674;351;323
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2488;465;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Rural;2,243;1,156;1,087;462;126;336;1,326;762;564;379;228;151;74;39;35;2;1;1;2,220;1,227;993;298;114;184;1,076;629;447;714;417;297;126;66;60;6;1;5;2,553;1,423;1,130;153;55;98;868;523;345;1,190;672;518;342;173;169
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2489;466;Municipio/TIOC;Cochabamba;Campero;Omereque;Omereque;2,870;1,515;1,355;563;180;383;1,709;967;742;522;324;198;72;41;31;4;3;1;3,026;1,578;1,448;433;141;292;1,478;814;664;889;506;383;218;113;105;8;4;4;4,404;2,256;2,148;313;86;227;1,656;876;780;1,726;953;773;709;341;368
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2490;467;Municipio/TIOC;Cochabamba;Campero;Omereque;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2491;468;Municipio/TIOC;Cochabamba;Campero;Omereque;Rural;2,870;1,515;1,355;563;180;383;1,709;967;742;522;324;198;72;41;31;4;3;1;3,026;1,578;1,448;433;141;292;1,478;814;664;889;506;383;218;113;105;8;4;4;4,404;2,256;2,148;313;86;227;1,656;876;780;1,726;953;773;709;341;368
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;28,881;14,285;14,596;10,359;3,033;7,326;15,676;9,242;6,434;2,139;1,615;524;648;361;287;59;34;25;29,432;15,393;14,039;7,085;2,056;5,029;15,405;8,826;6,579;5,679;3,778;1,901;1,235;717;518;28;16;12;34,521;18,656;15,865;5,084;1,290;3,794;16,295;9,048;7,247;11,020;7,186;3,834;2,122;1,132;990
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2493;470;Provincia;Cochabamba;Ayopaya;;Urbana;981;484;497;208;46;162;390;200;190;247;157;90;136;81;55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2494;471;Provincia;Cochabamba;Ayopaya;;Rural;27,900;13,801;14,099;10,151;2,987;7,164;15,286;9,042;6,244;1,892;1,458;434;512;280;232;59;34;25;29,432;15,393;14,039;7,085;2,056;5,029;15,405;8,826;6,579;5,679;3,778;1,901;1,235;717;518;28;16;12;34,521;18,656;15,865;5,084;1,290;3,794;16,295;9,048;7,247;11,020;7,186;3,834;2,122;1,132;990
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;12,820;6,317;6,503;5,325;1,585;3,740;6,045;3,746;2,299;1,028;744;284;396;229;167;26;13;13;12,977;6,714;6,263;3,662;1,059;2,603;5,982;3,600;2,382;2,639;1,695;944;683;355;328;11;5;6;13,541;7,322;6,219;2,443;617;1,826;5,835;3,436;2,399;4,220;2,740;1,480;1,043;529;514
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;981;484;497;208;46;162;390;200;190;247;157;90;136;81;55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2497;474;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;11,839;5,833;6,006;5,117;1,539;3,578;5,655;3,546;2,109;781;587;194;260;148;112;26;13;13;12,977;6,714;6,263;3,662;1,059;2,603;5,982;3,600;2,382;2,639;1,695;944;683;355;328;11;5;6;13,541;7,322;6,219;2,443;617;1,826;5,835;3,436;2,399;4,220;2,740;1,480;1,043;529;514
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2498;475;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;7,996;3,849;4,147;2,925;853;2,072;4,333;2,472;1,861;559;433;126;153;76;77;26;15;11;7,116;3,595;3,521;1,904;578;1,326;3,865;2,177;1,688;1,175;747;428;166;90;76;6;3;3;9,387;4,833;4,554;1,642;455;1,187;4,529;2,381;2,148;2,682;1,714;968;534;283;251
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2499;476;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2500;477;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;7,996;3,849;4,147;2,925;853;2,072;4,333;2,472;1,861;559;433;126;153;76;77;26;15;11;7,116;3,595;3,521;1,904;578;1,326;3,865;2,177;1,688;1,175;747;428;166;90;76;6;3;3;9,387;4,833;4,554;1,642;455;1,187;4,529;2,381;2,148;2,682;1,714;968;534;283;251
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2501;478;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;8,065;4,119;3,946;2,109;595;1,514;5,298;3,024;2,274;552;438;114;99;56;43;7;6;1;9,339;5,084;4,255;1,519;419;1,100;5,558;3,049;2,509;1,865;1,336;529;386;272;114;11;8;3;11,593;6,501;5,092;999;218;781;5,931;3,231;2,700;4,118;2,732;1,386;545;320;225
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2502;479;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2503;480;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;8,065;4,119;3,946;2,109;595;1,514;5,298;3,024;2,274;552;438;114;99;56;43;7;6;1;9,339;5,084;4,255;1,519;419;1,100;5,558;3,049;2,509;1,865;1,336;529;386;272;114;11;8;3;11,593;6,501;5,092;999;218;781;5,931;3,231;2,700;4,118;2,732;1,386;545;320;225
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;16,777;7,666;9,111;4,403;1,104;3,299;8,385;4,164;4,221;2,767;1,753;1,014;1,169;618;551;53;27;26;21,947;10,501;11,446;3,239;763;2,476;9,565;4,510;5,055;6,235;3,650;2,585;2,841;1,548;1,293;67;30;37;33,834;16,317;17,517;2,796;566;2,230;11,409;4,903;6,506;13,149;7,569;5,580;6,480;3,279;3,201
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;1,725;763;962;189;35;154;572;245;327;490;245;245;461;231;230;13;7;6;4,630;2,250;2,380;315;56;259;1,304;551;753;1,594;872;722;1,400;763;637;17;8;9;15,061;7,209;7,852;909;152;757;4,075;1,603;2,472;6,353;3,553;2,800;3,724;1,901;1,823
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;15,052;6,903;8,149;4,214;1,069;3,145;7,813;3,919;3,894;2,277;1,508;769;708;387;321;40;20;20;17,317;8,251;9,066;2,924;707;2,217;8,261;3,959;4,302;4,641;2,778;1,863;1,441;785;656;50;22;28;18,773;9,108;9,665;1,887;414;1,473;7,334;3,300;4,034;6,796;4,016;2,780;2,756;1,378;1,378
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2507;484;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;4,488;2,050;2,438;964;228;736;2,194;1,079;1,115;783;454;329;529;280;249;18;9;9;5,011;2,484;2,527;654;160;494;1,831;879;952;1,307;754;553;1,203;685;518;16;6;10;7,514;3,729;3,785;546;120;426;2,351;1,037;1,314;2,506;1,475;1,031;2,111;1,097;1,014
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2508;485;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Urbana;1,725;763;962;189;35;154;572;245;327;490;245;245;461;231;230;13;7;6;2,492;1,265;1,227;154;27;127;500;204;296;791;440;351;1,038;589;449;9;5;4;3,144;1,582;1,562;116;21;95;507;191;316;1,013;584;429;1,508;786;722
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2509;486;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Rural;2,763;1,287;1,476;775;193;582;1,622;834;788;293;209;84;68;49;19;5;2;3;2,519;1,219;1,300;500;133;367;1,331;675;656;516;314;202;165;96;69;7;1;6;4,370;2,147;2,223;430;99;331;1,844;846;998;1,493;891;602;603;311;292
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2510;487;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;4,605;2,153;2,452;1,787;539;1,248;2,336;1,302;1,034;318;228;90;163;84;79;1;0;1;4,115;1,995;2,120;1,013;280;733;2,156;1,135;1,021;717;450;267;226;128;98;3;2;1;4,836;2,405;2,431;694;190;504;2,148;1,047;1,101;1,462;889;573;532;279;253
