cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_asistencia_total;2001_tasa_asistencia_hombres;2001_tasa_asistencia_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_asistencia_total;2012_tasa_asistencia_hombres;2012_tasa_asistencia_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_asistencia_total;2024_tasa_asistencia_hombres;2024_tasa_asistencia_mujeres;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3908;1885;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;9,937;5,117;4,820;70.6;73.5;67.5;7,611;3,879;3,732;81.6;82.6;80.5;6,168;3,205;2,963;91.3;91.6;91.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3909;1886;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;4 a 5 ;1,710;870;840;29.3;29.8;28.8;1,110;579;531;44.0;42.3;45.8;798;417;381;77.9;77.5;78.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3910;1887;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;6 a 11 ;4,719;2,384;2,335;87.5;87.8;87.2;3,141;1,558;1,583;96.2;96.5;96.0;2,762;1,410;1,352;98.0;97.9;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3911;1888;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;12 a 17 ;3,508;1,863;1,645;68.1;75.7;59.5;3,360;1,742;1,618;80.3;83.6;76.8;2,608;1,378;1,230;88.3;89.5;87.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3912;1889;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;769;402;367;88.4;90.5;86.1;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3913;1890;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;4 a 5 ;126;70;56;65.1;74.3;53.6;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3914;1891;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;6 a 11 ;363;192;171;96.4;97.4;95.3;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3915;1892;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;12 a 17 ;280;140;140;88.6;89.3;87.9;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3916;1893;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;9,168;4,715;4,453;69.1;72.1;66.0;7,611;3,879;3,732;81.6;82.6;80.5;6,168;3,205;2,963;91.3;91.6;91.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3917;1894;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;4 a 5 ;1,584;800;784;26.5;25.9;27.0;1,110;579;531;44.0;42.3;45.8;798;417;381;77.9;77.5;78.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3918;1895;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;6 a 11 ;4,356;2,192;2,164;86.7;87.0;86.5;3,141;1,558;1,583;96.2;96.5;96.0;2,762;1,410;1,352;98.0;97.9;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3919;1896;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;12 a 17 ;3,228;1,723;1,505;66.3;74.6;56.8;3,360;1,742;1,618;80.3;83.6;76.8;2,608;1,378;1,230;88.3;89.5;87.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3920;1897;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;6,201;3,197;3,004;71.7;74.9;68.3;3,942;2,013;1,929;79.2;80.9;77.4;4,057;2,092;1,965;90.1;89.6;90.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3921;1898;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;4 a 5 ;1,034;544;490;38.6;39.7;37.3;503;245;258;41.9;38.8;45.0;528;292;236;66.5;66.1;66.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3922;1899;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;6 a 11 ;3,002;1,540;1,462;90.1;91.2;88.9;1,660;862;798;95.3;95.6;95.0;1,722;905;817;97.4;97.2;97.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3923;1900;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;12 a 17 ;2,165;1,113;1,052;62.2;69.7;54.2;1,779;906;873;74.7;78.3;71.0;1,807;895;912;90.0;89.6;90.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3924;1901;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3925;1902;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3926;1903;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3927;1904;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3928;1905;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;6,201;3,197;3,004;71.7;74.9;68.3;3,942;2,013;1,929;79.2;80.9;77.4;4,057;2,092;1,965;90.1;89.6;90.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3929;1906;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;4 a 5 ;1,034;544;490;38.6;39.7;37.3;503;245;258;41.9;38.8;45.0;528;292;236;66.5;66.1;66.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3930;1907;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;6 a 11 ;3,002;1,540;1,462;90.1;91.2;88.9;1,660;862;798;95.3;95.6;95.0;1,722;905;817;97.4;97.2;97.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3931;1908;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;12 a 17 ;2,165;1,113;1,052;62.2;69.7;54.2;1,779;906;873;74.7;78.3;71.0;1,807;895;912;90.0;89.6;90.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3932;1909;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;6,120;3,060;3,060;63.5;66.2;60.8;6,082;3,094;2,988;72.0;73.3;70.6;5,521;2,877;2,644;86.7;87.4;86.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3933;1910;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;4 a 5 ;1,044;523;521;24.5;22.9;26.1;839;437;402;17.9;18.1;17.7;718;361;357;65.9;63.7;68.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3934;1911;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;6 a 11 ;2,849;1,441;1,408;84.8;86.4;83.1;2,644;1,333;1,311;91.0;91.4;90.5;2,491;1,247;1,244;96.9;97.4;96.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3935;1912;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;12 a 17 ;2,227;1,096;1,131;54.5;60.2;48.9;2,599;1,324;1,275;70.1;73.3;66.8;2,312;1,269;1,043;82.2;84.2;79.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3936;1913;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3937;1914;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3938;1915;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3939;1916;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3940;1917;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;6,120;3,060;3,060;63.5;66.2;60.8;6,082;3,094;2,988;72.0;73.3;70.6;5,521;2,877;2,644;86.7;87.4;86.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3941;1918;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;4 a 5 ;1,044;523;521;24.5;22.9;26.1;839;437;402;17.9;18.1;17.7;718;361;357;65.9;63.7;68.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3942;1919;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;6 a 11 ;2,849;1,441;1,408;84.8;86.4;83.1;2,644;1,333;1,311;91.0;91.4;90.5;2,491;1,247;1,244;96.9;97.4;96.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3943;1920;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;12 a 17 ;2,227;1,096;1,131;54.5;60.2;48.9;2,599;1,324;1,275;70.1;73.3;66.8;2,312;1,269;1,043;82.2;84.2;79.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3944;1921;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;11,044;5,750;5,294;80.1;82.2;77.8;10,905;5,533;5,372;87.1;87.5;86.6;14,162;7,112;7,050;94.4;94.4;94.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3945;1922;Provincia;Cochabamba;Esteban Arze;;4 a 5 ;1,626;845;781;49.1;48.9;49.3;1,379;692;687;51.5;51.3;51.7;1,858;953;905;86.0;86.1;85.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3946;1923;Provincia;Cochabamba;Esteban Arze;;6 a 11 ;4,955;2,513;2,442;94.6;94.9;94.3;4,671;2,321;2,350;97.0;97.0;96.9;6,445;3,264;3,181;98.0;97.7;98.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3947;1924;Provincia;Cochabamba;Esteban Arze;;12 a 17 ;4,463;2,392;2,071;75.3;80.7;69.1;4,855;2,520;2,335;87.7;88.7;86.6;5,859;2,895;2,964;93.0;93.4;92.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3948;1925;Provincia;Cochabamba;Esteban Arze;;Urbana;1,204;639;565;87.0;86.9;87.3;2,062;1,061;1,001;90.7;91.1;90.3;7,197;3,586;3,611;95.5;95.7;95.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3949;1926;Provincia;Cochabamba;Esteban Arze;;4 a 5 ;150;82;68;46.7;45.1;48.5;253;132;121;58.9;64.4;52.9;988;492;496;84.8;86.0;83.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3950;1927;Provincia;Cochabamba;Esteban Arze;;6 a 11 ;517;268;249;96.7;96.6;96.8;854;434;420;97.3;97.0;97.6;3,352;1,720;1,632;98.5;98.2;98.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3951;1928;Provincia;Cochabamba;Esteban Arze;;12 a 17 ;537;289;248;89.0;89.6;88.3;955;495;460;93.3;93.1;93.5;2,857;1,374;1,483;95.5;96.1;94.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3952;1929;Provincia;Cochabamba;Esteban Arze;;Rural;9,840;5,111;4,729;79.3;81.7;76.7;8,843;4,472;4,371;86.2;86.7;85.8;6,965;3,526;3,439;93.2;93.1;93.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3953;1930;Provincia;Cochabamba;Esteban Arze;;4 a 5 ;1,476;763;713;49.3;49.3;49.4;1,126;560;566;49.8;48.2;51.4;870;461;409;87.2;86.3;88.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3954;1931;Provincia;Cochabamba;Esteban Arze;;6 a 11 ;4,438;2,245;2,193;94.4;94.7;94.1;3,817;1,887;1,930;96.9;97.0;96.7;3,093;1,544;1,549;97.5;97.1;97.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3955;1932;Provincia;Cochabamba;Esteban Arze;;12 a 17 ;3,926;2,103;1,823;73.5;79.5;66.5;3,900;2,025;1,875;86.3;87.6;84.9;3,002;1,521;1,481;90.6;91.0;90.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3956;1933;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;3,098;1,649;1,449;80.4;81.9;78.7;2,336;1,204;1,132;89.3;89.2;89.5;2,709;1,350;1,359;94.7;95.0;94.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3957;1934;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;4 a 5 ;465;264;201;51.0;48.5;54.2;261;128;133;59.4;59.4;59.4;363;184;179;89.0;91.8;86.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3958;1935;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;6 a 11 ;1,374;704;670;95.6;95.6;95.7;974;500;474;97.6;97.8;97.5;1,194;603;591;98.9;98.8;99.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3959;1936;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;12 a 17 ;1,259;681;578;74.6;80.6;67.5;1,101;576;525;89.1;88.4;89.9;1,152;563;589;92.1;91.8;92.4;;;
