cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2374;351;Municipio/TIOC;La Paz;Los Andes;Batallas;Rural;5,739;285;1,903;3,551;5,362;269;2,075;63;2,955;7,488;1,477;2,599;3,412;5.0;33.2;61.9;5.0;38.7;1.2;55.1;19.7;34.7;45.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2375;352;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;2,451;136;541;1,774;2,348;236;1,001;96;1,015;3,188;495;782;1,911;5.5;22.1;72.4;10.1;42.6;4.1;43.2;15.5;24.5;59.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2376;353;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2377;354;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;2,451;136;541;1,774;2,348;236;1,001;96;1,015;3,188;495;782;1,911;5.5;22.1;72.4;10.1;42.6;4.1;43.2;15.5;24.5;59.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;23,550;1,824;8,254;13,472;31,288;5,046;11,763;733;13,746;42,289;10,939;12,803;18,547;7.7;35.0;57.2;16.1;37.6;2.3;43.9;25.9;30.3;43.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;4,946;1,016;2,585;1,345;8,433;3,144;3,928;112;1,249;12,480;5,710;3,875;2,895;20.5;52.3;27.2;37.3;46.6;1.3;14.8;45.8;31.0;23.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;18,604;808;5,669;12,127;22,855;1,902;7,835;621;12,497;29,809;5,229;8,928;15,652;4.3;30.5;65.2;8.3;34.3;2.7;54.7;17.5;30.0;52.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2381;358;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;7,144;576;2,318;4,250;9,420;1,424;3,356;236;4,404;12,627;3,632;3,527;5,468;8.1;32.4;59.5;15.1;35.6;2.5;46.8;28.8;27.9;43.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2382;359;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;1,795;383;1,013;399;3,024;1,010;1,277;50;687;3,749;1,923;993;833;21.3;56.4;22.2;33.4;42.2;1.7;22.7;51.3;26.5;22.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2383;360;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;5,349;193;1,305;3,851;6,396;414;2,079;186;3,717;8,878;1,709;2,534;4,635;3.6;24.4;72.0;6.5;32.5;2.9;58.1;19.2;28.5;52.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2384;361;Municipio/TIOC;La Paz;Aroma;Umala;Umala;2,950;84;519;2,347;3,249;229;970;116;1,934;3,921;657;1,467;1,797;2.8;17.6;79.6;7.0;29.9;3.6;59.5;16.8;37.4;45.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2385;362;Municipio/TIOC;La Paz;Aroma;Umala;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2386;363;Municipio/TIOC;La Paz;Aroma;Umala;Rural;2,950;84;519;2,347;3,249;229;970;116;1,934;3,921;657;1,467;1,797;2.8;17.6;79.6;7.0;29.9;3.6;59.5;16.8;37.4;45.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2387;364;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Ayo Ayo;1,973;59;435;1,479;2,823;235;650;101;1,837;4,794;607;995;3,192;3.0;22.0;75.0;8.3;23.0;3.6;65.1;12.7;20.8;66.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2388;365;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2389;366;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Rural;1,973;59;435;1,479;2,823;235;650;101;1,837;4,794;607;995;3,192;3.0;22.0;75.0;8.3;23.0;3.6;65.1;12.7;20.8;66.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2390;367;Municipio/TIOC;La Paz;Aroma;Calamarca;Calamarca;3,042;88;1,125;1,829;3,827;444;1,462;115;1,806;5,467;1,147;1,722;2,598;2.9;37.0;60.1;11.6;38.2;3.0;47.2;21.0;31.5;47.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2391;368;Municipio/TIOC;La Paz;Aroma;Calamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2392;369;Municipio/TIOC;La Paz;Aroma;Calamarca;Rural;3,042;88;1,125;1,829;3,827;444;1,462;115;1,806;5,467;1,147;1,722;2,598;2.9;37.0;60.1;11.6;38.2;3.0;47.2;21.0;31.5;47.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2393;370;Municipio/TIOC;La Paz;Aroma;Patacamaya;Patacamaya;5,732;828;2,540;2,364;7,497;2,156;3,242;90;2,009;9,347;3,292;2,686;3,369;14.4;44.3;41.2;28.8;43.2;1.2;26.8;35.2;28.7;36.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2394;371;Municipio/TIOC;La Paz;Aroma;Patacamaya;Urbana;2,604;606;1,136;862;3,794;1,759;1,618;43;374;5,100;2,650;1,275;1,175;23.3;43.6;33.1;46.4;42.6;1.1;9.9;52.0;25.0;23.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2395;372;Municipio/TIOC;La Paz;Aroma;Patacamaya;Rural;3,128;222;1,404;1,502;3,703;397;1,624;47;1,635;4,247;642;1,411;2,194;7.1;44.9;48.0;10.7;43.9;1.3;44.2;15.1;33.2;51.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2396;373;Municipio/TIOC;La Paz;Aroma;Colquencha;Colquencha;1,968;76;950;942;3,200;368;1,268;53;1,511;4,480;975;1,711;1,794;3.9;48.3;47.9;11.5;39.6;1.7;47.2;21.8;38.2;40.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2397;374;Municipio/TIOC;La Paz;Aroma;Colquencha;Urbana;547;27;436;84;892;223;560;4;105;2,627;670;1,200;757;4.9;79.7;15.4;25.0;62.8;0.4;11.8;25.5;45.7;28.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2398;375;Municipio/TIOC;La Paz;Aroma;Colquencha;Rural;1,421;49;514;858;2,308;145;708;49;1,406;1,853;305;511;1,037;3.4;36.2;60.4;6.3;30.7;2.1;60.9;16.5;27.6;56.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2399;376;Municipio/TIOC;La Paz;Aroma;Collana;Collana;741;113;367;261;1,272;190;815;22;245;1,653;629;695;329;15.2;49.5;35.2;14.9;64.1;1.7;19.3;38.1;42.0;19.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2400;377;Municipio/TIOC;La Paz;Aroma;Collana;Urbana;;;;;723;152;473;15;83;1,004;467;407;130;;;;21.0;65.4;2.1;11.5;46.5;40.5;12.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2401;378;Municipio/TIOC;La Paz;Aroma;Collana;Rural;741;113;367;261;549;38;342;7;162;649;162;288;199;15.2;49.5;35.2;6.9;62.3;1.3;29.5;25.0;44.4;30.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2402;379;Provincia;La Paz;Nor Yungas;;Nor Yungas;6,342;1,377;3,630;1,335;12,376;4,011;6,296;354;1,715;19,289;7,841;7,951;3,497;21.7;57.2;21.1;32.4;50.9;2.9;13.9;40.7;41.2;18.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2403;380;Provincia;La Paz;Nor Yungas;;Urbana;1,222;645;481;96;844;716;116;5;7;2,274;1,753;347;174;52.8;39.4;7.9;84.8;13.7;0.6;0.8;77.1;15.3;7.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2404;381;Provincia;La Paz;Nor Yungas;;Rural;5,120;732;3,149;1,239;11,532;3,295;6,180;349;1,708;17,015;6,088;7,604;3,323;14.3;61.5;24.2;28.6;53.6;3.0;14.8;35.8;44.7;19.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2405;382;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Coroico;3,306;748;1,746;812;6,996;1,822;3,570;308;1,296;10,376;3,594;4,714;2,068;22.6;52.8;24.6;26.0;51.0;4.4;18.5;34.6;45.4;19.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2406;383;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Urbana;610;370;200;40;844;716;116;5;7;1,091;826;184;81;60.7;32.8;6.6;84.8;13.7;0.6;0.8;75.7;16.9;7.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2407;384;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Rural;2,696;378;1,546;772;6,152;1,106;3,454;303;1,289;9,285;2,768;4,530;1,987;14.0;57.3;28.6;18.0;56.1;4.9;21.0;29.8;48.8;21.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2408;385;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Coripata;3,036;629;1,884;523;5,380;2,189;2,726;46;419;8,913;4,247;3,237;1,429;20.7;62.1;17.2;40.7;50.7;0.9;7.8;47.6;36.3;16.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2409;386;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Urbana;612;275;281;56;;;;;;1,183;927;163;93;44.9;45.9;9.2;;;;;78.4;13.8;7.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2410;387;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Rural;2,424;354;1,603;467;5,380;2,189;2,726;46;419;7,730;3,320;3,074;1,336;14.6;66.1;19.3;40.7;50.7;0.9;7.8;42.9;39.8;17.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2411;388;Provincia;La Paz;Abel Iturralde;;Abel Iturralde;2,442;182;1,239;1,021;4,275;639;2,095;57;1,484;6,155;1,898;2,363;1,894;7.5;50.7;41.8;14.9;49.0;1.3;34.7;30.8;38.4;30.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2412;389;Provincia;La Paz;Abel Iturralde;;Urbana;433;85;332;16;1,827;481;1,220;6;120;2,499;1,140;1,088;271;19.6;76.7;3.7;26.3;66.8;0.3;6.6;45.6;43.5;10.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2413;390;Provincia;La Paz;Abel Iturralde;;Rural;2,009;97;907;1,005;2,448;158;875;51;1,364;3,656;758;1,275;1,623;4.8;45.1;50.0;6.5;35.7;2.1;55.7;20.7;34.9;44.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2414;391;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Ixiamas;1,197;32;423;742;2,270;300;783;6;1,181;3,306;840;1,032;1,434;2.7;35.3;62.0;13.2;34.5;0.3;52.0;25.4;31.2;43.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2415;392;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Urbana;;;;;985;245;650;4;86;1,343;584;593;166;;;;24.9;66.0;0.4;8.7;43.5;44.2;12.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2416;393;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Rural;1,197;32;423;742;1,285;55;133;2;1,095;1,963;256;439;1,268;2.7;35.3;62.0;4.3;10.4;0.2;85.2;13.0;22.4;64.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2417;394;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;San Buenaventura;1,245;150;816;279;2,005;339;1,312;51;303;2,849;1,058;1,331;460;12.0;65.5;22.4;16.9;65.4;2.5;15.1;37.1;46.7;16.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2418;395;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;Urbana;433;85;332;16;842;236;570;2;34;1,156;556;495;105;19.6;76.7;3.7;28.0;67.7;0.2;4.0;48.1;42.8;9.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2419;396;Municipio/TIOC;La Paz;Abel Iturralde;San Buenaventura;Rural;812;65;484;263;1,163;103;742;49;269;1,693;502;836;355;8.0;59.6;32.4;8.9;63.8;4.2;23.1;29.7;49.4;21.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2420;397;Provincia;La Paz;Bautista Saavedra;;Bautista Saavedra;3,122;242;1,454;1,426;4,532;625;2,447;232;1,228;6,678;1,348;2,800;2,530;7.8;46.6;45.7;13.8;54.0;5.1;27.1;20.2;41.9;37.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2421;398;Provincia;La Paz;Bautista Saavedra;;Urbana;;;;;634;103;506;5;20;759;143;405;211;;;;16.2;79.8;0.8;3.2;18.8;53.4;27.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2422;399;Provincia;La Paz;Bautista Saavedra;;Rural;3,122;242;1,454;1,426;3,898;522;1,941;227;1,208;5,919;1,205;2,395;2,319;7.8;46.6;45.7;13.4;49.8;5.8;31.0;20.4;40.5;39.2
