cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2012_total;numero_de_viviendas_2012_basurero_publico_o_contenedor;numero_de_viviendas_2012_carro_basurero;numero_de_viviendas_2012_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2012_la_botan_al_rio;numero_de_viviendas_2012_la_queman;numero_de_viviendas_2012_la_entierran;numero_de_viviendas_2012_otra;numero_de_viviendas_2024_total;numero_de_viviendas_2024_basurero_publico_o_contenedor;numero_de_viviendas_2024_carro_basurero;numero_de_viviendas_2024_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2024_la_botan_al_rio;numero_de_viviendas_2024_la_queman;numero_de_viviendas_2024_la_entierran;numero_de_viviendas_2024_otra;distribucion_porcentual_2012_basurero_publico_o_contenedor;distribucion_porcentual_2012_carro_basurero;distribucion_porcentual_2012_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2012_la_botan_al_rio;distribucion_porcentual_2012_la_queman;distribucion_porcentual_2012_la_entierran;distribucion_porcentual_2012_otra;distribucion_porcentual_2024_basurero_publico_o_contenedor;distribucion_porcentual_2024_carro_basurero;distribucion_porcentual_2024_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2024_la_botan_al_rio;distribucion_porcentual_2024_la_queman;distribucion_porcentual_2024_la_entierran;distribucion_porcentual_2024_otra
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2475;452;Provincia;Cochabamba;Cercado;;Urbana;177,376;50,924;108,501;1,353;2,504;12,543;757;794;212,257;42,493;162,897;372;144;5,131;446;774;28.7;61.2;0.8;1.4;7.1;0.4;0.4;20.0;76.7;0.2;0.1;2.4;0.2;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2476;453;Provincia;Cochabamba;Cercado;;Rural;;;;;;;;;16;0;0;0;0;12;3;1;;;;;;;;0.0;0.0;0.0;0.0;75.0;18.8;6.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2477;454;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Cochabamba;177,376;50,924;108,501;1,353;2,504;12,543;757;794;212,273;42,493;162,897;372;144;5,143;449;775;28.7;61.2;0.8;1.4;7.1;0.4;0.4;20.0;76.7;0.2;0.1;2.4;0.2;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2478;455;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Urbana;177,376;50,924;108,501;1,353;2,504;12,543;757;794;212,257;42,493;162,897;372;144;5,131;446;774;28.7;61.2;0.8;1.4;7.1;0.4;0.4;20.0;76.7;0.2;0.1;2.4;0.2;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2479;456;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Rural;;;;;;;;;16;0;0;0;0;12;3;1;;;;;;;;0.0;0.0;0.0;0.0;75.0;18.8;6.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2480;457;Provincia;Cochabamba;Campero;;Campero;9,470;327;2,777;2,683;1,404;1,481;348;450;10,796;652;3,507;834;375;4,506;704;218;3.5;29.3;28.3;14.8;15.6;3.7;4.8;6.0;32.5;7.7;3.5;41.7;6.5;2.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2481;458;Provincia;Cochabamba;Campero;;Urbana;2,826;250;2,327;34;62;130;18;5;3,351;460;2,731;16;4;100;32;8;8.8;82.3;1.2;2.2;4.6;0.6;0.2;13.7;81.5;0.5;0.1;3.0;1.0;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2482;459;Provincia;Cochabamba;Campero;;Rural;6,644;77;450;2,649;1,342;1,351;330;445;7,445;192;776;818;371;4,406;672;210;1.2;6.8;39.9;20.2;20.3;5.0;6.7;2.6;10.4;11.0;5.0;59.2;9.0;2.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2483;460;Municipio/TIOC;Cochabamba;Campero;Aiquile;Aiquile;6,499;254;1,943;1,879;1,123;701;261;338;7,123;458;2,291;629;315;2,806;472;152;3.9;29.9;28.9;17.3;10.8;4.0;5.2;6.4;32.2;8.8;4.4;39.4;6.6;2.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2484;461;Municipio/TIOC;Cochabamba;Campero;Aiquile;Urbana;2,282;226;1,895;30;59;57;12;3;2,680;398;2,209;10;4;49;5;5;9.9;83.0;1.3;2.6;2.5;0.5;0.1;14.9;82.4;0.4;0.1;1.8;0.2;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2485;462;Municipio/TIOC;Cochabamba;Campero;Aiquile;Rural;4,217;28;48;1,849;1,064;644;249;335;4,443;60;82;619;311;2,757;467;147;0.7;1.1;43.8;25.2;15.3;5.9;7.9;1.4;1.8;13.9;7.0;62.1;10.5;3.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2486;463;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Pasorapa;1,537;27;438;547;99;286;51;89;1,753;65;526;145;29;765;181;42;1.8;28.5;35.6;6.4;18.6;3.3;5.8;3.7;30.0;8.3;1.7;43.6;10.3;2.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2487;464;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Urbana;544;24;432;4;3;73;6;2;671;62;522;6;0;51;27;3;4.4;79.4;0.7;0.6;13.4;1.1;0.4;9.2;77.8;0.9;0.0;7.6;4.0;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2488;465;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Rural;993;3;6;543;96;213;45;87;1,082;3;4;139;29;714;154;39;0.3;0.6;54.7;9.7;21.5;4.5;8.8;0.3;0.4;12.8;2.7;66.0;14.2;3.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2489;466;Municipio/TIOC;Cochabamba;Campero;Omereque;Omereque;1,434;46;396;257;182;494;36;23;1,920;129;690;60;31;935;51;24;3.2;27.6;17.9;12.7;34.4;2.5;1.6;6.7;35.9;3.1;1.6;48.7;2.7;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2490;467;Municipio/TIOC;Cochabamba;Campero;Omereque;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2491;468;Municipio/TIOC;Cochabamba;Campero;Omereque;Rural;1,434;46;396;257;182;494;36;23;1,920;129;690;60;31;935;51;24;3.2;27.6;17.9;12.7;34.4;2.5;1.6;6.7;35.9;3.1;1.6;48.7;2.7;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;16,203;229;724;2,466;2,853;8,630;951;350;21,034;221;678;658;846;17,291;1,142;198;1.4;4.5;15.2;17.6;53.3;5.9;2.2;1.1;3.2;3.1;4.0;82.2;5.4;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2493;470;Provincia;Cochabamba;Ayopaya;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2494;471;Provincia;Cochabamba;Ayopaya;;Rural;16,203;229;724;2,466;2,853;8,630;951;350;21,034;221;678;658;846;17,291;1,142;198;1.4;4.5;15.2;17.6;53.3;5.9;2.2;1.1;3.2;3.1;4.0;82.2;5.4;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;7,347;104;613;1,436;1,647;3,066;354;127;8,442;96;524;328;486;6,587;354;67;1.4;8.3;19.5;22.4;41.7;4.8;1.7;1.1;6.2;3.9;5.8;78.0;4.2;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2497;474;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;7,347;104;613;1,436;1,647;3,066;354;127;8,442;96;524;328;486;6,587;354;67;1.4;8.3;19.5;22.4;41.7;4.8;1.7;1.1;6.2;3.9;5.8;78.0;4.2;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2498;475;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;3,936;104;98;509;594;2,230;311;90;5,081;90;137;146;180;4,200;263;65;2.6;2.5;12.9;15.1;56.7;7.9;2.3;1.8;2.7;2.9;3.5;82.7;5.2;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2499;476;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2500;477;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;3,936;104;98;509;594;2,230;311;90;5,081;90;137;146;180;4,200;263;65;2.6;2.5;12.9;15.1;56.7;7.9;2.3;1.8;2.7;2.9;3.5;82.7;5.2;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2501;478;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;4,920;21;13;521;612;3,334;286;133;7,511;35;17;184;180;6,504;525;66;0.4;0.3;10.6;12.4;67.8;5.8;2.7;0.5;0.2;2.4;2.4;86.6;7.0;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2502;479;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2503;480;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;4,920;21;13;521;612;3,334;286;133;7,511;35;17;184;180;6,504;525;66;0.4;0.3;10.6;12.4;67.8;5.8;2.7;0.5;0.2;2.4;2.4;86.6;7.0;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;12,234;262;1,184;1,929;2,384;5,548;622;305;20,096;1,633;4,818;654;771;10,788;996;436;2.1;9.7;15.8;19.5;45.3;5.1;2.5;8.1;24.0;3.3;3.8;53.7;5.0;2.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;2,238;114;710;63;485;778;58;30;8,824;1,141;3,666;44;108;3,433;252;180;5.1;31.7;2.8;21.7;34.8;2.6;1.3;12.9;41.5;0.5;1.2;38.9;2.9;2.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;9,996;148;474;1,866;1,899;4,770;564;275;11,272;492;1,152;610;663;7,355;744;256;1.5;4.7;18.7;19.0;47.7;5.6;2.8;4.4;10.2;5.4;5.9;65.3;6.6;2.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2507;484;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;2,593;71;625;352;784;630;78;53;4,030;240;1,351;141;206;1,906;145;41;2.7;24.1;13.6;30.2;24.3;3.0;2.0;6.0;33.5;3.5;5.1;47.3;3.6;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2508;485;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Urbana;1,084;68;621;19;248;102;14;12;1,431;176;1,125;6;11;99;8;6;6.3;57.3;1.8;22.9;9.4;1.3;1.1;12.3;78.6;0.4;0.8;6.9;0.6;0.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2509;486;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Rural;1,509;3;4;333;536;528;64;41;2,599;64;226;135;195;1,807;137;35;0.2;0.3;22.1;35.5;35.0;4.2;2.7;2.5;8.7;5.2;7.5;69.5;5.3;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2510;487;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;2,636;64;315;891;554;535;178;99;3,362;125;474;277;292;1,853;248;93;2.4;11.9;33.8;21.0;20.3;6.8;3.8;3.7;14.1;8.2;8.7;55.1;7.4;2.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2511;488;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2512;489;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Rural;2,636;64;315;891;554;535;178;99;3,362;125;474;277;292;1,853;248;93;2.4;11.9;33.8;21.0;20.3;6.8;3.8;3.7;14.1;8.2;8.7;55.1;7.4;2.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2513;490;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Arbieto;5,532;123;141;222;772;3,916;273;85;10,848;1,213;2,859;97;147;5,819;436;277;2.2;2.5;4.0;14.0;70.8;4.9;1.5;11.2;26.4;0.9;1.4;53.6;4.0;2.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2514;491;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Urbana;1,154;46;89;44;237;676;44;18;7,393;965;2,541;38;97;3,334;244;174;4.0;7.7;3.8;20.5;58.6;3.8;1.6;13.1;34.4;0.5;1.3;45.1;3.3;2.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2515;492;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Rural;4,378;77;52;178;535;3,240;229;67;3,455;248;318;59;50;2,485;192;103;1.8;1.2;4.1;12.2;74.0;5.2;1.5;7.2;9.2;1.7;1.4;71.9;5.6;3.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2516;493;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Sacabamba;1,473;4;103;464;274;467;93;68;1,856;55;134;139;126;1,210;167;25;0.3;7.0;31.5;18.6;31.7;6.3;4.6;3.0;7.2;7.5;6.8;65.2;9.0;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2517;494;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2518;495;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Rural;1,473;4;103;464;274;467;93;68;1,856;55;134;139;126;1,210;167;25;0.3;7.0;31.5;18.6;31.7;6.3;4.6;3.0;7.2;7.5;6.8;65.2;9.0;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2519;496;Provincia;Cochabamba;Arani;;Arani;6,346;88;730;1,169;1,277;2,715;275;92;7,847;419;2,230;348;258;4,284;223;85;1.4;11.5;18.4;20.1;42.8;4.3;1.4;5.3;28.4;4.4;3.3;54.6;2.8;1.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2520;497;Provincia;Cochabamba;Arani;;Urbana;1,047;81;673;20;179;85;5;4;1,373;194;1,074;14;11;73;4;3;7.7;64.3;1.9;17.1;8.1;0.5;0.4;14.1;78.2;1.0;0.8;5.3;0.3;0.2
