cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_personas_2001_total;numero_de_personas_2001_tiene_;numero_de_personas_2001_no_tiene;numero_de_personas_2012_total;numero_de_personas_2012_tiene_;numero_de_personas_2012_no_tiene;numero_de_personas_2024_total;numero_de_personas_2024_tiene_;numero_de_personas_2024_no_tiene
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2459;436;Municipio/TIOC;La Paz;General José Manuel Pando;Catacora;Catacora;1,733;59;1,674;2,860;1,654;1,206;5,335;4,111;1,224
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2460;437;Municipio/TIOC;La Paz;General José Manuel Pando;Catacora;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2461;438;Municipio/TIOC;La Paz;General José Manuel Pando;Catacora;Rural;1,733;59;1,674;2,860;1,654;1,206;5,335;4,111;1,224
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2462;439;Provincia;La Paz;Caranavi;;Caranavi;49,847;14,695;35,152;60,070;35,174;24,896;68,420;55,317;13,103
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2463;440;Provincia;La Paz;Caranavi;;Urbana;11,334;9,971;1,363;12,441;11,126;1,315;19,810;18,337;1,473
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2464;441;Provincia;La Paz;Caranavi;;Rural;38,513;4,724;33,789;47,629;24,048;23,581;48,610;36,980;11,630
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2465;442;Municipio/TIOC;La Paz;Caranavi;Caranavi;Caranavi;41,965;13,311;28,654;49,189;29,997;19,192;57,985;48,823;9,162
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2466;443;Municipio/TIOC;La Paz;Caranavi;Caranavi;Urbana;11,334;9,971;1,363;12,441;11,126;1,315;19,810;18,337;1,473
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2467;444;Municipio/TIOC;La Paz;Caranavi;Caranavi;Rural;30,631;3,340;27,291;36,748;18,871;17,877;38,175;30,486;7,689
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2468;445;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Alto Beni;7,882;1,384;6,498;10,881;5,177;5,704;10,435;6,494;3,941
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2469;446;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2470;447;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Rural;7,882;1,384;6,498;10,881;5,177;5,704;10,435;6,494;3,941
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2471;448;Departamento;Cochabamba;;;Cochabamba;1,423,603;1,004,456;419,147;1,731,480;1,478,400;253,080;1,982,027;1,810,494;171,533
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2472;449;Departamento;Cochabamba;;;Urbana;834,836;777,473;57,363;1,178,229;1,142,274;35,955;1,393,957;1,368,420;25,537
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2473;450;Departamento;Cochabamba;;;Rural;588,767;226,983;361,784;553,251;336,126;217,125;588,070;442,074;145,996
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2474;451;Provincia;Cochabamba;Cercado;;Cercado;504,286;473,688;30,598;621,184;603,654;17,530;652,155;643,190;8,965
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2475;452;Provincia;Cochabamba;Cercado;;Urbana;503,956;473,544;30,412;621,184;603,654;17,530;652,132;643,187;8,945
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2476;453;Provincia;Cochabamba;Cercado;;Rural;330;144;186;;;;23;3;20
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2477;454;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Cochabamba;504,286;473,688;30,598;621,184;603,654;17,530;652,155;643,190;8,965
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2478;455;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Urbana;503,956;473,544;30,412;621,184;603,654;17,530;652,132;643,187;8,945
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2479;456;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Rural;330;144;186;;;;23;3;20
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2480;457;Provincia;Cochabamba;Campero;;Campero;36,043;10,941;25,102;35,433;23,069;12,364;35,994;29,589;6,405
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2481;458;Provincia;Cochabamba;Campero;;Urbana;6,959;5,266;1,693;10,835;10,441;394;11,429;11,175;254
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2482;459;Provincia;Cochabamba;Campero;;Rural;29,084;5,675;23,409;24,598;12,628;11,970;24,565;18,414;6,151
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2483;460;Municipio/TIOC;Cochabamba;Campero;Aiquile;Aiquile;25,552;7,634;17,918;23,052;14,353;8,699;22,902;18,599;4,303
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2484;461;Municipio/TIOC;Cochabamba;Campero;Aiquile;Urbana;6,959;5,266;1,693;7,749;7,498;251;8,658;8,534;124
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2485;462;Municipio/TIOC;Cochabamba;Campero;Aiquile;Rural;18,593;2,368;16,225;15,303;6,855;8,448;14,244;10,065;4,179
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2486;463;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Pasorapa;4,580;869;3,711;6,794;4,257;2,537;6,414;4,839;1,575
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2487;464;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Urbana;;;;3,086;2,943;143;2,771;2,641;130
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2488;465;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Rural;4,580;869;3,711;3,708;1,314;2,394;3,643;2,198;1,445
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2489;466;Municipio/TIOC;Cochabamba;Campero;Omereque;Omereque;5,911;2,438;3,473;5,587;4,459;1,128;6,678;6,151;527
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2490;467;Municipio/TIOC;Cochabamba;Campero;Omereque;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2491;468;Municipio/TIOC;Cochabamba;Campero;Omereque;Rural;5,911;2,438;3,473;5,587;4,459;1,128;6,678;6,151;527
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;60,566;6,998;53,568;53,669;27,520;26,149;55,890;39,922;15,968
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2493;470;Provincia;Cochabamba;Ayopaya;;Urbana;1,941;1,420;521;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2494;471;Provincia;Cochabamba;Ayopaya;;Rural;58,625;5,578;53,047;53,669;27,520;26,149;55,890;39,922;15,968
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;26,618;3,997;22,621;23,392;11,491;11,901;21,691;16,704;4,987
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Urbana;1,941;1,420;521;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2497;474;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Rural;24,677;2,577;22,100;23,392;11,491;11,901;21,691;16,704;4,987
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2498;475;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Morochata;17,023;2,429;14,594;12,721;5,942;6,779;14,667;9,747;4,920
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2499;476;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2500;477;Municipio/TIOC;Cochabamba;Ayopaya;Morochata;Rural;17,023;2,429;14,594;12,721;5,942;6,779;14,667;9,747;4,920
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2501;478;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Cocapata;16,925;572;16,353;17,556;10,087;7,469;19,532;13,471;6,061
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2502;479;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2503;480;Municipio/TIOC;Cochabamba;Ayopaya;Cocapata;Rural;16,925;572;16,353;17,556;10,087;7,469;19,532;13,471;6,061
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2504;481;Provincia;Cochabamba;Esteban Arze;;Esteban Arze;31,231;16,029;15,202;36,439;26,423;10,016;52,254;39,343;12,911
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2505;482;Provincia;Cochabamba;Esteban Arze;;Urbana;3,218;2,946;272;7,118;6,339;779;24,195;18,720;5,475
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2506;483;Provincia;Cochabamba;Esteban Arze;;Rural;28,013;13,083;14,930;29,321;20,084;9,237;28,059;20,623;7,436
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2507;484;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Tarata;8,572;5,559;3,013;7,812;6,038;1,774;10,750;8,779;1,971
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2508;485;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Urbana;3,218;2,946;272;3,562;3,391;171;4,014;3,923;91
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2509;486;Municipio/TIOC;Cochabamba;Esteban Arze;Tarata;Rural;5,354;2,613;2,741;4,250;2,647;1,603;6,736;4,856;1,880
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2510;487;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Anzaldo;8,995;1,417;7,578;7,161;4,055;3,106;7,302;4,837;2,465
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2511;488;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2512;489;Municipio/TIOC;Cochabamba;Esteban Arze;Anzaldo;Rural;8,995;1,417;7,578;7,161;4,055;3,106;7,302;4,837;2,465
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2513;490;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Arbieto;9,426;7,933;1,493;17,143;14,060;3,083;29,223;22,690;6,533
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2514;491;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Urbana;;;;3,556;2,948;608;20,181;14,797;5,384
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2515;492;Municipio/TIOC;Cochabamba;Esteban Arze;Arbieto;Rural;9,426;7,933;1,493;13,587;11,112;2,475;9,042;7,893;1,149
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2516;493;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Sacabamba;4,238;1,120;3,118;4,323;2,270;2,053;4,979;3,037;1,942
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2517;494;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2518;495;Municipio/TIOC;Cochabamba;Esteban Arze;Sacabamba;Rural;4,238;1,120;3,118;4,323;2,270;2,053;4,979;3,037;1,942
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2519;496;Provincia;Cochabamba;Arani;;Arani;23,841;12,501;11,340;18,311;14,534;3,777;19,284;16,913;2,371
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2520;497;Provincia;Cochabamba;Arani;;Urbana;3,422;2,931;491;3,455;3,379;76;4,124;4,067;57
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2521;498;Provincia;Cochabamba;Arani;;Rural;20,419;9,570;10,849;14,856;11,155;3,701;15,160;12,846;2,314
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2522;499;Municipio/TIOC;Cochabamba;Arani;Arani;Arani;11,439;7,854;3,585;9,404;8,109;1,295;11,052;10,284;768
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2523;500;Municipio/TIOC;Cochabamba;Arani;Arani;Urbana;3,422;2,931;491;3,455;3,379;76;4,124;4,067;57
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2524;501;Municipio/TIOC;Cochabamba;Arani;Arani;Rural;8,017;4,923;3,094;5,949;4,730;1,219;6,928;6,217;711
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2525;502;Municipio/TIOC;Cochabamba;Arani;Vacas;Vacas;12,402;4,647;7,755;8,907;6,425;2,482;8,232;6,629;1,603
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2526;503;Municipio/TIOC;Cochabamba;Arani;Vacas;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2527;504;Municipio/TIOC;Cochabamba;Arani;Vacas;Rural;12,402;4,647;7,755;8,907;6,425;2,482;8,232;6,629;1,603
