cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_edad;area_;2012_numero_total;2012_numero_hombre;2012_numero_mujer;2012_porcentaje_total;2012_porcentaje_hombre;2012_porcentaje_mujer;2024_numero_total;2024_numero_hombre;2024_numero_mujer;2024_numero_sin_especificar;2024_porcentaje_total;2024_porcentaje_hombre;2024_porcentaje_mujer;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2279;256;Provincia;Chuquisaca;Tomina;;30 a 59;Tomina;188;101;87;14.8;15.5;14.1;248;138;110;0;28.1;29.2;26.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2280;257;Provincia;Chuquisaca;Tomina;;60 o más;Tomina;5;2;3;0.4;0.3;0.5;7;4;3;0;0.8;0.8;0.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2281;258;Provincia;Chuquisaca;Tomina;;Sin especificar;Tomina;39;19;20;3.1;2.9;3.2;26;13;13;0;2.9;2.8;3.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2282;259;Provincia;Chuquisaca;Tomina;;Urbana;Urbana;186;81;105;100;100;100;224;117;107;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2283;260;Provincia;Chuquisaca;Tomina;;0 a 17;Urbana;16;9;7;8.6;11.1;6.7;28;18;10;0;12.5;15.4;9.3;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2284;261;Provincia;Chuquisaca;Tomina;;18 a 29;Urbana;118;50;68;63.4;61.7;64.8;115;52;63;0;51.3;44.4;58.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2285;262;Provincia;Chuquisaca;Tomina;;30 a 59;Urbana;41;17;24;22;21;22.9;66;41;25;0;29.5;35;23.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2286;263;Provincia;Chuquisaca;Tomina;;60 o más;Urbana;1;0;1;0.5;0;1;3;1;2;0;1.3;0.9;1.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2287;264;Provincia;Chuquisaca;Tomina;;Sin especificar;Urbana;10;5;5;5.4;6.2;4.8;12;5;7;0;5.4;4.3;6.5;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2288;265;Provincia;Chuquisaca;Tomina;;Rural;Rural;1082;569;513;100;100;100;659;355;304;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2289;266;Provincia;Chuquisaca;Tomina;;0 a 17;Rural;187;93;94;17.3;16.3;18.3;69;36;33;0;10.5;10.1;10.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2290;267;Provincia;Chuquisaca;Tomina;;18 a 29;Rural;715;376;339;66.1;66.1;66.1;390;211;179;0;59.2;59.4;58.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2291;268;Provincia;Chuquisaca;Tomina;;30 a 59;Rural;147;84;63;13.6;14.8;12.3;182;97;85;0;27.6;27.3;28;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2292;269;Provincia;Chuquisaca;Tomina;;60 o más;Rural;4;2;2;0.4;0.4;0.4;4;3;1;0;0.6;0.8;0.3;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2293;270;Provincia;Chuquisaca;Tomina;;Sin especificar;Rural;29;14;15;2.7;2.5;2.9;14;8;6;0;2.1;2.3;2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2294;271;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;Padilla;378;188;190;100;100;100;360;187;173;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2295;272;Municipio/TIOC;Chuquisaca;Tomina;Padilla;0 a 17;Padilla;53;22;31;14;11.7;16.3;38;17;21;0;10.6;9.1;12.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2296;273;Municipio/TIOC;Chuquisaca;Tomina;Padilla;18 a 29;Padilla;251;127;124;66.4;67.6;65.3;196;99;97;0;54.4;52.9;56.1;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2297;274;Municipio/TIOC;Chuquisaca;Tomina;Padilla;30 a 59;Padilla;67;35;32;17.7;18.6;16.8;104;60;44;0;28.9;32.1;25.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2298;275;Municipio/TIOC;Chuquisaca;Tomina;Padilla;60 o más;Padilla;2;1;1;0.5;0.5;0.5;3;2;1;0;0.8;1.1;0.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2299;276;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Sin especificar;Padilla;5;3;2;1.3;1.6;1.1;19;9;10;0;5.3;4.8;5.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2300;277;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;Urbana;109;47;62;100;100;100;150;79;71;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2301;278;Municipio/TIOC;Chuquisaca;Tomina;Padilla;0 a 17;Urbana;8;4;4;7.3;8.5;6.5;14;9;5;0;9.3;11.4;7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2302;279;Municipio/TIOC;Chuquisaca;Tomina;Padilla;18 a 29;Urbana;70;30;40;64.2;63.8;64.5;73;35;38;0;48.7;44.3;53.5;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2303;280;Municipio/TIOC;Chuquisaca;Tomina;Padilla;30 a 59;Urbana;26;10;16;23.9;21.3;25.8;49;29;20;0;32.7;36.7;28.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2304;281;Municipio/TIOC;Chuquisaca;Tomina;Padilla;60 o más;Urbana;0;0;0;0;0;0;2;1;1;0;1.3;1.3;1.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2305;282;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Sin especificar;Urbana;5;3;2;4.6;6.4;3.2;12;5;7;0;8;6.3;9.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2306;283;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;Rural;269;141;128;100;100;100;210;108;102;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2307;284;Municipio/TIOC;Chuquisaca;Tomina;Padilla;0 a 17;Rural;45;18;27;16.7;12.8;21.1;24;8;16;0;11.4;7.4;15.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2308;285;Municipio/TIOC;Chuquisaca;Tomina;Padilla;18 a 29;Rural;181;97;84;67.3;68.8;65.6;123;64;59;0;58.6;59.3;57.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2309;286;Municipio/TIOC;Chuquisaca;Tomina;Padilla;30 a 59;Rural;41;25;16;15.2;17.7;12.5;55;31;24;0;26.2;28.7;23.5;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2310;287;Municipio/TIOC;Chuquisaca;Tomina;Padilla;60 o más;Rural;2;1;1;0.7;0.7;0.8;1;1;0;0;0.5;0.9;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2311;288;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Sin especificar;Rural;0;0;0;0;0;0;7;4;3;0;3.3;3.7;2.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2312;289;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;Tomina;502;278;224;100;100;100;252;137;115;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2313;290;Municipio/TIOC;Chuquisaca;Tomina;Tomina;0 a 17;Tomina;98;56;42;19.5;20.1;18.8;33;21;12;0;13.1;15.3;10.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2314;291;Municipio/TIOC;Chuquisaca;Tomina;Tomina;18 a 29;Tomina;328;178;150;65.3;64;67;143;76;67;0;56.7;55.5;58.3;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2315;292;Municipio/TIOC;Chuquisaca;Tomina;Tomina;30 a 59;Tomina;59;35;24;11.8;12.6;10.7;70;37;33;0;27.8;27;28.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2316;293;Municipio/TIOC;Chuquisaca;Tomina;Tomina;60 o más;Tomina;1;0;1;0.2;0;0.4;1;0;1;0;0.4;0;0.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2317;294;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Sin especificar;Tomina;16;9;7;3.2;3.2;3.1;5;3;2;0;2;2.2;1.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2318;295;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;Urbana;0;0;0;0;0;0;74;38;36;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2319;296;Municipio/TIOC;Chuquisaca;Tomina;Tomina;0 a 17;Urbana;0;0;0;0;0;0;14;9;5;0;18.9;23.7;13.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2320;297;Municipio/TIOC;Chuquisaca;Tomina;Tomina;18 a 29;Urbana;0;0;0;0;0;0;42;17;25;0;56.8;44.7;69.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2321;298;Municipio/TIOC;Chuquisaca;Tomina;Tomina;30 a 59;Urbana;0;0;0;0;0;0;17;12;5;0;23;31.6;13.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2322;299;Municipio/TIOC;Chuquisaca;Tomina;Tomina;60 o más;Urbana;0;0;0;0;0;0;1;0;1;0;1.4;0;2.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2323;300;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2324;301;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;Rural;502;278;224;100;100;100;178;99;79;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2325;302;Municipio/TIOC;Chuquisaca;Tomina;Tomina;0 a 17;Rural;98;56;42;19.5;20.1;18.8;19;12;7;0;10.7;12.1;8.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2326;303;Municipio/TIOC;Chuquisaca;Tomina;Tomina;18 a 29;Rural;328;178;150;65.3;64;67;101;59;42;0;56.7;59.6;53.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2327;304;Municipio/TIOC;Chuquisaca;Tomina;Tomina;30 a 59;Rural;59;35;24;11.8;12.6;10.7;53;25;28;0;29.8;25.3;35.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2328;305;Municipio/TIOC;Chuquisaca;Tomina;Tomina;60 o más;Rural;1;0;1;0.2;0;0.4;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2329;306;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Sin especificar;Rural;16;9;7;3.2;3.2;3.1;5;3;2;0;2.8;3;2.5;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2330;307;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;Sopachuy;189;88;101;100;100;100;153;83;70;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2331;308;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;0 a 17;Sopachuy;22;11;11;11.6;12.5;10.9;10;4;6;0;6.5;4.8;8.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2332;309;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;18 a 29;Sopachuy;119;56;63;63;63.6;62.4;99;54;45;0;64.7;65.1;64.3;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2333;310;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;30 a 59;Sopachuy;36;17;19;19;19.3;18.8;43;25;18;0;28.1;30.1;25.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2334;311;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;60 o más;Sopachuy;1;0;1;0.5;0;1;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2335;312;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sin especificar;Sopachuy;11;4;7;5.8;4.5;6.9;1;0;1;0;0.7;0;1.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2336;313;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;Urbana;77;34;43;100;100;100;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2337;314;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;0 a 17;Urbana;8;5;3;10.4;14.7;7;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2338;315;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;18 a 29;Urbana;48;20;28;62.3;58.8;65.1;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2339;316;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;30 a 59;Urbana;15;7;8;19.5;20.6;18.6;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2340;317;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;60 o más;Urbana;1;0;1;1.3;0;2.3;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2341;318;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sin especificar;Urbana;5;2;3;6.5;5.9;7;0;0;0;0;0;0;0;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2342;319;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;Rural;112;54;58;100;100;100;153;83;70;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2343;320;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;0 a 17;Rural;14;6;8;12.5;11.1;13.8;10;4;6;0;6.5;4.8;8.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2344;321;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;18 a 29;Rural;71;36;35;63.4;66.7;60.3;99;54;45;0;64.7;65.1;64.3;
