cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;numero_total_total;numero_total_hombres;numero_total_mujeres;numero_agricultura,_ganaderia,_silvicultura_total;numero_agricultura,_ganaderia,_silvicultura_hombres;numero_agricultura,_ganaderia,_silvicultura_mujeres;numero_pesca_total;numero_pesca_hombres;numero_pesca_mujeres;numero_explotacion_de_minas_y_canteras_total;numero_explotacion_de_minas_y_canteras_hombres;numero_explotacion_de_minas_y_canteras_mujeres;numero_industria_manufacturera_total;numero_industria_manufacturera_hombres;numero_industria_manufacturera_mujeres;numero__electricidad,_gas_y_agua_total;numero__electricidad,_gas_y_agua_hombres;numero__electricidad,_gas_y_agua_mujeres;numero_construccion_total;numero_construccion_hombres;numero_construccion_mujeres;numero_comercio_al_por_mayor_y_menor_total;numero_comercio_al_por_mayor_y_menor_hombres;numero_comercio_al_por_mayor_y_menor_mujeres;numero_transporte,_almacenamiento_y_comunicacion_total;numero_transporte,_almacenamiento_y_comunicacion_hombres;numero_transporte,_almacenamiento_y_comunicacion_mujeres;numero_hoteles_y_restaurantes_total;numero_hoteles_y_restaurantes_hombres;numero_hoteles_y_restaurantes_mujeres;numero_intermedicion_financiera_total;numero_intermedicion_financiera_hombres;numero_intermedicion_financiera_mujeres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_total;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_hombres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_mujeres;numero_administracion,_publica,_defensa_y_seguridad_social_total;numero_administracion,_publica,_defensa_y_seguridad_social_hombres;numero_administracion,_publica,_defensa_y_seguridad_social_mujeres;numero_educacion_total;numero_educacion_hombres;numero_educacion_mujeres;numero_servicios_sociales_y_de_salud_total;numero_servicios_sociales_y_de_salud_hombres;numero_servicios_sociales_y_de_salud_mujeres;numero_servicios_comunitarios,_sociales_y_personales_total;numero_servicios_comunitarios,_sociales_y_personales_hombres;numero_servicios_comunitarios,_sociales_y_personales_mujeres;numero_servicios_a_los_hogares_y_servicios_domesticos_total;numero_servicios_a_los_hogares_y_servicios_domesticos_hombres;numero_servicios_a_los_hogares_y_servicios_domesticos_mujeres;numero_servicios_de_organizaciones_extraterritoriales_total;numero_servicios_de_organizaciones_extraterritoriales_hombres;numero_servicios_de_organizaciones_extraterritoriales_mujeres;numero_sin_especificar_total;numero_sin_especificar_hombres;numero_sin_especificar_mujeres
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4231;2550;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;40 a 49;189;134;55;125;101;24;0;0;0;1;1;0;20;4;16;0;0;0;11;11;0;13;4;9;2;2;0;0;0;0;0;0;0;2;2;0;2;2;0;4;3;1;1;1;0;1;1;0;1;0;1;0;0;0;6;2;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4232;2551;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;50 a 59;164;112;52;121;92;29;0;0;0;0;0;0;12;3;9;0;0;0;4;4;0;9;3;6;4;4;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;1;1;0;0;0;0;3;0;3;0;0;0;6;1;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4233;2552;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;164;110;54;127;101;26;0;0;0;0;0;0;9;0;9;0;0;0;2;2;0;14;7;7;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;3;0;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4234;2553;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4235;2555;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;14 a 19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4236;2556;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;20 a 29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4237;2557;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4238;2558;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;40 a 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4239;2559;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;50 a 59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4240;2560;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4241;2561;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Rural;1,026;689;337;673;522;151;0;0;0;1;1;0;84;19;65;2;2;0;44;44;0;71;25;46;26;26;0;12;1;11;0;0;0;8;8;0;8;7;1;31;17;14;3;2;1;6;5;1;22;0;22;0;0;0;35;10;25
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4242;2563;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;14 a 19;85;54;31;52;43;9;0;0;0;0;0;0;10;1;9;0;0;0;4;4;0;9;2;7;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;6;3;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4243;2564;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;20 a 29;201;136;65;104;79;25;0;0;0;0;0;0;10;4;6;0;0;0;15;15;0;13;5;8;12;12;0;3;0;3;0;0;0;4;4;0;2;2;0;21;9;12;0;0;0;3;3;0;5;0;5;0;0;0;9;3;6
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4244;2565;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 39;223;143;80;144;106;38;0;0;0;0;0;0;23;7;16;2;2;0;8;8;0;13;4;9;7;7;0;5;1;4;0;0;0;2;2;0;1;0;1;5;4;1;1;0;1;2;1;1;5;0;5;0;0;0;5;1;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4245;2566;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;40 a 49;189;134;55;125;101;24;0;0;0;1;1;0;20;4;16;0;0;0;11;11;0;13;4;9;2;2;0;0;0;0;0;0;0;2;2;0;2;2;0;4;3;1;1;1;0;1;1;0;1;0;1;0;0;0;6;2;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4246;2567;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;50 a 59;164;112;52;121;92;29;0;0;0;0;0;0;12;3;9;0;0;0;4;4;0;9;3;6;4;4;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;1;1;0;0;0;0;3;0;3;0;0;0;6;1;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4247;2568;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;164;110;54;127;101;26;0;0;0;0;0;0;9;0;9;0;0;0;2;2;0;14;7;7;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;3;0;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4248;2569;Provincia;La Paz;Sur Yungas;;Sur Yungas;29,294;18,006;11,288;22,262;13,522;8,740;3;3;0;566;501;65;626;450;176;56;56;0;960;927;33;1,190;510;680;383;364;19;441;104;337;28;20;8;80;68;12;204;175;29;915;522;393;169;101;68;188;114;74;240;29;211;0;0;0;983;540;443
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4249;2571;Provincia;La Paz;Sur Yungas;;14 a 19;3,137;1,741;1,396;2,423;1,304;1,119;1;1;0;30;29;1;66;54;12;2;2;0;65;64;1;91;39;52;33;30;3;84;21;63;1;0;1;3;2;1;10;10;0;22;13;9;16;13;3;25;16;9;37;7;30;0;0;0;228;136;92
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4250;2572;Provincia;La Paz;Sur Yungas;;20 a 29;7,881;4,728;3,153;5,700;3,398;2,302;1;1;0;148;144;4;200;150;50;25;25;0;253;247;6;330;153;177;124;113;11;87;22;65;11;7;4;23;16;7;53;41;12;479;216;263;49;22;27;56;35;21;68;1;67;0;0;0;274;137;137
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4251;2573;Provincia;La Paz;Sur Yungas;;30 a 39;6,857;4,207;2,650;5,100;3,026;2,074;0;0;0;143;131;12;145;105;40;15;15;0;239;229;10;318;143;175;121;119;2;94;19;75;10;9;1;17;16;1;73;63;10;245;161;84;61;35;26;50;29;21;53;4;49;0;0;0;173;103;70
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4252;2574;Provincia;La Paz;Sur Yungas;;40 a 49;5,096;3,203;1,893;3,922;2,437;1,485;1;1;0;143;116;27;92;71;21;4;4;0;207;198;9;203;76;127;63;61;2;95;18;77;5;4;1;12;11;1;37;33;4;105;79;26;24;14;10;26;15;11;35;2;33;0;0;0;122;63;59
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4253;2575;Provincia;La Paz;Sur Yungas;;50 a 59;3,331;2,170;1,161;2,596;1,665;931;0;0;0;82;69;13;68;44;24;6;6;0;131;126;5;125;54;71;32;32;0;47;11;36;1;0;1;12;12;0;19;18;1;56;48;8;16;14;2;14;9;5;24;8;16;0;0;0;102;54;48
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4254;2576;Provincia;La Paz;Sur Yungas;;60 o más;2,992;1,957;1,035;2,521;1,692;829;0;0;0;20;12;8;55;26;29;4;4;0;65;63;2;123;45;78;10;9;1;34;13;21;0;0;0;13;11;2;12;10;2;8;5;3;3;3;0;17;10;7;23;7;16;0;0;0;84;47;37
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4255;2577;Provincia;La Paz;Sur Yungas;;Urbana;2,162;1,257;905;676;454;222;0;0;0;1;1;0;136;90;46;8;8;0;135;134;1;340;150;190;91;81;10;238;58;180;22;17;5;30;24;6;71;60;11;125;58;67;55;28;27;73;45;28;72;11;61;0;0;0;89;38;51
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4256;2579;Provincia;La Paz;Sur Yungas;;14 a 19;218;115;103;67;43;24;0;0;0;0;0;0;12;10;2;1;1;0;7;7;0;34;17;17;10;10;0;47;10;37;0;0;0;2;1;1;0;0;0;1;1;0;2;0;2;4;2;2;13;2;11;0;0;0;18;11;7
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4257;2580;Provincia;La Paz;Sur Yungas;;20 a 29;511;288;223;114;84;30;0;0;0;0;0;0;36;25;11;3;3;0;32;32;0;75;32;43;27;19;8;43;13;30;8;5;3;5;3;2;17;15;2;61;24;37;15;8;7;23;15;8;21;0;21;0;0;0;31;10;21
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4258;2581;Provincia;La Paz;Sur Yungas;;30 a 39;554;336;218;157;109;48;0;0;0;1;1;0;32;22;10;2;2;0;30;30;0;98;47;51;31;30;1;48;7;41;8;8;0;7;6;1;20;15;5;38;21;17;21;10;11;25;17;8;17;2;15;0;0;0;19;9;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4259;2582;Provincia;La Paz;Sur Yungas;;40 a 49;389;218;171;132;86;46;0;0;0;0;0;0;22;14;8;0;0;0;28;28;0;60;24;36;14;13;1;56;13;43;5;4;1;4;4;0;15;13;2;16;7;9;11;5;6;9;4;5;10;1;9;0;0;0;7;2;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4260;2583;Provincia;La Paz;Sur Yungas;;50 a 59;247;162;85;96;65;31;0;0;0;0;0;0;19;12;7;0;0;0;27;27;0;32;18;14;6;6;0;26;7;19;1;0;1;3;3;0;12;11;1;8;5;3;4;3;1;4;2;2;3;2;1;0;0;0;6;1;5
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4261;2584;Provincia;La Paz;Sur Yungas;;60 o más;243;138;105;110;67;43;0;0;0;0;0;0;15;7;8;2;2;0;11;10;1;41;12;29;3;3;0;18;8;10;0;0;0;9;7;2;7;6;1;1;0;1;2;2;0;8;5;3;8;4;4;0;0;0;8;5;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4262;2585;Provincia;La Paz;Sur Yungas;;Rural;27,132;16,749;10,383;21,586;13,068;8,518;3;3;0;565;500;65;490;360;130;48;48;0;825;793;32;850;360;490;292;283;9;203;46;157;6;3;3;50;44;6;133;115;18;790;464;326;114;73;41;115;69;46;168;18;150;0;0;0;894;502;392
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4263;2587;Provincia;La Paz;Sur Yungas;;14 a 19;2,919;1,626;1,293;2,356;1,261;1,095;1;1;0;30;29;1;54;44;10;1;1;0;58;57;1;57;22;35;23;20;3;37;11;26;1;0;1;1;1;0;10;10;0;21;12;9;14;13;1;21;14;7;24;5;19;0;0;0;210;125;85
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4264;2588;Provincia;La Paz;Sur Yungas;;20 a 29;7,370;4,440;2,930;5,586;3,314;2,272;1;1;0;148;144;4;164;125;39;22;22;0;221;215;6;255;121;134;97;94;3;44;9;35;3;2;1;18;13;5;36;26;10;418;192;226;34;14;20;33;20;13;47;1;46;0;0;0;243;127;116
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4265;2589;Provincia;La Paz;Sur Yungas;;30 a 39;6,303;3,871;2,432;4,943;2,917;2,026;0;0;0;142;130;12;113;83;30;13;13;0;209;199;10;220;96;124;90;89;1;46;12;34;2;1;1;10;10;0;53;48;5;207;140;67;40;25;15;25;12;13;36;2;34;0;0;0;154;94;60
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4266;2590;Provincia;La Paz;Sur Yungas;;40 a 49;4,707;2,985;1,722;3,790;2,351;1,439;1;1;0;143;116;27;70;57;13;4;4;0;179;170;9;143;52;91;49;48;1;39;5;34;0;0;0;8;7;1;22;20;2;89;72;17;13;9;4;17;11;6;25;1;24;0;0;0;115;61;54
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4267;2591;Provincia;La Paz;Sur Yungas;;50 a 59;3,084;2,008;1,076;2,500;1,600;900;0;0;0;82;69;13;49;32;17;6;6;0;104;99;5;93;36;57;26;26;0;21;4;17;0;0;0;9;9;0;7;7;0;48;43;5;12;11;1;10;7;3;21;6;15;0;0;0;96;53;43
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4268;2592;Provincia;La Paz;Sur Yungas;;60 o más;2,749;1,819;930;2,411;1,625;786;0;0;0;20;12;8;40;19;21;2;2;0;54;53;1;82;33;49;7;6;1;16;5;11;0;0;0;4;4;0;5;4;1;7;5;2;1;1;0;9;5;4;15;3;12;0;0;0;76;42;34
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4269;2593;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Chulumani;6,390;3,485;2,905;4,899;2,601;2,298;0;0;0;4;4;0;128;83;45;6;6;0;235;229;6;268;96;172;106;97;9;164;55;109;19;14;5;25;20;5;57;47;10;224;115;109;30;16;14;65;42;23;48;13;35;0;0;0;112;47;65
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 4270;2595;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;14 a 19;548;263;285;414;189;225;0;0;0;2;2;0;9;6;3;0;0;0;12;11;1;18;9;9;10;9;1;31;11;20;0;0;0;2;1;1;1;1;0;12;9;3;1;0;1;4;3;1;9;2;7;0;0;0;23;10;13
